                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11   
  Instructions                       |   28723955 |   28739984 |   28666934 |   28611001 |   28629588 |   28677365 |   28759933 |   28743245 |   28614495 |   28641834 |   28663277 |   28614939
  Cycles                             |  198537612 |  198537612 |  198537612 |  198537612 |  198537612 |  198537612 |  198537612 |  198537612 |  198537612 |  198537612 |  198537612 |  198537612
  IPC                                |       0.14 |       0.14 |       0.14 |       0.14 |       0.14 |       0.14 |       0.14 |       0.14 |       0.14 |       0.14 |       0.14 |       0.14
  Time (ns)                          |   74638200 |   74638200 |   74638200 |   74638200 |   74638200 |   74638200 |   74638200 |   74638200 |   74638200 |   74638200 |   74638200 |   74638200
  Idle time (ns)                     |        208 |         93 |        208 |        144 |        277 |         77 |        -38 |        144 |        140 |         87 |        -38 |         77
  Idle time (%)                      |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |      -0.0% |       0.0% |       0.0% |       0.0% |      -0.0% |       0.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    1058965 |    1059279 |    1057855 |    1056763 |    1057126 |    1058057 |    1059719 |    1059341 |    1056832 |    1057365 |    1057783 |    1056841
  num incorrect                      |       7955 |       7955 |       7955 |       7955 |       7955 |       7955 |       8006 |       7955 |       7955 |       7955 |       7955 |       7955
  misprediction rate                 |      0.75% |      0.75% |      0.75% |      0.75% |      0.75% |      0.75% |      0.75% |      0.75% |      0.75% |      0.75% |      0.75% |      0.75%
  mpki                               |       0.28 |       0.28 |       0.28 |       0.28 |       0.28 |       0.28 |       0.28 |       0.28 |       0.28 |       0.28 |       0.28 |       0.28
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    2873489 |    2874728 |    2869087 |    2864766 |    2866202 |    2869891 |    2876325 |    2874978 |    2865037 |    2867148 |    2868804 |    2865072
    num misses                       |         61 |         61 |         61 |         61 |         61 |         61 |         63 |         61 |         61 |         61 |         61 |         61
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   15759490 |   15767823 |   15729857 |   15700787 |   15710445 |   15735276 |   15778126 |   15769514 |   15702602 |   15716812 |   15727939 |   15702835
    num misses                       |       6250 |       6289 |       6129 |       6006 |       6043 |       6154 |       6344 |       6295 |       6011 |       6071 |       6121 |       6012
    miss rate                        |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04%
    mpki                             |       0.22 |       0.22 |       0.21 |       0.21 |       0.21 |       0.21 |       0.22 |       0.22 |       0.21 |       0.21 |       0.21 |       0.21
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |           
