                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12   
  Instructions                       |   60121711 |   60121558 |   60121400 |   60121349 |   60121261 |   60121246 |   60121172 |   60121559 |   60121184 |   60121140 |   60120989 |   60120967 |   60120859
  Cycles                             |  260457358 |  260457358 |  260457358 |  260457358 |  260457358 |  260457358 |  260457358 |  260457358 |  260457358 |  260457358 |  260457358 |  260457358 |  260457358
  IPC                                |       0.23 |       0.23 |       0.23 |       0.23 |       0.23 |       0.23 |       0.23 |       0.23 |       0.23 |       0.23 |       0.23 |       0.23 |       0.23
  Time (ns)                          |   97916300 |   97916300 |   97916300 |   97916300 |   97916300 |   97916300 |   97916300 |   97916300 |   97916300 |   97916300 |   97916300 |   97916300 |   97916300
  Idle time (ns)                     |        -87 |        -13 |         75 |         38 |         75 |         38 |          3 |        -52 |         26 |        -13 |         37 |        -13 |         65
  Idle time (%)                      |      -0.0% |      -0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |      -0.0% |       0.0% |      -0.0% |       0.0% |      -0.0% |       0.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |   10022011 |   10022004 |   10021986 |   10021982 |   10021969 |   10021969 |   10021962 |   10022004 |   10021962 |   10021956 |   10021938 |   10021935 |   10021930
  num incorrect                      |       1515 |       1508 |       1493 |       1484 |       1476 |       1475 |       1469 |       1508 |       1469 |       1469 |       1463 |       1458 |       1448
  misprediction rate                 |      0.02% |      0.02% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.02% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01%
  mpki                               |       0.03 |       0.03 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.03 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |           
