                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
    mpki                             |       0.53 |       0.59 |       0.60 |       0.59 |       0.59 |       0.60 |       0.52 |       0.59 |       0.52 |       0.59 |       0.58 |       0.59 |       0.60 |       0.60 |       0.60 |       0.52
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |        119 |        116 |        116 |        116 |        118 |        116 |        124 |        119 |        120 |        118 |        119 |        116 |        116 |        116 |        116 |        120
    num misses                       |        117 |        114 |        114 |        114 |        116 |        114 |        122 |        117 |        118 |        116 |        117 |        114 |        114 |        114 |        114 |        118
    miss rate                        |     98.32% |     98.28% |     98.28% |     98.28% |     98.31% |     98.28% |     98.39% |     98.32% |     98.33% |     98.31% |     98.32% |     98.28% |     98.28% |     98.28% |     98.28% |     98.33%
    mpki                             |       0.87 |       0.95 |       0.96 |       0.95 |       0.96 |       0.96 |       0.88 |       0.97 |       0.86 |       0.96 |       0.96 |       0.95 |       0.96 |       0.96 |       0.96 |       0.86
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      15248 |      15106 |      15027 |      15065 |      15154 |      14997 |      15458 |      15162 |      15305 |      15143 |      15162 |      15036 |      14995 |      15029 |      15023 |      15304
    num cache misses                 |       5983 |       6994 |       6753 |       6687 |       6749 |       6663 |       5886 |       6376 |       6090 |       6623 |       6315 |       6976 |       6607 |       6926 |       6832 |       6018
    miss rate                        |     39.24% |     46.30% |     44.94% |     44.39% |     44.54% |     44.43% |     38.08% |     42.05% |     39.79% |     43.74% |     41.65% |     46.40% |     44.06% |     46.08% |     45.48% |     39.32%
    mpki                             |      44.40 |      58.12 |      56.64 |      55.81 |      55.94 |      56.07 |      42.52 |      52.82 |      44.28 |      54.93 |      51.96 |      58.37 |      55.61 |      58.06 |      57.33 |      43.76
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      39846 |      39702 |      39573 |      39653 |      39790 |      39506 |      40225 |      39846 |      39882 |      39759 |      39846 |      39598 |      39502 |      39579 |      39563 |      39874
    num cache misses                 |       9534 |      10576 |      10358 |      10313 |      10317 |      10210 |       9336 |      10147 |       9657 |      10363 |      10136 |      10473 |      10165 |      10441 |      10297 |       9584
    miss rate                        |     23.93% |     26.64% |     26.17% |     26.01% |     25.93% |     25.84% |     23.21% |     25.47% |     24.21% |     26.06% |     25.44% |     26.45% |     25.73% |     26.38% |     26.03% |     24.04%
    mpki                             |      70.75 |      87.89 |      86.87 |      86.07 |      85.52 |      85.92 |      67.45 |      84.06 |      70.21 |      85.94 |      83.40 |      87.63 |      85.56 |      87.53 |      86.40 |      69.69
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      15549 |      17601 |      17142 |      17031 |      17098 |      16904 |      15257 |      16556 |      15780 |      17018 |      16484 |      17480 |      16803 |      17398 |      17159 |      15636
    num cache misses                 |      13004 |      14613 |      14402 |      14392 |      14444 |      14116 |      12694 |      14308 |      13168 |      14475 |      14291 |      14630 |      13870 |      14502 |      14121 |      13025
    miss rate                        |     83.63% |     83.02% |     84.02% |     84.50% |     84.48% |     83.51% |     83.20% |     86.42% |     83.45% |     85.06% |     86.70% |     83.70% |     82.54% |     83.35% |     82.30% |     83.30%
    mpki                             |      96.51 |     121.43 |     120.79 |     120.11 |     119.73 |     118.80 |      91.71 |     118.53 |      95.73 |     120.05 |     117.59 |     122.41 |     116.75 |     121.57 |     118.49 |      94.71
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      13039 |      14646 |      14435 |      14425 |      14477 |      14149 |      12732 |      14343 |      13203 |      14509 |      14326 |      14663 |      13903 |      14535 |      14153 |      13060
    num cache misses                 |       2645 |       2628 |       2624 |       2616 |       2665 |       2600 |       2726 |       2671 |       2677 |       2662 |       2666 |       2627 |       2601 |       2621 |       2623 |       2665
    miss rate                        |     20.29% |     17.94% |     18.18% |     18.14% |     18.41% |     18.38% |     21.41% |     18.62% |     20.28% |     18.35% |     18.61% |     17.92% |     18.71% |     18.03% |     18.53% |     20.41%
    mpki                             |      19.63 |      21.84 |      22.01 |      21.83 |      22.09 |      21.88 |      19.69 |      22.13 |      19.46 |      22.08 |      21.94 |      21.98 |      21.89 |      21.97 |      22.01 |      19.38
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |      42851 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |     102.64 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      49.21 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     73.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |       1339 |       1374 |       1374 |       1358 |       1363 |       1354 |       1339 |       1372 |       1352 |       1370 |       1363 |       1372 |       1358 |       1368 |       1366 |       1338
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
