                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13   
  Instructions                       |     137823 |     138255 |     137761 |     138389 |     138185 |     138207 |     138195 |     138207 |     137982 |     138047 |     138075 |     137973 |     137834 |     137824
  Cycles                             |     618450 |     618450 |     618450 |     618450 |     618450 |     618450 |     618450 |     618450 |     618450 |     618450 |     618450 |     618450 |     618450 |     618450
  IPC                                |       0.22 |       0.22 |       0.22 |       0.22 |       0.22 |       0.22 |       0.22 |       0.22 |       0.22 |       0.22 |       0.22 |       0.22 |       0.22 |       0.22
  Time (ns)                          |     232500 |     232500 |     232500 |     232500 |     232500 |     232500 |     232500 |     232500 |     232500 |     232500 |     232500 |     232500 |     232500 |     232500
  Idle time (ns)                     |          0 |        -36 |         96 |        -42 |          0 |         -0 |        -21 |         -4 |        -21 |        123 |        -22 |        -36 |        -15 |         57
  Idle time (%)                      |       0.0% |      -0.0% |       0.0% |      -0.0% |       0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |       0.1% |      -0.0% |      -0.0% |      -0.0% |       0.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |      30261 |      30312 |      30253 |      30327 |      30304 |      30304 |      30304 |      30304 |      30281 |      30286 |      30290 |      30279 |      30262 |      30260
  num incorrect                      |       1471 |       1503 |       1469 |       1519 |       1498 |       1499 |       1498 |       1499 |       1476 |       1481 |       1486 |       1476 |       1471 |       1471
  misprediction rate                 |      4.64% |      4.72% |      4.63% |      4.77% |      4.71% |      4.71% |      4.71% |      4.71% |      4.65% |      4.66% |      4.68% |      4.65% |      4.64% |      4.64%
  mpki                               |      10.67 |      10.87 |      10.66 |      10.98 |      10.84 |      10.85 |      10.84 |      10.85 |      10.70 |      10.73 |      10.76 |      10.70 |      10.67 |      10.67
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      15348 |      15432 |      15337 |      15458 |      15416 |      15420 |      15419 |      15420 |      15376 |      15389 |      15396 |      15376 |      15351 |      15348
    num misses                       |         49 |         51 |         49 |         52 |         51 |         51 |         51 |         51 |         49 |         50 |         50 |         49 |         49 |         49
    miss rate                        |      0.32% |      0.33% |      0.32% |      0.34% |      0.33% |      0.33% |      0.33% |      0.33% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32%
    mpki                             |       0.36 |       0.37 |       0.36 |       0.38 |       0.37 |       0.37 |       0.37 |       0.37 |       0.36 |       0.36 |       0.36 |       0.36 |       0.36 |       0.36
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      39993 |      40195 |      39969 |      40207 |      40147 |      40175 |      40157 |      40173 |      40058 |      40093 |      40104 |      40056 |      39987 |      39993
    num misses                       |         71 |         72 |         71 |         72 |         72 |         72 |         72 |         72 |         71 |         72 |         72 |         71 |         71 |         71
    miss rate                        |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18%
    mpki                             |       0.52 |       0.52 |       0.52 |       0.52 |       0.52 |       0.52 |       0.52 |       0.52 |       0.51 |       0.52 |       0.52 |       0.51 |       0.52 |       0.52
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |        120 |        123 |        120 |        124 |        123 |        123 |        123 |        123 |        120 |        122 |        122 |        120 |        120 |        120
    num misses                       |        118 |        121 |        118 |        122 |        121 |        121 |        121 |        121 |        118 |        120 |        120 |        118 |        118 |        118
    miss rate                        |     98.33% |     98.37% |     98.33% |     98.39% |     98.37% |     98.37% |     98.37% |     98.37% |     98.33% |     98.36% |     98.36% |     98.33% |     98.33% |     98.33%
    mpki                             |       0.86 |       0.88 |       0.86 |       0.88 |       0.88 |       0.88 |       0.88 |       0.88 |       0.86 |       0.87 |       0.87 |       0.86 |       0.86 |       0.86
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      15348 |      15432 |      15337 |      15458 |      15416 |      15420 |      15419 |      15420 |      15376 |      15389 |      15396 |      15376 |      15351 |      15348
    num cache misses                 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      39993 |      40195 |      39969 |      40207 |      40147 |      40175 |      40157 |      40173 |      40058 |      40093 |      40104 |      40056 |      39987 |      39993
    num cache misses                 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    num cache misses                 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |       inf% |       inf% |       inf% |       inf% |       inf% |       inf% |       inf% |       inf% |       inf% |       inf% |       inf% |       inf% |       inf% |       inf%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    num cache misses                 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |       inf% |       inf% |       inf% |       inf% |       inf% |       inf% |       inf% |       inf% |       inf% |       inf% |       inf% |       inf% |       inf% |       inf%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
