                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8    
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  L2 TLB                             |            |            |            |            |            |            |            |            |           
    num accesses                     |        109 |        114 |        109 |        109 |        114 |        109 |        113 |        113 |        111
    num misses                       |        109 |        112 |        109 |        109 |        112 |        109 |        111 |        111 |        109
    miss rate                        |    100.00% |     98.25% |    100.00% |    100.00% |     98.25% |    100.00% |     98.23% |     98.23% |     98.20%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |           
    num cache accesses               |    8524338 |    8525013 |    8524164 |    8524831 |    8525013 |    8524952 |    8525005 |    8525006 |    8524972
    num cache misses                 |        437 |        474 |        437 |        437 |        474 |        437 |        468 |        469 |        450
    miss rate                        |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01%
    mpki                             |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
  Cache L1-D                         |            |            |            |            |            |            |            |            |           
    num cache accesses               |   36052881 |   36055649 |   36052148 |   36054966 |   36055649 |   36055488 |   36055620 |   36055631 |   36055534
    num cache misses                 |    2119444 |    2119624 |    2119401 |    2119568 |    2119624 |    2119601 |    2119623 |    2119624 |    2119612
    miss rate                        |      5.88% |      5.88% |      5.88% |      5.88% |      5.88% |      5.88% |      5.88% |      5.88% |      5.88%
    mpki                             |      27.09 |      27.09 |      27.09 |      27.09 |      27.09 |      27.09 |      27.09 |      27.09 |      27.09
  Cache L2                           |            |            |            |            |            |            |            |            |           
    num cache accesses               |    2119898 |    2120121 |    2119855 |    2120022 |    2120121 |    2120055 |    2120111 |    2120115 |    2120079
    num cache misses                 |       3776 |       3828 |       3776 |       3776 |       3828 |       3776 |       3821 |       3823 |       3794
    miss rate                        |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18%
    mpki                             |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05
  Cache L3                           |            |            |            |            |            |            |            |            |           
    num cache accesses               |       3794 |       3852 |       3794 |       3794 |       3852 |       3794 |       3842 |       3846 |       3812
    num cache misses                 |       3776 |       3826 |       3776 |       3776 |       3826 |       3776 |       3819 |       3821 |       3792
    miss rate                        |     99.53% |     99.33% |     99.53% |     99.53% |     99.33% |     99.53% |     99.40% |     99.35% |     99.48%
    mpki                             |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05
DRAM summary                         |            |            |            |            |            |            |            |            |           
  num dram accesses                  |      11392 |          0 |          0 |          0 |      11397 |          0 |          0 |          0 |      11399
  average dram access latency (ns)   |      63.56 |        inf |        inf |        inf |      64.16 |        inf |        inf |        inf |      64.51
  average dram queueing delay        |      10.13 |       0.00 |       0.00 |       0.00 |      10.73 |       0.00 |       0.00 |       0.00 |      11.08
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |           
  num loads from dram                |        151 |        165 |        151 |        151 |        165 |        151 |        164 |        165 |        154
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
