                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10   
  Instructions                       |   50117763 |   50114913 |   50121706 |   50117300 |   50112422 |   50110643 |   50116783 |   50121241 |   50121555 |   50111853 |   50109440
  Cycles                             |  645790012 |  645790012 |  645790012 |  645790012 |  645790012 |  645790012 |  645790012 |  645790012 |  645790012 |  645790012 |  645790012
  IPC                                |       0.08 |       0.08 |       0.08 |       0.08 |       0.08 |       0.08 |       0.08 |       0.08 |       0.08 |       0.08 |       0.08
  Time (ns)                          |  242778200 |  242778200 |  242778200 |  242778200 |  242778200 |  242778200 |  242778200 |  242778200 |  242778200 |  242778200 |  242778200
  Idle time (ns)                     |        -27 |         33 |        -56 |         22 |         33 |        -27 |         70 |        264 |       1119 |        -56 |         22
  Idle time (%)                      |      -0.0% |       0.0% |      -0.0% |       0.0% |       0.0% |      -0.0% |       0.0% |       0.0% |       0.0% |      -0.0% |       0.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |   10021314 |   10020745 |   10022009 |   10021222 |   10020246 |   10019891 |   10021119 |   10021966 |   10022001 |   10020133 |   10019650
  num incorrect                      |       1441 |       1441 |       1517 |       1441 |       1441 |       1441 |       1441 |       1476 |       1510 |       1441 |       1441
  misprediction rate                 |      0.01% |      0.01% |      0.02% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.02% |      0.01% |      0.01%
  mpki                               |       0.03 |       0.03 |       0.03 |       0.03 |       0.03 |       0.03 |       0.03 |       0.03 |       0.03 |       0.03 |       0.03
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      15165 |      15165 |      15334 |      15165 |      15165 |      15165 |      15165 |      15256 |      15323 |      15165 |      15165
    num misses                       |         48 |         48 |         52 |         48 |         48 |         48 |         48 |         50 |         51 |         48 |         48
    miss rate                        |      0.32% |      0.32% |      0.34% |      0.32% |      0.32% |      0.32% |      0.32% |      0.33% |      0.33% |      0.32% |      0.32%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   60036248 |   60032821 |   60040237 |   60035693 |   60029839 |   60027707 |   60035074 |   60040053 |   60040203 |   60029158 |   60026264
    num misses                       |        126 |        126 |        128 |        126 |        126 |        126 |        126 |        128 |        128 |        126 |        126
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |        174 |        174 |        180 |        174 |        174 |        174 |        174 |        178 |        179 |        174 |        174
    num misses                       |        116 |        116 |        121 |        116 |        116 |        116 |        116 |        119 |        120 |        116 |        116
    miss rate                        |     66.67% |     66.67% |     67.22% |     66.67% |     66.67% |     66.67% |     66.67% |     66.85% |     67.04% |     66.67% |     66.67%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      15165 |      15165 |      15334 |      15165 |      15165 |      15165 |      15165 |      15256 |      15323 |      15165 |      15165
    num cache misses                 |       5890 |       5867 |       5994 |       5938 |       5886 |       5589 |       5773 |       5622 |       5622 |       5483 |       5481
    miss rate                        |     38.84% |     38.69% |     39.09% |     39.16% |     38.81% |     36.85% |     38.07% |     36.85% |     36.69% |     36.16% |     36.14%
    mpki                             |       0.12 |       0.12 |       0.12 |       0.12 |       0.12 |       0.11 |       0.12 |       0.11 |       0.11 |       0.11 |       0.11
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   60036248 |   60032821 |   60040237 |   60035693 |   60029839 |   60027707 |   60035074 |   60040053 |   60040203 |   60029158 |   60026264
    num cache misses                 |   17655439 |   17656174 |   17655822 |   17655648 |   17655538 |   17654858 |   17655281 |   17655633 |   17654060 |   17654651 |   17654886
    miss rate                        |     29.41% |     29.41% |     29.41% |     29.41% |     29.41% |     29.41% |     29.41% |     29.41% |     29.40% |     29.41% |     29.41%
    mpki                             |     352.28 |     352.31 |     352.26 |     352.29 |     352.32 |     352.32 |     352.28 |     352.26 |     352.22 |     352.30 |     352.33
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   17661363 |   17662077 |   17661853 |   17661621 |   17661458 |   17660482 |   17661090 |   17661292 |   17659720 |   17660169 |   17660403
    num cache misses                 |   17658589 |   17659017 |   17658965 |   17658664 |   17658582 |   17657915 |   17658318 |   17658582 |   17656968 |   17657750 |   17657985
    miss rate                        |     99.98% |     99.98% |     99.98% |     99.98% |     99.98% |     99.99% |     99.98% |     99.98% |     99.98% |     99.99% |     99.99%
    mpki                             |     352.34 |     352.37 |     352.32 |     352.35 |     352.38 |     352.38 |     352.34 |     352.32 |     352.28 |     352.37 |     352.39
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   17658625 |   17659056 |   17659004 |   17658701 |   17658617 |   17657950 |   17658356 |   17658621 |   17657008 |   17657787 |   17658023
    num cache misses                 |       2571 |       2577 |       2655 |       2585 |       2572 |       2581 |       2574 |       2609 |       2639 |       2580 |       2581
    miss rate                        |      0.01% |      0.01% |      0.02% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01%
    mpki                             |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |      28880 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      91.39 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      37.96 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |       1286 |       1301 |       1311 |       1307 |       1299 |       1304 |       1302 |       1288 |       1294 |       1302 |       1303
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
