                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12   
    miss rate                        |     43.29% |     43.81% |     43.43% |     38.35% |     42.83% |     34.40% |     35.94% |     38.88% |     42.55% |     42.63% |     37.80% |     43.99% |     44.05%
    mpki                             |       0.52 |       0.53 |       0.52 |       0.46 |       0.52 |       0.42 |       0.43 |       0.47 |       0.51 |       0.51 |       0.46 |       0.53 |       0.53
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      39841 |      39841 |      39841 |      39841 |      39841 |      40223 |      39841 |      39841 |      39841 |      39841 |      39841 |      39841 |      39841
    num cache misses                 |       8527 |       8551 |       8580 |       8100 |       8665 |       7540 |       7884 |       8208 |       8570 |       8570 |       8096 |       8590 |       8746
    miss rate                        |     21.40% |     21.46% |     21.54% |     20.33% |     21.75% |     18.75% |     19.79% |     20.60% |     21.51% |     21.51% |     20.32% |     21.56% |     21.95%
    mpki                             |       0.68 |       0.68 |       0.68 |       0.64 |       0.69 |       0.60 |       0.63 |       0.65 |       0.68 |       0.68 |       0.64 |       0.68 |       0.70
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      15123 |      15227 |      15197 |      13946 |      15191 |      12848 |      13366 |      14135 |      15055 |      15065 |      13859 |      15293 |      15456
    num cache misses                 |      12190 |      12695 |      12382 |      11859 |      12710 |      10905 |      11200 |      12011 |      12301 |      12461 |      11654 |      12381 |      12671
    miss rate                        |     80.61% |     83.37% |     81.48% |     85.04% |     83.67% |     84.88% |     83.79% |     84.97% |     81.71% |     82.71% |     84.09% |     80.96% |     81.98%
    mpki                             |       0.97 |       1.01 |       0.99 |       0.94 |       1.01 |       0.86 |       0.89 |       0.96 |       0.98 |       0.99 |       0.93 |       0.99 |       1.01
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      12224 |      12730 |      12416 |      11891 |      12741 |      10940 |      11234 |      12045 |      12337 |      12492 |      11686 |      12415 |      12704
    num cache misses                 |       2599 |       2611 |       2596 |       2602 |       2607 |       2647 |       2583 |       2617 |       2596 |       2606 |       2596 |       2599 |       2610
    miss rate                        |     21.26% |     20.51% |     20.91% |     21.88% |     20.46% |     24.20% |     22.99% |     21.73% |     21.04% |     20.86% |     22.21% |     20.93% |     20.54%
    mpki                             |       0.21 |       0.21 |       0.21 |       0.21 |       0.21 |       0.21 |       0.21 |       0.21 |       0.21 |       0.21 |       0.21 |       0.21 |       0.21
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |      34191 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      95.82 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      42.39 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      1.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |       1321 |       1348 |       1324 |       1325 |       1337 |       1311 |       1303 |       1336 |       1327 |       1336 |       1322 |       1332 |       1344
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
