                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11   
  Instructions                       |   28756469 |   28759921 |   28686939 |   28661290 |   28624757 |   28643708 |   28658436 |   28615545 |   28672781 |   28690354 |   28625890 |   28630904
  Cycles                             |  199298106 |  199298106 |  199298106 |  199298106 |  199298106 |  199298106 |  199298106 |  199298106 |  199298106 |  199298106 |  199298106 |  199298106
  IPC                                |       0.14 |       0.14 |       0.14 |       0.14 |       0.14 |       0.14 |       0.14 |       0.14 |       0.14 |       0.14 |       0.14 |       0.14
  Time (ns)                          |   74924100 |   74924100 |   74924100 |   74924100 |   74924100 |   74924100 |   74924100 |   74924100 |   74924100 |   74924100 |   74924100 |   74924100
  Idle time (ns)                     |          8 |       -194 |        -66 |         87 |        -13 |        -39 |         52 |         38 |       -194 |        -83 |          8 |         70
  Idle time (%)                      |       0.0% |      -0.0% |      -0.0% |       0.0% |      -0.0% |      -0.0% |       0.0% |       0.0% |      -0.0% |      -0.0% |       0.0% |       0.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    1059599 |    1059719 |    1058245 |    1057744 |    1057031 |    1057401 |    1057688 |    1056852 |    1057968 |    1058310 |    1057055 |    1057151
  num incorrect                      |       7955 |       8006 |       7955 |       7955 |       7955 |       7955 |       7955 |       7955 |       7955 |       7955 |       7955 |       7955
  misprediction rate                 |      0.75% |      0.75% |      0.75% |      0.75% |      0.75% |      0.75% |      0.75% |      0.75% |      0.75% |      0.75% |      0.75% |      0.75%
  mpki                               |       0.28 |       0.28 |       0.28 |       0.28 |       0.28 |       0.28 |       0.28 |       0.28 |       0.28 |       0.28 |       0.28 |       0.28
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    2876000 |    2876325 |    2870632 |    2868650 |    2865828 |    2867292 |    2868430 |    2865117 |    2869536 |    2870894 |    2865918 |    2866303
    num misses                       |         61 |         63 |         61 |         61 |         61 |         61 |         61 |         61 |         61 |         61 |         61 |         61
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   15776382 |   15778122 |   15740252 |   15726922 |   15707934 |   15717781 |   15725441 |   15703147 |   15732841 |   15742026 |   15708526 |   15711130
    num misses                       |       6326 |       6344 |       6178 |       6118 |       6031 |       6077 |       6110 |       6014 |       6145 |       6184 |       6035 |       6047
    miss rate                        |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04%
    mpki                             |       0.22 |       0.22 |       0.22 |       0.21 |       0.21 |       0.21 |       0.21 |       0.21 |       0.21 |       0.22 |       0.21 |       0.21
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |       6387 |       6407 |       6239 |       6179 |       6092 |       6138 |       6171 |       6075 |       6206 |       6245 |       6096 |       6108
    num misses                       |        321 |        333 |        316 |        316 |        316 |        316 |        316 |        316 |        316 |        316 |        316 |        316
    miss rate                        |      5.03% |      5.20% |      5.06% |      5.11% |      5.19% |      5.15% |      5.12% |      5.20% |      5.09% |      5.06% |      5.18% |      5.17%
    mpki                             |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    2876000 |    2876325 |    2870632 |    2868650 |    2865828 |    2867292 |    2868430 |    2865117 |    2869536 |    2870894 |    2865918 |    2866303
    num cache misses                 |    1665913 |    1653445 |    1660989 |    1659962 |    1647338 |    1637743 |    1638169 |    1643177 |    1639654 |    1625660 |    1631448 |    1626696
