                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7    
  Instructions                       |   50118504 |   50121706 |   50116492 |   50119707 |   50118208 |   50120820 |   50116307 |   50120437
  Cycles                             |  320846806 |  320846806 |  320846806 |  320846806 |  320846806 |  320846806 |  320846806 |  320846806
  IPC                                |       0.16 |       0.16 |       0.16 |       0.16 |       0.16 |       0.16 |       0.16 |       0.16
  Time (ns)                          |  120619100 |  120619100 |  120619100 |  120619100 |  120619100 |  120619100 |  120619100 |  120619100
  Idle time (ns)                     |        -37 |        -37 |         74 |         43 |         30 |        734 |         59 |         59
  Idle time (%)                      |      -0.0% |      -0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0%
Branch predictor stats               |            |            |            |            |            |            |            |           
  num correct                        |   10021463 |   10022009 |   10021061 |   10021703 |   10021404 |   10021917 |   10021023 |   10021850
  num incorrect                      |       1441 |       1517 |       1441 |       1441 |       1441 |       1450 |       1441 |       1441
  misprediction rate                 |      0.01% |      0.02% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01%
  mpki                               |       0.03 |       0.03 |       0.03 |       0.03 |       0.03 |       0.03 |       0.03 |       0.03
TLB Summary                          |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |      15165 |      15334 |      15165 |      15165 |      15165 |      15185 |      15165 |      15165
    num misses                       |         48 |         52 |         48 |         48 |         48 |         49 |         48 |         48
    miss rate                        |      0.32% |      0.34% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |   60037140 |   60040237 |   60034728 |   60038581 |   60036786 |   60039887 |   60034503 |   60039462
    num misses                       |        126 |        128 |        126 |        126 |        126 |        126 |        126 |        126
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  L2 TLB                             |            |            |            |            |            |            |            |           
    num accesses                     |        174 |        180 |        174 |        174 |        174 |        175 |        174 |        174
    num misses                       |        116 |        121 |        116 |        116 |        116 |        117 |        116 |        116
    miss rate                        |     66.67% |     67.22% |     66.67% |     66.67% |     66.67% |     66.86% |     66.67% |     66.67%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |           
    num cache accesses               |      15165 |      15334 |      15165 |      15165 |      15165 |      15185 |      15165 |      15165
    num cache misses                 |       5667 |       5121 |       5153 |       5801 |       5704 |       5674 |       5513 |       5643
    miss rate                        |     37.37% |     33.40% |     33.98% |     38.25% |     37.61% |     37.37% |     36.35% |     37.21%
    mpki                             |       0.11 |       0.10 |       0.10 |       0.12 |       0.11 |       0.11 |       0.11 |       0.11
  Cache L1-D                         |            |            |            |            |            |            |            |           
    num cache accesses               |   60037140 |   60040237 |   60034728 |   60038581 |   60036786 |   60039887 |   60034503 |   60039462
    num cache misses                 |       5049 |       4781 |       4857 |       5151 |       5050 |       5012 |       4957 |       5078
    miss rate                        |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01%
    mpki                             |       0.10 |       0.10 |       0.10 |       0.10 |       0.10 |       0.10 |       0.10 |       0.10
  Cache L2                           |            |            |            |            |            |            |            |           
    num cache accesses               |      10750 |       9938 |      10044 |      10985 |      10788 |      10721 |      10505 |      10754
    num cache misses                 |       4030 |       4073 |       4000 |       4064 |       4045 |       4028 |       4038 |       4031
    miss rate                        |     37.49% |     40.98% |     39.82% |     37.00% |     37.50% |     37.57% |     38.44% |     37.48%
    mpki                             |       0.08 |       0.08 |       0.08 |       0.08 |       0.08 |       0.08 |       0.08 |       0.08
  Cache L3                           |            |            |            |            |            |            |            |           
    num cache accesses               |       4066 |       4113 |       4036 |       4100 |       4081 |       4065 |       4074 |       4068
    num cache misses                 |       2429 |       2491 |       2433 |       2428 |       2429 |       2440 |       2430 |       2427
    miss rate                        |     59.74% |     60.56% |     60.28% |     59.22% |     59.52% |     60.02% |     59.65% |     59.66%
    mpki                             |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05
DRAM summary                         |            |            |            |            |            |            |            |           
  num dram accesses                  |      19568 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      77.65 |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      24.22 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |           
  num loads from dram                |       1153 |       1152 |       1162 |       1156 |       1157 |       1156 |       1160 |       1146
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
