                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
  mpki                               |       0.28 |       0.28 |       0.28 |       0.28 |       0.28 |       0.28 |       0.28 |       0.28 |       0.28 |       0.28 |       0.28 |       0.28 |       0.28 |       0.28 |       0.28 |       0.28
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    2858014 |    2860952 |    2856552 |    2858807 |    2858142 |    2860724 |    2858201 |    2858205 |    2862877 |    2862932 |    2865515 |    2870417 |    2863309 |    2876325 |    2873655 |    2868685
    num misses                       |         61 |         61 |         61 |         61 |         61 |         61 |         61 |         61 |         61 |         61 |         61 |         61 |         61 |         63 |         61 |         61
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   15655343 |   15675102 |   15645501 |   15660669 |   15656202 |   15673580 |   15656590 |   15656619 |   15688064 |   15688432 |   15705817 |   15738813 |   15690970 |   15778130 |   15760597 |   15727152
    num misses                       |       5808 |       5896 |       5765 |       5832 |       5812 |       5890 |       5814 |       5815 |       5955 |       5956 |       6024 |       6172 |       5968 |       6344 |       6258 |       6119
    miss rate                        |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04%
    mpki                             |       0.20 |       0.21 |       0.20 |       0.20 |       0.20 |       0.21 |       0.20 |       0.20 |       0.21 |       0.21 |       0.21 |       0.22 |       0.21 |       0.22 |       0.22 |       0.21
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |       5869 |       5957 |       5826 |       5893 |       5873 |       5951 |       5875 |       5876 |       6016 |       6017 |       6085 |       6233 |       6029 |       6407 |       6319 |       6180
    num misses                       |        316 |        316 |        316 |        316 |        316 |        316 |        316 |        316 |        316 |        316 |        316 |        316 |        316 |        333 |        319 |        316
    miss rate                        |      5.38% |      5.30% |      5.42% |      5.36% |      5.38% |      5.31% |      5.38% |      5.38% |      5.25% |      5.25% |      5.19% |      5.07% |      5.24% |      5.20% |      5.05% |      5.11%
    mpki                             |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    2858014 |    2860952 |    2856552 |    2858807 |    2858142 |    2860724 |    2858201 |    2858205 |    2862877 |    2862932 |    2865515 |    2870417 |    2863309 |    2876325 |    2873655 |    2868685
    num cache misses                 |    1760257 |    1751380 |    1765771 |    1756232 |    1756857 |    1747059 |    1746026 |    1737931 |    1723157 |    1735881 |    1738356 |    1721051 |    1728621 |    1717271 |    1715959 |    1728861
    miss rate                        |     61.59% |     61.22% |     61.81% |     61.43% |     61.47% |     61.07% |     61.09% |     60.80% |     60.19% |     60.63% |     60.66% |     59.96% |     60.37% |     59.70% |     59.71% |     60.27%
    mpki                             |      61.71 |      61.32 |      61.95 |      61.55 |      61.59 |      61.17 |      61.21 |      60.92 |      60.28 |      60.72 |      60.74 |      60.00 |      60.46 |      59.71 |      59.74 |      60.32
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   15655343 |   15675102 |   15645501 |   15660669 |   15656202 |   15673580 |   15656590 |   15656619 |   15688064 |   15688432 |   15705817 |   15738813 |   15690970 |   15778130 |   15760597 |   15727152
    num cache misses                 |    4151080 |    4170816 |    4193349 |    4185388 |    4201927 |    4205821 |    4180554 |    4176410 |    4158902 |    4173866 |    4175142 |    4178382 |    4192153 |    4182365 |    4186034 |    4188773
    miss rate                        |     26.52% |     26.61% |     26.80% |     26.73% |     26.84% |     26.83% |     26.70% |     26.68% |     26.51% |     26.60% |     26.58% |     26.55% |     26.72% |     26.51% |     26.56% |     26.63%
    mpki                             |     145.53 |     146.03 |     147.11 |     146.68 |     147.31 |     147.27 |     146.55 |     146.41 |     145.48 |     146.00 |     145.88 |     145.67 |     146.62 |     145.42 |     145.72 |     146.15
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    5912254 |    5923105 |    5960059 |    5942566 |    5959733 |    5953810 |    5927512 |    5915244 |    5882981 |    5910692 |    5914444 |    5900386 |    5921689 |    5900607 |    5902953 |    5918567
    num cache misses                 |    5517322 |    5535562 |    5558800 |    5563035 |    5585222 |    5589864 |    5547304 |    5542210 |    5520283 |    5528830 |    5528737 |    5513078 |    5564562 |    5514028 |    5520418 |    5526776
    miss rate                        |     93.32% |     93.46% |     93.27% |     93.61% |     93.72% |     93.89% |     93.59% |     93.69% |     93.83% |     93.54% |     93.48% |     93.44% |     93.97% |     93.45% |     93.52% |     93.38%
    mpki                             |     193.43 |     193.81 |     195.01 |     194.96 |     195.80 |     195.73 |     194.47 |     194.29 |     193.11 |     193.40 |     193.17 |     192.20 |     194.62 |     191.73 |     192.17 |     192.83
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    5518240 |    5536471 |    5559739 |    5563981 |    5586171 |    5590794 |    5548236 |    5543113 |    5521205 |    5529775 |    5529683 |    5514031 |    5565477 |    5514999 |    5521379 |    5527710
    num cache misses                 |      37045 |      37130 |      37136 |      37249 |      37136 |      37109 |      37239 |      37145 |      37234 |      37166 |      37239 |      37131 |      37218 |      37615 |      37339 |      37223
    miss rate                        |      0.67% |      0.67% |      0.67% |      0.67% |      0.66% |      0.66% |      0.67% |      0.67% |      0.67% |      0.67% |      0.67% |      0.67% |      0.67% |      0.68% |      0.68% |      0.67%
    mpki                             |       1.30 |       1.30 |       1.30 |       1.31 |       1.30 |       1.30 |       1.31 |       1.30 |       1.30 |       1.30 |       1.30 |       1.29 |       1.30 |       1.31 |       1.30 |       1.30
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |     756345 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      57.28 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |       3.85 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      5.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |      34683 |      34748 |      34813 |      34822 |      34778 |      34732 |      34821 |      34728 |      34803 |      34802 |      34832 |      34732 |      34780 |      35097 |      34877 |      34748
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
