                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6    
  Instructions                       |     120898 |     121518 |     121667 |     120800 |     121142 |     121453 |     120767
  Cycles                             |     836570 |     836570 |     836570 |     836570 |     836570 |     836570 |     836570
  IPC                                |       0.14 |       0.15 |       0.15 |       0.14 |       0.14 |       0.15 |       0.14
  Time (ns)                          |     314500 |     314500 |     314500 |     314500 |     314500 |     314500 |     314500
  Idle time (ns)                     |       -294 |        -27 |       -699 |        705 |       -699 |        -27 |        705
  Idle time (%)                      |      -0.1% |      -0.0% |      -0.2% |       0.2% |      -0.2% |      -0.0% |       0.2%
Branch predictor stats               |            |            |            |            |            |            |           
  num correct                        |      21931 |      22002 |      22012 |      21919 |      21959 |      21991 |      21916
  num incorrect                      |       1451 |       1504 |       1514 |       1447 |       1469 |       1497 |       1447
  misprediction rate                 |      6.21% |      6.40% |      6.44% |      6.19% |      6.27% |      6.37% |      6.19%
  mpki                               |      12.00 |      12.38 |      12.44 |      11.98 |      12.13 |      12.33 |      11.98
TLB Summary                          |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |           
    num accesses                     |      15187 |      15314 |      15330 |      15181 |      15242 |      15297 |      15176
    num misses                       |         49 |         51 |         52 |         49 |         49 |         51 |         49
    miss rate                        |      0.32% |      0.33% |      0.34% |      0.32% |      0.32% |      0.33% |      0.32%
    mpki                             |       0.41 |       0.42 |       0.43 |       0.41 |       0.40 |       0.42 |       0.41
  D-TLB                              |            |            |            |            |            |            |           
    num accesses                     |      39922 |      40202 |      40225 |      39887 |      40021 |      40162 |      39866
    num misses                       |         76 |         77 |         77 |         76 |         76 |         77 |         76
    miss rate                        |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19%
    mpki                             |       0.63 |       0.63 |       0.63 |       0.63 |       0.63 |       0.63 |       0.63
  L2 TLB                             |            |            |            |            |            |            |           
    num accesses                     |        125 |        128 |        129 |        125 |        125 |        128 |        125
    num misses                       |        119 |        122 |        123 |        119 |        119 |        122 |        119
    miss rate                        |     95.20% |     95.31% |     95.35% |     95.20% |     95.20% |     95.31% |     95.20%
    mpki                             |       0.98 |       1.00 |       1.01 |       0.99 |       0.98 |       1.00 |       0.99
Cache Summary                        |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |           
    num cache accesses               |      15187 |      15314 |      15330 |      15181 |      15242 |      15297 |      15176
    num cache misses                 |       5839 |       5732 |       5669 |       5850 |       5966 |       5856 |       5745
    miss rate                        |     38.45% |     37.43% |     36.98% |     38.54% |     39.14% |     38.28% |     37.86%
    mpki                             |      48.30 |      47.17 |      46.59 |      48.43 |      49.25 |      48.22 |      47.57
  Cache L1-D                         |            |            |            |            |            |            |           
    num cache accesses               |      39922 |      40202 |      40225 |      39887 |      40021 |      40162 |      39866
    num cache misses                 |       4825 |       4899 |       4790 |       4899 |       4915 |       4895 |       4820
    miss rate                        |     12.09% |     12.19% |     11.91% |     12.28% |     12.28% |     12.19% |     12.09%
    mpki                             |      39.91 |      40.32 |      39.37 |      40.55 |      40.57 |      40.30 |      39.91
  Cache L2                           |            |            |            |            |            |            |           
    num cache accesses               |      10696 |      10665 |      10492 |      10782 |      10914 |      10784 |      10596
    num cache misses                 |       4096 |       4123 |       4163 |       4097 |       4147 |       4194 |       4053
    miss rate                        |     38.29% |     38.66% |     39.68% |     38.00% |     38.00% |     38.89% |     38.25%
    mpki                             |      33.88 |      33.93 |      34.22 |      33.92 |      34.23 |      34.53 |      33.56
  Cache L3                           |            |            |            |            |            |            |           
    num cache accesses               |       4131 |       4157 |       4197 |       4132 |       4182 |       4229 |       4087
    num cache misses                 |       2424 |       2464 |       2475 |       2421 |       2429 |       2454 |       2418
    miss rate                        |     58.68% |     59.27% |     58.97% |     58.59% |     58.08% |     58.03% |     59.16%
    mpki                             |      20.05 |      20.28 |      20.34 |      20.04 |      20.05 |      20.21 |      20.02
DRAM summary                         |            |            |            |            |            |            |           
  num dram accesses                  |      17085 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      77.59 |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      24.16 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     45.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |           
  num loads from dram                |       1143 |       1148 |       1146 |       1145 |       1144 |       1141 |       1139
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0
