                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13   
  Instructions                       |   60082033 |   60121712 |   60108118 |   60121288 |   60105571 |   60083599 |   60079140 |   60079027 |   60081386 |   60078916 |   60082898 |   60078048 |   60081250 |   60078088
  Cycles                             |  280997346 |  280997346 |  280997346 |  280997346 |  280997346 |  280997346 |  280997346 |  280997346 |  280997346 |  280997346 |  280997346 |  280997346 |  280997346 |  280997346
  IPC                                |       0.21 |       0.21 |       0.21 |       0.21 |       0.21 |       0.21 |       0.21 |       0.21 |       0.21 |       0.21 |       0.21 |       0.21 |       0.21 |       0.21
  Time (ns)                          |  105638100 |  105638100 |  105638100 |  105638100 |  105638100 |  105638100 |  105638100 |  105638100 |  105638100 |  105638100 |  105638100 |  105638100 |  105638100 |  105638100
  Idle time (ns)                     |        -39 |        -87 |        -69 |        -39 |        -87 |        -69 |         23 |         10 |         95 |         49 |         57 |        -42 |         95 |        -73
  Idle time (%)                      |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |      -0.0% |       0.0% |      -0.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |   10015471 |   10022009 |   10019818 |   10021970 |   10019393 |   10015732 |   10014988 |   10014969 |   10015363 |   10014951 |   10015615 |   10014807 |   10015341 |   10014813
  num incorrect                      |       1441 |       1517 |       1441 |       1479 |       1441 |       1441 |       1441 |       1441 |       1441 |       1441 |       1441 |       1441 |       1441 |       1441
  misprediction rate                 |      0.01% |      0.02% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01%
  mpki                               |       0.02 |       0.03 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      15164 |      15333 |      15164 |      15265 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164
    num misses                       |         48 |         52 |         48 |         50 |         48 |         48 |         48 |         48 |         48 |         48 |         48 |         48 |         48 |         48
    miss rate                        |      0.32% |      0.34% |      0.32% |      0.33% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      39846 |      40252 |      39846 |      40096 |      39846 |      39846 |      39846 |      39846 |      39846 |      39846 |      39846 |      39846 |      39846 |      39846
    num misses                       |         75 |         76 |         75 |         76 |         75 |         75 |         75 |         75 |         75 |         75 |         75 |         75 |         75 |         75
    miss rate                        |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |        123 |        128 |        123 |        126 |        123 |        123 |        123 |        123 |        123 |        123 |        123 |        123 |        123 |        123
    num misses                       |        118 |        123 |        118 |        121 |        118 |        118 |        118 |        118 |        118 |        118 |        118 |        118 |        118 |        118
    miss rate                        |     95.93% |     96.09% |     95.93% |     96.03% |     95.93% |     95.93% |     95.93% |     95.93% |     95.93% |     95.93% |     95.93% |     95.93% |     95.93% |     95.93%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      15164 |      15333 |      15164 |      15265 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164
    num cache misses                 |       6749 |       5584 |       5863 |       5581 |       5806 |       6256 |       6858 |       6854 |       6641 |       6844 |       6643 |       6745 |       6894 |       6309
    miss rate                        |     44.51% |     36.42% |     38.66% |     36.56% |     38.29% |     41.26% |     45.23% |     45.20% |     43.79% |     45.13% |     43.81% |     44.48% |     45.46% |     41.61%
    mpki                             |       0.11 |       0.09 |       0.10 |       0.09 |       0.10 |       0.10 |       0.11 |       0.11 |       0.11 |       0.11 |       0.11 |       0.11 |       0.11 |       0.11
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      39846 |      40252 |      39846 |      40096 |      39846 |      39846 |      39846 |      39846 |      39846 |      39846 |      39846 |      39846 |      39846 |      39846
    num cache misses                 |       9279 |       8221 |       8269 |       8106 |       8238 |       8774 |       9305 |       9226 |       9147 |       9262 |       9109 |       8990 |       9262 |       8676
    miss rate                        |     23.29% |     20.42% |     20.75% |     20.22% |     20.67% |     22.02% |     23.35% |     23.15% |     22.96% |     23.24% |     22.86% |     22.56% |     23.24% |     21.77%
    mpki                             |       0.15 |       0.14 |       0.14 |       0.13 |       0.14 |       0.15 |       0.15 |       0.15 |       0.15 |       0.15 |       0.15 |       0.15 |       0.15 |       0.14
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      16065 |      13846 |      14171 |      13728 |      14084 |      15069 |      16199 |      16115 |      15826 |      16143 |      15792 |      15774 |      16193 |      15021
    num cache misses                 |      13769 |      11849 |      12240 |      11658 |      12121 |      13161 |      13848 |      13692 |      13730 |      13748 |      13682 |      13561 |      13619 |      12829
    miss rate                        |     85.71% |     85.58% |     86.37% |     84.92% |     86.06% |     87.34% |     85.49% |     84.96% |     86.76% |     85.16% |     86.64% |     85.97% |     84.10% |     85.41%
    mpki                             |       0.23 |       0.20 |       0.20 |       0.19 |       0.20 |       0.22 |       0.23 |       0.23 |       0.23 |       0.23 |       0.23 |       0.23 |       0.23 |       0.21
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      13808 |      11894 |      12280 |      11701 |      12162 |      13200 |      13885 |      13729 |      13770 |      13787 |      13722 |      13601 |      13657 |      12867
    num cache misses                 |       2685 |       2719 |       2659 |       2691 |       2659 |       2682 |       2687 |       2690 |       2687 |       2685 |       2678 |       2693 |       2680 |       2668
    miss rate                        |     19.45% |     22.86% |     21.65% |     23.00% |     21.86% |     20.32% |     19.35% |     19.59% |     19.51% |     19.47% |     19.52% |     19.80% |     19.62% |     20.74%
    mpki                             |       0.04 |       0.05 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |      38608 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      98.55 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      45.12 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |            |            |           
