                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6    
  Instructions                       |     121686 |     120595 |     120606 |     118804 |     120595 |     120578 |     118675
  Cycles                             |     812630 |     812630 |     812630 |     812630 |     812630 |     812630 |     812630
  IPC                                |       0.15 |       0.15 |       0.15 |       0.15 |       0.15 |       0.15 |       0.15
  Time (ns)                          |     305500 |     305500 |     305500 |     305500 |     305500 |     305500 |     305500
  Idle time (ns)                     |       -386 |        -61 |        594 |        162 |       -386 |        973 |        594
  Idle time (%)                      |      -0.1% |      -0.0% |       0.2% |       0.1% |      -0.1% |       0.3% |       0.2%
Branch predictor stats               |            |            |            |            |            |            |           
  num correct                        |      22023 |      21921 |      21921 |      21576 |      21918 |      21919 |      21552
  num incorrect                      |       1503 |       1424 |       1424 |       1354 |       1421 |       1424 |       1352
  misprediction rate                 |      6.39% |      6.10% |      6.10% |      5.90% |      6.09% |      6.10% |      5.90%
  mpki                               |      12.35 |      11.81 |      11.81 |      11.40 |      11.78 |      11.81 |      11.39
TLB Summary                          |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |           
    num accesses                     |      15330 |      15146 |      15148 |      14995 |      15135 |      15143 |      14986
    num misses                       |         52 |         47 |         47 |         45 |         47 |         47 |         45
    miss rate                        |      0.34% |      0.31% |      0.31% |      0.30% |      0.31% |      0.31% |      0.30%
    mpki                             |       0.43 |       0.39 |       0.39 |       0.38 |       0.39 |       0.39 |       0.38
  D-TLB                              |            |            |            |            |            |            |           
    num accesses                     |      40235 |      39785 |      39781 |      39496 |      39727 |      39774 |      39455
    num misses                       |        118 |        117 |        117 |        116 |        116 |        117 |        115
    miss rate                        |      0.29% |      0.29% |      0.29% |      0.29% |      0.29% |      0.29% |      0.29%
    mpki                             |       0.97 |       0.97 |       0.97 |       0.98 |       0.96 |       0.97 |       0.97
  L2 TLB                             |            |            |            |            |            |            |           
    num accesses                     |        170 |        164 |        164 |        161 |        163 |        164 |        160
    num misses                       |        121 |        115 |        115 |        114 |        115 |        115 |        113
    miss rate                        |     71.18% |     70.12% |     70.12% |     70.81% |     70.55% |     70.12% |     70.62%
    mpki                             |       0.99 |       0.95 |       0.95 |       0.96 |       0.95 |       0.95 |       0.95
Cache Summary                        |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |           
    num cache accesses               |      15330 |      15146 |      15148 |      14995 |      15135 |      15143 |      14986
    num cache misses                 |       4461 |       5279 |       5340 |       4655 |       5227 |       5258 |       4577
    miss rate                        |     29.10% |     34.85% |     35.25% |     31.04% |     34.54% |     34.72% |     30.54%
    mpki                             |      36.66 |      43.77 |      44.28 |      39.18 |      43.34 |      43.61 |      38.57
  Cache L1-D                         |            |            |            |            |            |            |           
    num cache accesses               |      40235 |      39785 |      39781 |      39496 |      39727 |      39774 |      39455
    num cache misses                 |       4545 |       5028 |       5060 |       4685 |       4988 |       4949 |       4592
    miss rate                        |     11.30% |     12.64% |     12.72% |     11.86% |     12.56% |     12.44% |     11.64%
    mpki                             |      37.35 |      41.69 |      41.95 |      39.43 |      41.36 |      41.04 |      38.69
  Cache L2                           |            |            |            |            |            |            |           
    num cache accesses               |       9041 |      10338 |      10431 |       9369 |      10246 |      10239 |       9198
    num cache misses                 |       3937 |       4054 |       4059 |       3878 |       4041 |       4045 |       3861
    miss rate                        |     43.55% |     39.21% |     38.91% |     41.39% |     39.44% |     39.51% |     41.98%
    mpki                             |      32.35 |      33.62 |      33.66 |      32.64 |      33.51 |      33.55 |      32.53
  Cache L3                           |            |            |            |            |            |            |           
    num cache accesses               |       3973 |       4088 |       4093 |       3910 |       4074 |       4079 |       3892
    num cache misses                 |       2475 |       2400 |       2401 |       2355 |       2391 |       2397 |       2342
    miss rate                        |     62.30% |     58.71% |     58.66% |     60.23% |     58.69% |     58.76% |     60.17%
    mpki                             |      20.34 |      19.90 |      19.91 |      19.82 |      19.83 |      19.88 |      19.73
DRAM summary                         |            |            |            |            |            |            |           
  num dram accesses                  |      16761 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      75.82 |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      22.39 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     46.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |           
  num loads from dram                |       1145 |       1137 |       1141 |       1135 |       1141 |       1144 |       1137
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0
