                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10   
  Instructions                       |   60121684 |   60121600 |   60121444 |   60121421 |   60121380 |   60121396 |   60121331 |   60121245 |   60121214 |   60121189 |   60121600
  Cycles                             |  220398290 |  220398290 |  220398290 |  220398290 |  220398290 |  220398290 |  220398290 |  220398290 |  220398290 |  220398290 |  220398290
  IPC                                |       0.27 |       0.27 |       0.27 |       0.27 |       0.27 |       0.27 |       0.27 |       0.27 |       0.27 |       0.27 |       0.27
  Time (ns)                          |   82856500 |   82856500 |   82856500 |   82856500 |   82856500 |   82856500 |   82856500 |   82856500 |   82856500 |   82856500 |   82856500
  Idle time (ns)                     |       -103 |       -103 |         43 |         30 |         43 |        -28 |         29 |         -1 |         -1 |        -58 |         54
  Idle time (%)                      |      -0.0% |      -0.0% |       0.0% |       0.0% |       0.0% |      -0.0% |       0.0% |      -0.0% |      -0.0% |      -0.0% |       0.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |   10022011 |   10022006 |   10021989 |   10021988 |   10021985 |   10021986 |   10021979 |   10021969 |   10021966 |   10021962 |   10022010
  num incorrect                      |       1515 |       1510 |       1495 |       1494 |       1490 |       1492 |       1483 |       1475 |       1472 |       1470 |       1515
  misprediction rate                 |      0.02% |      0.02% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.02%
  mpki                               |       0.03 |       0.03 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.03
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      15333 |      15324 |      15296 |      15293 |      15286 |      15289 |      15277 |      15257 |      15251 |      15249 |      15330
    num misses                       |         52 |         51 |         51 |         51 |         50 |         50 |         50 |         50 |         49 |         49 |         51
    miss rate                        |      0.34% |      0.33% |      0.33% |      0.33% |      0.33% |      0.33% |      0.33% |      0.33% |      0.32% |      0.32% |      0.33%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      40239 |      40200 |      40176 |      40163 |      40141 |      40138 |      40117 |      40071 |      40057 |      40035 |      40254
    num misses                       |         73 |         73 |         73 |         73 |         73 |         73 |         73 |         73 |         72 |         72 |         73
    miss rate                        |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |        125 |        124 |        124 |        124 |        123 |        123 |        123 |        123 |        121 |        121 |        124
    num misses                       |        123 |        122 |        122 |        122 |        121 |        121 |        121 |        121 |        119 |        119 |        122
    miss rate                        |     98.40% |     98.39% |     98.39% |     98.39% |     98.37% |     98.37% |     98.37% |     98.37% |     98.35% |     98.35% |     98.39%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      15333 |      15324 |      15296 |      15293 |      15286 |      15289 |      15277 |      15257 |      15251 |      15249 |      15330
    num cache misses                 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      40239 |      40200 |      40176 |      40163 |      40141 |      40138 |      40117 |      40071 |      40057 |      40035 |      40254
    num cache misses                 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |           
