                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12   
  Instructions                       |   50121716 |   50116768 |   50102253 |   50111673 |   50095667 |   50102953 |   50101008 |   50097697 |   50099943 |   50097300 |   50101428 |   50106772 |   50097953
  Cycles                             |  959179774 |  959179774 |  959179774 |  959179774 |  959179774 |  959179774 |  959179774 |  959179774 |  959179774 |  959179774 |  959179774 |  959179774 |  959179774
  IPC                                |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05
  Time (ns)                          |  360593900 |  360593900 |  360593900 |  360593900 |  360593900 |  360593900 |  360593900 |  360593900 |  360593900 |  360593900 |  360593900 |  360593900 |  360593900
  Idle time (ns)                     |        -24 |        133 |         47 |        297 |        258 |         84 |        -24 |        297 |         47 |         24 |        206 |        258 |        241
  Idle time (%)                      |      -0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |      -0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |   10022009 |   10021116 |   10018213 |   10020097 |   10016895 |   10018353 |   10017964 |   10017302 |   10017751 |   10017222 |   10018048 |   10019116 |   10017353
  num incorrect                      |       1517 |       1441 |       1441 |       1441 |       1441 |       1441 |       1441 |       1441 |       1441 |       1441 |       1441 |       1441 |       1441
  misprediction rate                 |      0.02% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01%
  mpki                               |       0.03 |       0.03 |       0.03 |       0.03 |       0.03 |       0.03 |       0.03 |       0.03 |       0.03 |       0.03 |       0.03 |       0.03 |       0.03
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |           
