                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13   
    num cache accesses               |    2855015 |    2854664 |    2855814 |    2859271 |    2860354 |    2861417 |    2851975 |    2854022 |    2854545 |    2855456 |    2859468 |    2854848 |    2876325 |    2868493
    num cache misses                 |    1731105 |    1724167 |    1711504 |    1713043 |    1694323 |    1692084 |    1706399 |    1705875 |    1694316 |    1691963 |    1695873 |    1692633 |    1664664 |    1675308
    miss rate                        |     60.63% |     60.40% |     59.93% |     59.91% |     59.23% |     59.13% |     59.83% |     59.77% |     59.36% |     59.25% |     59.31% |     59.29% |     57.87% |     58.40%
    mpki                             |      60.77 |      60.54 |      60.06 |      60.02 |      59.34 |      59.23 |      59.99 |      59.91 |      59.49 |      59.39 |      59.42 |      59.43 |      57.88 |      58.46
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   15635159 |   15632790 |   15640523 |   15663764 |   15671086 |   15678241 |   15614703 |   15628475 |   15631985 |   15638132 |   15665128 |   15634029 |   15778151 |   15725859
    num cache misses                 |    3307080 |    3302296 |    3308825 |    3322322 |    3309795 |    3305922 |    3317028 |    3324736 |    3317028 |    3316599 |    3313397 |    3317485 |    3310312 |    3309765
    miss rate                        |     21.15% |     21.12% |     21.16% |     21.21% |     21.12% |     21.09% |     21.24% |     21.27% |     21.22% |     21.21% |     21.15% |     21.22% |     20.98% |     21.05%
    mpki                             |     116.10 |     115.95 |     116.12 |     116.41 |     115.91 |     115.72 |     116.61 |     116.77 |     116.47 |     116.41 |     116.09 |     116.47 |     115.10 |     115.49
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    5038986 |    5027266 |    5021133 |    5036171 |    5004944 |    4998817 |    5024224 |    5031414 |    5012169 |    5009393 |    5010101 |    5010926 |    4975794 |    4985885
    num cache misses                 |    4539141 |    4534007 |    4542943 |    4558694 |    4530841 |    4528520 |    4557024 |    4570059 |    4557188 |    4546797 |    4532855 |    4557335 |    4498371 |    4506760
    miss rate                        |     90.08% |     90.19% |     90.48% |     90.52% |     90.53% |     90.59% |     90.70% |     90.83% |     90.92% |     90.77% |     90.47% |     90.95% |     90.41% |     90.39%
    mpki                             |     159.35 |     159.20 |     159.43 |     159.73 |     158.68 |     158.52 |     160.20 |     160.51 |     160.02 |     159.59 |     158.81 |     160.00 |     156.41 |     157.25
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    4539943 |    4534811 |    4543747 |    4559500 |    4531667 |    4529331 |    4557821 |    4570862 |    4558013 |    4547629 |    4533687 |    4558144 |    4499192 |    4507573
    num cache misses                 |      35559 |      35554 |      35579 |      35585 |      35560 |      35521 |      35531 |      35558 |      35586 |      35555 |      35523 |      35550 |      35936 |      35514
    miss rate                        |      0.78% |      0.78% |      0.78% |      0.78% |      0.78% |      0.78% |      0.78% |      0.78% |      0.78% |      0.78% |      0.78% |      0.78% |      0.80% |      0.79%
    mpki                             |       1.25 |       1.25 |       1.25 |       1.25 |       1.25 |       1.24 |       1.25 |       1.25 |       1.25 |       1.25 |       1.24 |       1.25 |       1.25 |       1.24
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |     633754 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      57.24 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |       3.81 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      5.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |      34020 |      34068 |      34097 |      34092 |      34083 |      34040 |      34077 |      34096 |      34110 |      34062 |      34046 |      34053 |      34179 |      34013
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
