                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9    
    num cache accesses               |      15165 |      15334 |      15165 |      15165 |      15165 |      15165 |      15165 |      15165 |      15165 |      15165
    num cache misses                 |       5896 |       5469 |       5889 |       5723 |       5942 |       5705 |       5822 |       5921 |       5690 |       5480
    miss rate                        |     38.88% |     35.67% |     38.83% |     37.74% |     39.18% |     37.62% |     38.39% |     39.04% |     37.52% |     36.14%
    mpki                             |       0.15 |       0.14 |       0.15 |       0.14 |       0.15 |       0.14 |       0.15 |       0.15 |       0.14 |       0.14
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      39839 |      40227 |      39839 |      39839 |      39839 |      39839 |      39839 |      39839 |      39839 |      39839
    num cache misses                 |       6878 |       6538 |       6829 |       6789 |       6905 |       6750 |       6798 |       6898 |       6719 |       6598
    miss rate                        |     17.26% |     16.25% |     17.14% |     17.04% |     17.33% |     16.94% |     17.06% |     17.31% |     16.87% |     16.56%
    mpki                             |       0.17 |       0.16 |       0.17 |       0.17 |       0.17 |       0.17 |       0.17 |       0.17 |       0.17 |       0.16
  Cache L2                           |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      12806 |      12041 |      12750 |      12545 |      12878 |      12488 |      12652 |      12852 |      12442 |      12111
    num cache misses                 |       9239 |       8921 |       9246 |       9221 |       9391 |       8884 |       9230 |       9234 |       9031 |       9069
    miss rate                        |     72.15% |     74.09% |     72.52% |     73.50% |     72.92% |     71.14% |     72.95% |     71.85% |     72.58% |     74.88%
    mpki                             |       0.23 |       0.22 |       0.23 |       0.23 |       0.23 |       0.22 |       0.23 |       0.23 |       0.23 |       0.23
  Cache L3                           |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |       9272 |       8955 |       9279 |       9254 |       9422 |       8917 |       9262 |       9267 |       9065 |       9102
    num cache misses                 |       2535 |       2598 |       2545 |       2547 |       2540 |       2539 |       2541 |       2548 |       2549 |       2554
    miss rate                        |     27.34% |     29.01% |     27.43% |     27.52% |     26.96% |     28.47% |     27.43% |     27.50% |     28.12% |     28.06%
    mpki                             |       0.06 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06
DRAM summary                         |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |      25777 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      87.96 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      34.53 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |       1260 |       1251 |       1267 |       1266 |       1266 |       1266 |       1262 |       1273 |       1269 |       1280
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
