                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
  Instructions                       |   70109393 |   70115339 |   70120207 |   70114796 |   70113284 |   70117698 |   70110814 |   70113193 |   70117997 |   70115336 |   70121732 |   70111672 |   70113946 |   70113501 |   70112715 |   70113361
  Cycles                             |  640501400 |  640501400 |  640501400 |  640501400 |  640501400 |  640501400 |  640501400 |  640501400 |  640501400 |  640501400 |  640501400 |  640501400 |  640501400 |  640501400 |  640501400 |  640501400
  IPC                                |       0.11 |       0.11 |       0.11 |       0.11 |       0.11 |       0.11 |       0.11 |       0.11 |       0.11 |       0.11 |       0.11 |       0.11 |       0.11 |       0.11 |       0.11 |       0.11
  Time (ns)                          |  240790000 |  240790000 |  240790000 |  240790000 |  240790000 |  240790000 |  240790000 |  240790000 |  240790000 |  240790000 |  240790000 |  240790000 |  240790000 |  240790000 |  240790000 |  240790000
  Idle time (ns)                     |          0 |         -6 |        186 |         77 |        131 |        130 |        130 |        -43 |        -12 |        195 |        -43 |        207 |         49 |         67 |         49 |        115
  Idle time (%)                      |       0.0% |      -0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |      -0.0% |      -0.0% |       0.0% |      -0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |   10020280 |   10021129 |   10021825 |   10021052 |   10020836 |   10021466 |   10020483 |   10020823 |   10021509 |   10021129 |   10022008 |   10020605 |   10020930 |   10020867 |   10020754 |   10020847
  num incorrect                      |       1443 |       1443 |       1443 |       1443 |       1443 |       1443 |       1443 |       1443 |       1443 |       1443 |       1519 |       1443 |       1443 |       1443 |       1443 |       1443
  misprediction rate                 |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.02% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01%
  mpki                               |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      15171 |      15171 |      15171 |      15171 |      15171 |      15171 |      15171 |      15171 |      15171 |      15171 |      15340 |      15171 |      15171 |      15171 |      15171 |      15171
    num misses                       |         48 |         48 |         48 |         48 |         48 |         48 |         48 |         48 |         48 |         48 |         52 |         48 |         48 |         48 |         48 |         48
    miss rate                        |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.34% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
