                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13   
    mpki                             |       0.59 |       0.52 |       0.59 |       0.52 |       0.57 |       0.59 |       0.52 |       0.59 |       0.59 |       0.59 |       0.54 |       0.57 |       0.59 |       0.52
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |        117 |        120 |        119 |        124 |        119 |        116 |        122 |        119 |        119 |        119 |        119 |        119 |        116 |        123
    num misses                       |        115 |        118 |        117 |        122 |        117 |        114 |        120 |        117 |        117 |        117 |        117 |        117 |        114 |        121
    miss rate                        |     98.29% |     98.33% |     98.32% |     98.39% |     98.32% |     98.28% |     98.36% |     98.32% |     98.32% |     98.32% |     98.32% |     98.32% |     98.28% |     98.37%
    mpki                             |       0.95 |       0.86 |       0.97 |       0.88 |       0.93 |       0.95 |       0.87 |       0.97 |       0.97 |       0.97 |       0.89 |       0.93 |       0.95 |       0.87
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      15130 |      15313 |      15162 |      15458 |      15162 |      15119 |      15398 |      15157 |      15162 |      15157 |      15198 |      15162 |      15119 |      15442
    num cache misses                 |       6716 |       5885 |       6711 |       5780 |       6901 |       6784 |       5572 |       6810 |       7003 |       6519 |       6580 |       6610 |       6704 |       5915
    miss rate                        |     44.39% |     38.43% |     44.26% |     37.39% |     45.52% |     44.87% |     36.19% |     44.93% |     46.19% |     43.01% |     43.30% |     43.60% |     44.34% |     38.30%
    mpki                             |      55.74 |      42.75 |      55.60 |      41.76 |      54.96 |      56.33 |      40.35 |      56.44 |      58.02 |      54.03 |      50.05 |      52.81 |      55.67 |      42.77
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      39723 |      39923 |      39846 |      40225 |      39846 |      39706 |      40114 |      39804 |      39846 |      39819 |      39846 |      39846 |      39711 |      40213
    num cache misses                 |       9770 |       8944 |       9902 |       9014 |       9856 |       9876 |       8720 |       9738 |       9878 |       9639 |       9709 |       9685 |       9817 |       9046
    miss rate                        |     24.60% |     22.40% |     24.85% |     22.41% |     24.74% |     24.87% |     21.74% |     24.46% |     24.79% |     24.21% |     24.37% |     24.31% |     24.72% |     22.50%
    mpki                             |      81.09 |      64.98 |      82.04 |      65.12 |      78.50 |      82.01 |      63.15 |      80.71 |      81.84 |      79.89 |      73.85 |      77.38 |      81.52 |      65.41
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      16517 |      14863 |      16645 |      14829 |      16790 |      16691 |      14325 |      16580 |      16913 |      16189 |      16321 |      16328 |      16552 |      14995
    num cache misses                 |      13229 |      12167 |      13421 |      12057 |      13593 |      13275 |      11661 |      13406 |      13336 |      13002 |      13285 |      13160 |      13271 |      12224
    miss rate                        |     80.09% |     81.86% |     80.63% |     81.31% |     80.96% |     79.53% |     81.40% |     80.86% |     78.85% |     80.31% |     81.40% |     80.60% |     80.18% |     81.52%
    mpki                             |     109.80 |      88.39 |     111.19 |      87.10 |     108.26 |     110.23 |      84.44 |     111.11 |     110.49 |     107.76 |     101.04 |     105.15 |     110.20 |      88.39
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      13262 |      12204 |      13455 |      12094 |      13628 |      13308 |      11697 |      13440 |      13369 |      13035 |      13319 |      13196 |      13304 |      12261
    num cache misses                 |       2572 |       2611 |       2598 |       2654 |       2601 |       2569 |       2632 |       2593 |       2610 |       2600 |       2602 |       2593 |       2567 |       2654
    miss rate                        |     19.39% |     21.39% |     19.31% |     21.94% |     19.09% |     19.30% |     22.50% |     19.29% |     19.52% |     19.95% |     19.54% |     19.65% |     19.29% |     21.65%
    mpki                             |      21.35 |      18.97 |      21.52 |      19.17 |      20.72 |      21.33 |      19.06 |      21.49 |      21.62 |      21.55 |      19.79 |      20.72 |      21.32 |      19.19
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |      36857 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      97.89 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      44.46 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     71.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |       1321 |       1312 |       1330 |       1308 |       1332 |       1332 |       1306 |       1325 |       1344 |       1344 |       1324 |       1319 |       1318 |       1317
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
