                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13   
  Instructions                       |     120484 |     137651 |     120699 |     138421 |     125561 |     120427 |     138090 |     120659 |     120699 |     120658 |     131477 |     125158 |     120427 |     138296
  Cycles                             |    1149918 |    1149918 |    1149918 |    1149918 |    1149918 |    1149918 |    1149918 |    1149918 |    1149918 |    1149918 |    1149918 |    1149918 |    1149918 |    1149918
  IPC                                |       0.10 |       0.12 |       0.10 |       0.12 |       0.11 |       0.10 |       0.12 |       0.10 |       0.10 |       0.10 |       0.11 |       0.11 |       0.10 |       0.12
  Time (ns)                          |     432300 |     432300 |     432300 |     432300 |     432300 |     432300 |     432300 |     432300 |     432300 |     432300 |     432300 |     432300 |     432300 |     432300
  Idle time (ns)                     |         68 |         15 |         54 |        -32 |        -32 |        944 |        607 |       1086 |        665 |        178 |         -2 |        121 |        498 |        915
  Idle time (%)                      |       0.0% |       0.0% |       0.0% |      -0.0% |      -0.0% |       0.2% |       0.1% |       0.3% |       0.2% |       0.0% |      -0.0% |       0.0% |       0.1% |       0.2%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |      21907 |      30246 |      21918 |      30327 |      24339 |      21904 |      30293 |      21917 |      21918 |      21917 |      27269 |      24140 |      21904 |      30318
  num incorrect                      |       1425 |       1455 |       1436 |       1519 |       1438 |       1422 |       1486 |       1434 |       1436 |       1434 |       1443 |       1438 |       1422 |       1509
  misprediction rate                 |      6.11% |      4.59% |      6.15% |      4.77% |      5.58% |      6.10% |      4.68% |      6.14% |      6.15% |      6.14% |      5.03% |      5.62% |      6.10% |      4.74%
  mpki                               |      11.83 |      10.57 |      11.90 |      10.97 |      11.45 |      11.81 |      10.76 |      11.88 |      11.90 |      11.88 |      10.98 |      11.49 |      11.81 |      10.91
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      15130 |      15313 |      15162 |      15458 |      15162 |      15119 |      15398 |      15157 |      15162 |      15157 |      15198 |      15162 |      15119 |      15442
    num misses                       |         46 |         49 |         48 |         52 |         48 |         45 |         50 |         48 |         48 |         48 |         48 |         48 |         45 |         51
    miss rate                        |      0.30% |      0.32% |      0.32% |      0.34% |      0.32% |      0.30% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.30% |      0.33%
    mpki                             |       0.38 |       0.36 |       0.40 |       0.38 |       0.38 |       0.37 |       0.36 |       0.40 |       0.40 |       0.40 |       0.37 |       0.38 |       0.37 |       0.37
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      39723 |      39923 |      39846 |      40225 |      39846 |      39706 |      40114 |      39804 |      39846 |      39819 |      39846 |      39846 |      39711 |      40213
    num misses                       |         71 |         71 |         71 |         72 |         71 |         71 |         72 |         71 |         71 |         71 |         71 |         71 |         71 |         72
    miss rate                        |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18%
