                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12   
  Instructions                       |     138148 |     137953 |     137728 |     121903 |     138429 |     120702 |     118754 |     130900 |     119179 |     119179 |     120329 |     119704 |     120450
  Cycles                             |    1210300 |    1210300 |    1210300 |    1210300 |    1210300 |    1210300 |    1210300 |    1210300 |    1210300 |    1210300 |    1210300 |    1210300 |    1210300
  IPC                                |       0.11 |       0.11 |       0.11 |       0.10 |       0.11 |       0.10 |       0.10 |       0.11 |       0.10 |       0.10 |       0.10 |       0.10 |       0.10
  Time (ns)                          |     455000 |     455000 |     455000 |     455000 |     455000 |     455000 |     455000 |     455000 |     455000 |     455000 |     455000 |     455000 |     455000
  Idle time (ns)                     |         31 |         -9 |         82 |        -34 |        -34 |        277 |        820 |        -37 |        477 |        784 |         21 |         21 |        721
  Idle time (%)                      |       0.0% |      -0.0% |       0.0% |      -0.0% |      -0.0% |       0.1% |       0.2% |      -0.0% |       0.1% |       0.2% |       0.0% |       0.0% |       0.2%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |      30300 |      30277 |      30249 |      22523 |      30327 |      21919 |      21552 |      26930 |      21641 |      21641 |      21892 |      21752 |      21906
  num incorrect                      |       1495 |       1474 |       1463 |       1438 |       1519 |       1437 |       1362 |       1443 |       1378 |       1378 |       1415 |       1394 |       1423
  misprediction rate                 |      4.70% |      4.64% |      4.61% |      6.00% |      4.77% |      6.15% |      5.94% |      5.09% |      5.99% |      5.99% |      6.07% |      6.02% |      6.10%
  mpki                               |      10.82 |      10.68 |      10.62 |      11.80 |      10.97 |      11.91 |      11.47 |      11.02 |      11.56 |      11.56 |      11.76 |      11.65 |      11.81
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      15410 |      15374 |      15327 |      15162 |      15458 |      15162 |      14995 |      15188 |      15023 |      15023 |      15106 |      15058 |      15123
    num misses                       |         50 |         49 |         49 |         48 |         52 |         48 |         45 |         48 |         45 |         45 |         45 |         45 |         45
    miss rate                        |      0.32% |      0.32% |      0.32% |      0.32% |      0.34% |      0.32% |      0.30% |      0.32% |      0.30% |      0.30% |      0.30% |      0.30% |      0.30%
    mpki                             |       0.36 |       0.36 |       0.36 |       0.39 |       0.38 |       0.40 |       0.38 |       0.37 |       0.38 |       0.38 |       0.37 |       0.38 |       0.37
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      40104 |      40030 |      39955 |      39846 |      40228 |      39846 |      39499 |      39846 |      39564 |      39564 |      39702 |      39640 |      39704
    num misses                       |         72 |         71 |         71 |         71 |         72 |         71 |         70 |         71 |         71 |         71 |         71 |         71 |         71
    miss rate                        |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18%
    mpki                             |       0.52 |       0.51 |       0.52 |       0.58 |       0.52 |       0.59 |       0.59 |       0.54 |       0.60 |       0.60 |       0.59 |       0.59 |       0.59
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |        122 |        120 |        120 |        119 |        124 |        119 |        115 |        119 |        116 |        116 |        116 |        116 |        116
