                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12   
    num misses                       |        120 |        118 |        118 |        117 |        122 |        117 |        113 |        117 |        114 |        114 |        114 |        114 |        114
    miss rate                        |     98.36% |     98.33% |     98.33% |     98.32% |     98.39% |     98.32% |     98.26% |     98.32% |     98.28% |     98.28% |     98.28% |     98.28% |     98.28%
    mpki                             |       0.87 |       0.86 |       0.86 |       0.96 |       0.88 |       0.97 |       0.95 |       0.89 |       0.96 |       0.96 |       0.95 |       0.95 |       0.95
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      15410 |      15374 |      15327 |      15162 |      15458 |      15162 |      14995 |      15188 |      15023 |      15023 |      15106 |      15058 |      15123
    num cache misses                 |       5635 |       5749 |       5427 |       6398 |       5471 |       6608 |       6425 |       6490 |       6732 |       6785 |       6798 |       6730 |       6623
    miss rate                        |     36.57% |     37.39% |     35.41% |     42.20% |     35.39% |     43.58% |     42.85% |     42.73% |     44.81% |     45.16% |     45.00% |     44.69% |     43.79%
    mpki                             |      40.79 |      41.67 |      39.40 |      52.48 |      39.52 |      54.75 |      54.10 |      49.58 |      56.49 |      56.93 |      56.50 |      56.22 |      54.99
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      40104 |      40030 |      39955 |      39846 |      40228 |      39846 |      39499 |      39846 |      39564 |      39564 |      39702 |      39640 |      39704
    num cache misses                 |       8604 |       8699 |       8445 |       9146 |       8454 |       9314 |       9048 |       9150 |       9402 |       9390 |       9405 |       9407 |       9236
    miss rate                        |     21.45% |     21.73% |     21.14% |     22.95% |     21.02% |     23.37% |     22.91% |     22.96% |     23.76% |     23.73% |     23.69% |     23.73% |     23.26%
    mpki                             |      62.28 |      63.06 |      61.32 |      75.03 |      61.07 |      77.17 |      76.19 |      69.90 |      78.89 |      78.79 |      78.16 |      78.59 |      76.68
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      14273 |      14483 |      13907 |      15576 |      13961 |      15954 |      15504 |      15673 |      16164 |      16206 |      16233 |      16167 |      15890
    num cache misses                 |      11360 |      11605 |      11120 |      12470 |      11023 |      12579 |      12159 |      12215 |      12707 |      12672 |      12651 |      12620 |      12668
    miss rate                        |     79.59% |     80.13% |     79.96% |     80.06% |     78.96% |     78.85% |     78.42% |     77.94% |     78.61% |     78.19% |     77.93% |     78.06% |     79.72%
    mpki                             |      82.23 |      84.12 |      80.74 |     102.29 |      79.63 |     104.22 |     102.39 |      93.32 |     106.62 |     106.33 |     105.14 |     105.43 |     105.17
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      11397 |      11641 |      11157 |      12504 |      11061 |      12613 |      12192 |      12250 |      12739 |      12704 |      12683 |      12652 |      12700
    num cache misses                 |       2605 |       2591 |       2585 |       2570 |       2635 |       2555 |       2502 |       2563 |       2528 |       2522 |       2525 |       2522 |       2537
    miss rate                        |     22.86% |     22.26% |     23.17% |     20.55% |     23.82% |     20.26% |     20.52% |     20.92% |     19.84% |     19.85% |     19.91% |     19.93% |     19.98%
    mpki                             |      18.86 |      18.78 |      18.77 |      21.08 |      19.04 |      21.17 |      21.07 |      19.58 |      21.21 |      21.16 |      20.98 |      21.07 |      21.06
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |      33593 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      88.17 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      34.74 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     62.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |       1292 |       1282 |       1292 |       1305 |       1291 |       1289 |       1289 |       1292 |       1301 |       1302 |       1293 |       1297 |       1293
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
