                                     | Core 0     | Core 1     | Core 2     | Core 3    
  Instructions                       |   40121093 |   40121626 |   40120880 |   40114733
  Cycles                             |   53840794 |   53840794 |   53840794 |   53840794
  IPC                                |       0.75 |       0.75 |       0.75 |       0.75
  Time (ns)                          |   20240900 |   20240900 |   20240900 |   20240900
  Idle time (ns)                     |        -88 |       -106 |         38 |       -106
  Idle time (%)                      |      -0.0% |      -0.0% |       0.0% |      -0.0%
Branch predictor stats               |            |            |            |           
  num correct                        |   10021948 |   10022008 |   10021927 |   10020431
  num incorrect                      |       1470 |       1517 |       1453 |       1441
  misprediction rate                 |      0.01% |      0.02% |      0.01% |      0.01%
  mpki                               |       0.04 |       0.04 |       0.04 |       0.04
TLB Summary                          |            |            |            |           
  I-TLB                              |            |            |            |           
    num accesses                     |      15233 |      15334 |      15189 |      15165
    num misses                       |         49 |         52 |         49 |         48
    miss rate                        |      0.32% |      0.34% |      0.32% |      0.32%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |           
    num accesses                     |      39992 |      40202 |      39881 |      39839
    num misses                       |         75 |         76 |         75 |         75
    miss rate                        |      0.19% |      0.19% |      0.19% |      0.19%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00
  L2 TLB                             |            |            |            |           
    num accesses                     |        124 |        128 |        124 |        123
    num misses                       |        117 |        121 |        117 |        116
    miss rate                        |     94.35% |     94.53% |     94.35% |     94.31%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |           
  Cache L1-I                         |            |            |            |           
    num cache accesses               |      15233 |      15334 |      15189 |      15165
    num cache misses                 |       1634 |       1629 |       1606 |       1487
    miss rate                        |     10.73% |     10.62% |     10.57% |      9.81%
    mpki                             |       0.04 |       0.04 |       0.04 |       0.04
  Cache L1-D                         |            |            |            |           
    num cache accesses               |      39992 |      40202 |      39881 |      39839
    num cache misses                 |       2898 |       2907 |       2875 |       2842
    miss rate                        |      7.25% |      7.23% |      7.21% |      7.13%
    mpki                             |       0.07 |       0.07 |       0.07 |       0.07
  Cache L2                           |            |            |            |           
    num cache accesses               |       4571 |       4576 |       4521 |       4367
    num cache misses                 |       2733 |       2796 |       2725 |       2698
    miss rate                        |     59.79% |     61.10% |     60.27% |     61.78%
    mpki                             |       0.07 |       0.07 |       0.07 |       0.07
  Cache L3                           |            |            |            |           
    num cache accesses               |       2773 |       2837 |       2766 |       2738
    num cache misses                 |       2430 |       2477 |       2427 |       2411
    miss rate                        |     87.63% |     87.31% |     87.74% |     88.06%
    mpki                             |       0.06 |       0.06 |       0.06 |       0.06
DRAM summary                         |            |            |            |           
  num dram accesses                  |       9745 |          0 |          0 |          0
  average dram access latency (ns)   |      72.05 |        inf |        inf |        inf
  average dram queueing delay        |      18.62 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |           
  num loads from dram                |       1124 |       1132 |       1126 |       1125
  num loads from dram cache          |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0
