                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10   
  Instructions                       |   40070737 |   40121682 |   40081800 |   40084153 |   40070386 |   40066569 |   40066265 |   40064597 |   40065887 |   40072381 |   40063393
  Cycles                             |  147401506 |  147401506 |  147401506 |  147401506 |  147401506 |  147401506 |  147401506 |  147401506 |  147401506 |  147401506 |  147401506
  IPC                                |       0.27 |       0.27 |       0.27 |       0.27 |       0.27 |       0.27 |       0.27 |       0.27 |       0.27 |       0.27 |       0.27
  Time (ns)                          |   55414100 |   55414100 |   55414100 |   55414100 |   55414100 |   55414100 |   55414100 |   55414100 |   55414100 |   55414100 |   55414100
  Idle time (ns)                     |         55 |        -62 |        -23 |         50 |         61 |         41 |        -62 |         90 |         12 |         12 |         -4
  Idle time (%)                      |       0.0% |      -0.0% |      -0.0% |       0.0% |       0.0% |       0.0% |      -0.0% |       0.0% |       0.0% |       0.0% |      -0.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |   10009427 |   10022008 |   10012191 |   10012780 |   10009338 |   10008384 |   10008308 |   10007892 |   10008213 |   10009837 |   10007590
  num incorrect                      |       1441 |       1517 |       1441 |       1441 |       1441 |       1441 |       1441 |       1441 |       1441 |       1441 |       1441
  misprediction rate                 |      0.01% |      0.02% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01%
  mpki                               |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      15165 |      15334 |      15165 |      15165 |      15165 |      15165 |      15165 |      15165 |      15165 |      15165 |      15165
    num misses                       |         48 |         52 |         48 |         48 |         48 |         48 |         48 |         48 |         48 |         48 |         48
    miss rate                        |      0.32% |      0.34% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      39839 |      40232 |      39839 |      39839 |      39839 |      39839 |      39839 |      39839 |      39839 |      39839 |      39839
    num misses                       |         75 |         76 |         75 |         75 |         75 |         75 |         75 |         75 |         75 |         75 |         75
    miss rate                        |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |        123 |        128 |        123 |        123 |        123 |        123 |        123 |        123 |        123 |        123 |        123
    num misses                       |        116 |        121 |        116 |        116 |        116 |        116 |        116 |        116 |        116 |        116 |        116
    miss rate                        |     94.31% |     94.53% |     94.31% |     94.31% |     94.31% |     94.31% |     94.31% |     94.31% |     94.31% |     94.31% |     94.31%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      15165 |      15334 |      15165 |      15165 |      15165 |      15165 |      15165 |      15165 |      15165 |      15165 |      15165
    num cache misses                 |       6066 |       5306 |       5851 |       5610 |       5930 |       5892 |       5958 |       5706 |       5892 |       5978 |       5479
    miss rate                        |     40.00% |     34.60% |     38.58% |     36.99% |     39.10% |     38.85% |     39.29% |     37.63% |     38.85% |     39.42% |     36.13%
    mpki                             |       0.15 |       0.13 |       0.15 |       0.14 |       0.15 |       0.15 |       0.15 |       0.14 |       0.15 |       0.15 |       0.14
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      39839 |      40232 |      39839 |      39839 |      39839 |      39839 |      39839 |      39839 |      39839 |      39839 |      39839
    num cache misses                 |       7586 |       7041 |       7532 |       7219 |       7603 |       7520 |       7490 |       7445 |       7501 |       7633 |       7219
    miss rate                        |     19.04% |     17.50% |     18.91% |     18.12% |     19.08% |     18.88% |     18.80% |     18.69% |     18.83% |     19.16% |     18.12%
    mpki                             |       0.19 |       0.18 |       0.19 |       0.18 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19 |       0.18
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      13684 |      12381 |      13415 |      12862 |      13564 |      13443 |      13479 |      13183 |      13424 |      13641 |      12730
    num cache misses                 |      10623 |       9755 |      10397 |      10146 |      10608 |      10561 |      10434 |      10447 |      10331 |      10732 |      10232
    miss rate                        |     77.63% |     78.79% |     77.50% |     78.88% |     78.21% |     78.56% |     77.41% |     79.25% |     76.96% |     78.67% |     80.38%
    mpki                             |       0.27 |       0.24 |       0.26 |       0.25 |       0.26 |       0.26 |       0.26 |       0.26 |       0.26 |       0.27 |       0.26
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      10656 |       9790 |      10429 |      10180 |      10640 |      10594 |      10465 |      10479 |      10362 |      10763 |      10264
    num cache misses                 |       2569 |       2635 |       2563 |       2560 |       2559 |       2572 |       2560 |       2572 |       2569 |       2562 |       2566
    miss rate                        |     24.11% |     26.92% |     24.58% |     25.15% |     24.05% |     24.28% |     24.46% |     24.54% |     24.79% |     23.80% |     25.00%
    mpki                             |       0.06 |       0.07 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |      28689 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      91.58 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      38.16 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
