                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8    
    num cache accesses               |       6279 |       6473 |       6374 |       6695 |       6689 |       6741 |       6465 |       6897 |       6676
    num cache misses                 |       2567 |       2476 |       2488 |       2491 |       2498 |       2505 |       2474 |       2510 |       2487
    miss rate                        |     40.88% |     38.25% |     39.03% |     37.21% |     37.34% |     37.16% |     38.27% |     36.39% |     37.25%
    mpki                             |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20
DRAM summary                         |            |            |            |            |            |            |            |            |           
  num dram accesses                  |      22585 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      84.68 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      31.25 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      1.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |           
  num loads from dram                |       1218 |       1199 |       1211 |       1219 |       1219 |       1225 |       1205 |       1229 |       1211
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
