                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7    
  Instructions                       |   40119312 |   40107684 |   40121682 |   40106456 |   40105199 |   40112127 |   40101512 |   40104805
  Cycles                             |  107480758 |  107480758 |  107480758 |  107480758 |  107480758 |  107480758 |  107480758 |  107480758
  IPC                                |       0.37 |       0.37 |       0.37 |       0.37 |       0.37 |       0.37 |       0.37 |       0.37
  Time (ns)                          |   40406300 |   40406300 |   40406300 |   40406300 |   40406300 |   40406300 |   40406300 |   40406300
  Idle time (ns)                     |         29 |         25 |        -12 |          9 |         25 |        -12 |         29 |         21
  Idle time (%)                      |       0.0% |       0.0% |      -0.0% |       0.0% |       0.0% |      -0.0% |       0.0% |       0.0%
Branch predictor stats               |            |            |            |            |            |            |            |           
  num correct                        |   10021570 |   10018665 |   10022008 |   10018355 |   10018041 |   10019773 |   10017120 |   10017943
  num incorrect                      |       1441 |       1441 |       1517 |       1441 |       1441 |       1441 |       1441 |       1441
  misprediction rate                 |      0.01% |      0.01% |      0.02% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01%
  mpki                               |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04
TLB Summary                          |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |      15165 |      15165 |      15334 |      15165 |      15165 |      15165 |      15165 |      15165
    num misses                       |         48 |         48 |         52 |         48 |         48 |         48 |         48 |         48
    miss rate                        |      0.32% |      0.32% |      0.34% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |      39839 |      39839 |      40232 |      39839 |      39839 |      39839 |      39839 |      39839
    num misses                       |         75 |         75 |         76 |         75 |         75 |         75 |         75 |         75
    miss rate                        |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  L2 TLB                             |            |            |            |            |            |            |            |           
    num accesses                     |        123 |        123 |        128 |        123 |        123 |        123 |        123 |        123
    num misses                       |        116 |        116 |        121 |        116 |        116 |        116 |        116 |        116
    miss rate                        |     94.31% |     94.31% |     94.53% |     94.31% |     94.31% |     94.31% |     94.31% |     94.31%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |           
    num cache accesses               |      15165 |      15165 |      15334 |      15165 |      15165 |      15165 |      15165 |      15165
    num cache misses                 |       5584 |       5840 |       5082 |       5604 |       5885 |       5715 |       5062 |       5920
    miss rate                        |     36.82% |     38.51% |     33.14% |     36.95% |     38.81% |     37.69% |     33.38% |     39.04%
    mpki                             |       0.14 |       0.15 |       0.13 |       0.14 |       0.15 |       0.14 |       0.13 |       0.15
  Cache L1-D                         |            |            |            |            |            |            |            |           
    num cache accesses               |      39839 |      39839 |      40232 |      39839 |      39839 |      39839 |      39839 |      39839
    num cache misses                 |       5218 |       5299 |       4990 |       5216 |       5274 |       5231 |       4967 |       5345
    miss rate                        |     13.10% |     13.30% |     12.40% |     13.09% |     13.24% |     13.13% |     12.47% |     13.42%
    mpki                             |       0.13 |       0.13 |       0.12 |       0.13 |       0.13 |       0.13 |       0.12 |       0.13
  Cache L2                           |            |            |            |            |            |            |            |           
    num cache accesses               |      10831 |      11168 |      10104 |      10851 |      11190 |      10975 |      10059 |      11294
    num cache misses                 |       4020 |       4064 |       4042 |       4046 |       4045 |       4034 |       3965 |       4075
    miss rate                        |     37.12% |     36.39% |     40.00% |     37.29% |     36.15% |     36.76% |     39.42% |     36.08%
    mpki                             |       0.10 |       0.10 |       0.10 |       0.10 |       0.10 |       0.10 |       0.10 |       0.10
  Cache L3                           |            |            |            |            |            |            |            |           
    num cache accesses               |       4054 |       4098 |       4078 |       4079 |       4079 |       4068 |       3999 |       4109
    num cache misses                 |       2415 |       2414 |       2481 |       2414 |       2414 |       2414 |       2414 |       2414
    miss rate                        |     59.57% |     58.91% |     60.84% |     59.18% |     59.18% |     59.34% |     60.37% |     58.75%
    mpki                             |       0.06 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06
DRAM summary                         |            |            |            |            |            |            |            |           
  num dram accesses                  |      19394 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      77.51 |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      24.08 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |           
  num loads from dram                |       1136 |       1136 |       1143 |       1141 |       1141 |       1142 |       1146 |       1140
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
