                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13   
  Instructions                       |     118386 |     136366 |     117460 |     117340 |     118703 |     117530 |     118965 |     138437 |     129663 |     118340 |     131346 |     117981 |     117366 |     119078
  Cycles                             |    1277066 |    1277066 |    1277066 |    1277066 |    1277066 |    1277066 |    1277066 |    1277066 |    1277066 |    1277066 |    1277066 |    1277066 |    1277066 |    1277066
  IPC                                |       0.09 |       0.11 |       0.09 |       0.09 |       0.09 |       0.09 |       0.09 |       0.11 |       0.10 |       0.09 |       0.10 |       0.09 |       0.09 |       0.09
  Time (ns)                          |     480100 |     480100 |     480100 |     480100 |     480100 |     480100 |     480100 |     480100 |     480100 |     480100 |     480100 |     480100 |     480100 |     480100
  Idle time (ns)                     |         17 |        -61 |        758 |        416 |        667 |        197 |         -6 |        -70 |        -70 |         10 |         -6 |        112 |        626 |        -10
  Idle time (%)                      |       0.0% |      -0.0% |       0.2% |       0.1% |       0.1% |       0.0% |      -0.0% |      -0.0% |      -0.0% |       0.0% |      -0.0% |       0.0% |       0.1% |      -0.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |      21514 |      29695 |      21408 |      21399 |      21544 |      21414 |      21611 |      30327 |      26367 |      21505 |      27203 |      21464 |      21400 |      21635
  num incorrect                      |       1354 |       1443 |       1350 |       1343 |       1361 |       1350 |       1367 |       1519 |       1443 |       1354 |       1443 |       1353 |       1344 |       1373
  misprediction rate                 |      5.92% |      4.63% |      5.93% |      5.91% |      5.94% |      5.93% |      5.95% |      4.77% |      5.19% |      5.92% |      5.04% |      5.93% |      5.91% |      5.97%
  mpki                               |      11.44 |      10.58 |      11.49 |      11.45 |      11.47 |      11.49 |      11.49 |      10.97 |      11.13 |      11.44 |      10.99 |      11.47 |      11.45 |      11.53
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      14944 |      15272 |      14866 |      14848 |      14990 |      14873 |      15001 |      15458 |      15170 |      14939 |      15196 |      14911 |      14851 |      15009
    num misses                       |         42 |         48 |         42 |         41 |         45 |         42 |         45 |         52 |         48 |         42 |         48 |         42 |         41 |         45
    miss rate                        |      0.28% |      0.31% |      0.28% |      0.28% |      0.30% |      0.28% |      0.30% |      0.34% |      0.32% |      0.28% |      0.32% |      0.28% |      0.28% |      0.30%
    mpki                             |       0.35 |       0.35 |       0.36 |       0.35 |       0.38 |       0.36 |       0.38 |       0.38 |       0.37 |       0.35 |       0.37 |       0.36 |       0.35 |       0.38
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      39337 |      39846 |      38990 |      38922 |      39460 |      39029 |      39518 |      40234 |      39846 |      39317 |      39846 |      39168 |      38957 |      39526
    num misses                       |         69 |         71 |         67 |         67 |         70 |         69 |         71 |         72 |         71 |         69 |         71 |         69 |         67 |         71
    miss rate                        |      0.18% |      0.18% |      0.17% |      0.17% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.17% |      0.18%
    mpki                             |       0.58 |       0.52 |       0.57 |       0.57 |       0.59 |       0.59 |       0.60 |       0.52 |       0.55 |       0.58 |       0.54 |       0.58 |       0.57 |       0.60
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |        111 |        119 |        109 |        108 |        115 |        111 |        116 |        124 |        119 |        111 |        119 |        111 |        108 |        116
    num misses                       |        110 |        117 |        108 |        107 |        113 |        110 |        114 |        122 |        117 |        110 |        117 |        110 |        107 |        114
    miss rate                        |     99.10% |     98.32% |     99.08% |     99.07% |     98.26% |     99.10% |     98.28% |     98.39% |     98.32% |     99.10% |     98.32% |     99.10% |     99.07% |     98.28%
    mpki                             |       0.93 |       0.86 |       0.92 |       0.91 |       0.95 |       0.94 |       0.96 |       0.88 |       0.90 |       0.93 |       0.89 |       0.93 |       0.91 |       0.96
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      14944 |      15272 |      14866 |      14848 |      14990 |      14873 |      15001 |      15458 |      15170 |      14939 |      15196 |      14911 |      14851 |      15009
    num cache misses                 |       6641 |       5558 |       6587 |       6642 |       6750 |       6485 |       6721 |       5323 |       6218 |       6804 |       5558 |       6607 |       6586 |       6675
    miss rate                        |     44.44% |     36.39% |     44.31% |     44.73% |     45.03% |     43.60% |     44.80% |     34.44% |     40.99% |     45.55% |     36.58% |     44.31% |     44.35% |     44.47%
    mpki                             |      56.10 |      40.76 |      56.08 |      56.60 |      56.86 |      55.18 |      56.50 |      38.45 |      47.96 |      57.50 |      42.32 |      56.00 |      56.12 |      56.06
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      39337 |      39846 |      38990 |      38922 |      39460 |      39029 |      39518 |      40234 |      39846 |      39317 |      39846 |      39168 |      38957 |      39526
    num cache misses                 |       9806 |       8671 |       9659 |       9707 |       9893 |       9544 |       9780 |       8570 |       9196 |       9963 |       8797 |       9843 |       9616 |       9681
    miss rate                        |     24.93% |     21.76% |     24.77% |     24.94% |     25.07% |     24.45% |     24.75% |     21.30% |     23.08% |     25.34% |     22.08% |     25.13% |     24.68% |     24.49%
    mpki                             |      82.83 |      63.59 |      82.23 |      82.73 |      83.34 |      81.20 |      82.21 |      61.91 |      70.92 |      84.19 |      66.98 |      83.43 |      81.93 |      81.30
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      16477 |      14261 |      16276 |      16379 |      16673 |      16059 |      16531 |      13929 |      15446 |      16797 |      14389 |      16480 |      16232 |      16386
    num cache misses                 |      13609 |      11566 |      13442 |      13245 |      13690 |      13292 |      13513 |      11309 |      12397 |      13770 |      11813 |      13648 |      13108 |      13346
    miss rate                        |     82.59% |     81.10% |     82.59% |     80.87% |     82.11% |     82.77% |     81.74% |     81.19% |     80.26% |     81.98% |     82.10% |     82.82% |     80.75% |     81.45%
    mpki                             |     114.95 |      84.82 |     114.44 |     112.88 |     115.33 |     113.09 |     113.59 |      81.69 |      95.61 |     116.36 |      89.94 |     115.68 |     111.68 |     112.08
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      13641 |      11601 |      13474 |      13277 |      13722 |      13324 |      13545 |      11347 |      12431 |      13802 |      11848 |      13680 |      13140 |      13378
    num cache misses                 |       2519 |       2590 |       2524 |       2490 |       2536 |       2513 |       2551 |       2643 |       2594 |       2526 |       2582 |       2522 |       2500 |       2547
    miss rate                        |     18.47% |     22.33% |     18.73% |     18.75% |     18.48% |     18.86% |     18.83% |     23.29% |     20.87% |     18.30% |     21.79% |     18.44% |     19.03% |     19.04%
    mpki                             |      21.28 |      18.99 |      21.49 |      21.22 |      21.36 |      21.38 |      21.44 |      19.09 |      20.01 |      21.35 |      19.66 |      21.38 |      21.30 |      21.39
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |      36036 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      89.81 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      36.38 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     63.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |       1314 |       1306 |       1319 |       1309 |       1312 |       1316 |       1318 |       1296 |       1314 |       1326 |       1299 |       1320 |       1307 |       1321
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
