                                     | Core 0     | Core 1     | Core 2     | Core 3    
  Instructions                       |   28738378 |   28625850 |   28671026 |   28759909
  Cycles                             |   73878840 |   73878840 |   73878840 |   73878840
  IPC                                |       0.39 |       0.39 |       0.39 |       0.39
  Time (ns)                          |   27774000 |   27774000 |   27774000 |   27774000
  Idle time (ns)                     |         41 |         29 |        -38 |        -38
  Idle time (%)                      |       0.0% |       0.0% |      -0.0% |      -0.0%
Branch predictor stats               |            |            |            |           
  num correct                        |    1059246 |    1057054 |    1057933 |    1059719
  num incorrect                      |       7955 |       7955 |       7955 |       8006
  misprediction rate                 |      0.75% |      0.75% |      0.75% |      0.75%
  mpki                               |       0.28 |       0.28 |       0.28 |       0.28
TLB Summary                          |            |            |            |           
  I-TLB                              |            |            |            |           
    num accesses                     |    2874603 |    2865914 |    2869401 |    2876325
    num misses                       |         61 |         61 |         61 |         63
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |           
    num accesses                     |   15766987 |   15708505 |   15731971 |   15778118
    num misses                       |       6285 |       6035 |       6140 |       6344
    miss rate                        |      0.04% |      0.04% |      0.04% |      0.04%
    mpki                             |       0.22 |       0.21 |       0.21 |       0.22
  L2 TLB                             |            |            |            |           
    num accesses                     |       6346 |       6096 |       6201 |       6407
    num misses                       |        320 |        316 |        316 |        333
    miss rate                        |      5.04% |      5.18% |      5.10% |      5.20%
    mpki                             |       0.01 |       0.01 |       0.01 |       0.01
Cache Summary                        |            |            |            |           
  Cache L1-I                         |            |            |            |           
    num cache accesses               |    2874603 |    2865914 |    2869401 |    2876325
    num cache misses                 |     136312 |     137233 |     136708 |     133025
    miss rate                        |      4.74% |      4.79% |      4.76% |      4.62%
    mpki                             |       4.74 |       4.79 |       4.77 |       4.63
  Cache L1-D                         |            |            |            |           
    num cache accesses               |   15766987 |   15708505 |   15731971 |   15778118
    num cache misses                 |      61193 |      60104 |      60544 |      61369
    miss rate                        |      0.39% |      0.38% |      0.38% |      0.39%
    mpki                             |       2.13 |       2.10 |       2.11 |       2.13
  Cache L2                           |            |            |            |           
    num cache accesses               |     197529 |     197361 |     197275 |     194420
    num cache misses                 |      63346 |      62188 |      62689 |      63607
    miss rate                        |     32.07% |     31.51% |     31.78% |     32.72%
    mpki                             |       2.20 |       2.17 |       2.19 |       2.21
  Cache L3                           |            |            |            |           
    num cache accesses               |      63379 |      62219 |      62719 |      63648
    num cache misses                 |      13819 |      13819 |      13819 |      13883
    miss rate                        |     21.80% |     22.21% |     22.03% |     21.81%
    mpki                             |       0.48 |       0.48 |       0.48 |       0.48
DRAM summary                         |            |            |            |           
  num dram accesses                  |      55340 |          0 |          0 |          0
  average dram access latency (ns)   |      56.68 |        inf |        inf |        inf
  average dram queueing delay        |       3.25 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      1.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |           
  num loads from dram                |       4772 |       4787 |       4779 |       4808
  num loads from dram cache          |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0
