                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11   
  Instructions                       |    9978111 |    9976967 |    9977204 |    9977280 |    9976930 |    9974671 |    9974341 |    9976688 |    9977387 |    9977659 |    9977455 |    9979057
  Cycles                             |   48463072 |   48463072 |   48463072 |   48463072 |   48463072 |   48463072 |   48463072 |   48463072 |   48463072 |   48463072 |   48463072 |   48463072
  IPC                                |       0.21 |       0.21 |       0.21 |       0.21 |       0.21 |       0.21 |       0.21 |       0.21 |       0.21 |       0.21 |       0.21 |       0.21
  Time (ns)                          |   18219200 |   18219200 |   18219200 |   18219200 |   18219200 |   18219200 |   18219200 |   18219200 |   18219200 |   18219200 |   18219200 |   18219200
  Idle time (ns)                     |         74 |        112 |         37 |         24 |         -9 |        -27 |         -9 |        -27 |        112 |        -27 |        125 |        -60
  Idle time (%)                      |       0.0% |       0.0% |       0.0% |       0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |       0.0% |      -0.0% |       0.0% |      -0.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |     300966 |     300933 |     300940 |     300942 |     300932 |     300870 |     300861 |     300926 |     300945 |     300952 |     300947 |     301064
  num incorrect                      |       1469 |       1467 |       1467 |       1467 |       1467 |       1467 |       1467 |       1467 |       1467 |       1467 |       1467 |       1544
  misprediction rate                 |      0.49% |      0.49% |      0.49% |      0.49% |      0.49% |      0.49% |      0.49% |      0.49% |      0.49% |      0.49% |      0.49% |      0.51%
  mpki                               |       0.15 |       0.15 |       0.15 |       0.15 |       0.15 |       0.15 |       0.15 |       0.15 |       0.15 |       0.15 |       0.15 |       0.15
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    1097017 |    1096893 |    1096920 |    1096928 |    1096889 |    1096643 |    1096608 |    1096864 |    1096940 |    1096968 |    1096947 |    1097185
    num misses                       |         48 |         48 |         48 |         48 |         48 |         48 |         48 |         48 |         48 |         48 |         48 |         52
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.01
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    4595930 |    4595404 |    4595514 |    4595549 |    4595385 |    4594338 |    4594197 |    4595275 |    4595597 |    4595716 |    4595629 |    4596310
    num misses                       |         92 |         92 |         92 |         92 |         92 |         92 |         92 |         92 |         92 |         92 |         92 |         94
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |        140 |        140 |        140 |        140 |        140 |        140 |        140 |        140 |        140 |        140 |        140 |        146
    num misses                       |        129 |        129 |        129 |        129 |        129 |        129 |        129 |        129 |        129 |        129 |        129 |        134
    miss rate                        |     92.14% |     92.14% |     92.14% |     92.14% |     92.14% |     92.14% |     92.14% |     92.14% |     92.14% |     92.14% |     92.14% |     91.78%
