                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7    
  Instructions                       |   28695136 |   28719466 |   28720819 |   28714113 |   28735517 |   28759959 |   28722857 |   28696108
  Cycles                             |  104024886 |  104024886 |  104024886 |  104024886 |  104024886 |  104024886 |  104024886 |  104024886
  IPC                                |       0.28 |       0.28 |       0.28 |       0.28 |       0.28 |       0.28 |       0.28 |       0.28
  Time (ns)                          |   39107100 |   39107100 |   39107100 |   39107100 |   39107100 |   39107100 |   39107100 |   39107100
  Idle time (ns)                     |        -54 |         63 |         41 |         35 |         29 |        -54 |         10 |         63
  Idle time (%)                      |      -0.0% |       0.0% |       0.0% |       0.0% |       0.0% |      -0.0% |       0.0% |       0.0%
Branch predictor stats               |            |            |            |            |            |            |            |           
  num correct                        |    1058404 |    1058879 |    1058905 |    1058774 |    1059191 |    1059719 |    1058944 |    1058423
  num incorrect                      |       7955 |       7955 |       7955 |       7955 |       7955 |       8006 |       7955 |       7955
  misprediction rate                 |      0.75% |      0.75% |      0.75% |      0.75% |      0.75% |      0.75% |      0.75% |      0.75%
  mpki                               |       0.28 |       0.28 |       0.28 |       0.28 |       0.28 |       0.28 |       0.28 |       0.28
TLB Summary                          |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |    2871264 |    2873144 |    2873248 |    2872730 |    2874382 |    2876325 |    2873405 |    2871340
    num misses                       |         61 |         61 |         61 |         61 |         61 |         63 |         61 |         61
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |   15744496 |   15757161 |   15757865 |   15754377 |   15765501 |   15778141 |   15758922 |   15745021
    num misses                       |       6195 |       6240 |       6243 |       6229 |       6277 |       6344 |       6249 |       6197
    miss rate                        |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04%
    mpki                             |       0.22 |       0.22 |       0.22 |       0.22 |       0.22 |       0.22 |       0.22 |       0.22
  L2 TLB                             |            |            |            |            |            |            |            |           
    num accesses                     |       6256 |       6301 |       6304 |       6290 |       6338 |       6407 |       6310 |       6258
    num misses                       |        317 |        318 |        319 |        318 |        320 |        333 |        319 |        317
    miss rate                        |      5.07% |      5.05% |      5.06% |      5.06% |      5.05% |      5.20% |      5.06% |      5.07%
    mpki                             |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
Cache Summary                        |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |           
    num cache accesses               |    2871264 |    2873144 |    2873248 |    2872730 |    2874382 |    2876325 |    2873405 |    2871340
    num cache misses                 |    1308261 |    1320400 |    1318533 |    1319495 |    1313207 |    1293593 |    1305482 |    1323968
    miss rate                        |     45.56% |     45.96% |     45.89% |     45.93% |     45.69% |     44.97% |     45.43% |     46.11%
    mpki                             |      45.59 |      45.98 |      45.91 |      45.95 |      45.70 |      44.98 |      45.45 |      46.14
  Cache L1-D                         |            |            |            |            |            |            |            |           
    num cache accesses               |   15744496 |   15757161 |   15757865 |   15754377 |   15765501 |   15778141 |   15758922 |   15745021
    num cache misses                 |     172434 |     172635 |     174047 |     171513 |     173741 |     170427 |     172390 |     171278
    miss rate                        |      1.10% |      1.10% |      1.10% |      1.09% |      1.10% |      1.08% |      1.09% |      1.09%
    mpki                             |       6.01 |       6.01 |       6.06 |       5.97 |       6.05 |       5.93 |       6.00 |       5.97
  Cache L2                           |            |            |            |            |            |            |            |           
    num cache accesses               |    1480758 |    1493099 |    1492647 |    1491074 |    1487013 |    1464095 |    1477938 |    1495310
    num cache misses                 |     183821 |     185099 |     186750 |     182475 |     186356 |     180344 |     184414 |     182090
    miss rate                        |     12.41% |     12.40% |     12.51% |     12.24% |     12.53% |     12.32% |     12.48% |     12.18%
    mpki                             |       6.41 |       6.45 |       6.50 |       6.35 |       6.49 |       6.27 |       6.42 |       6.35
  Cache L3                           |            |            |            |            |            |            |            |           
    num cache accesses               |     183887 |     185166 |     186821 |     182543 |     186424 |     180423 |     184485 |     182157
    num cache misses                 |      14626 |      14662 |      14663 |      14662 |      14660 |      14784 |      14693 |      14628
    miss rate                        |      7.95% |      7.92% |      7.85% |      8.03% |      7.86% |      8.19% |      7.96% |      8.03%
    mpki                             |       0.51 |       0.51 |       0.51 |       0.51 |       0.51 |       0.51 |       0.51 |       0.51
DRAM summary                         |            |            |            |            |            |            |            |           
  num dram accesses                  |     124676 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      57.80 |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |       4.37 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      2.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |           
  num loads from dram                |       9493 |       9490 |       9533 |       9537 |       9542 |       9560 |       9567 |       9487
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
