                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13   
  Instructions                       |    9925813 |    9943483 |    9806730 |    9821573 |    9968975 |    9946965 |    9938766 |    9834582 |    9859297 |    9886390 |    9979060 |    9903628 |    9928151 |    9922240
  Cycles                             |   90999132 |   90999132 |   90999132 |   90999132 |   90999132 |   90999132 |   90999132 |   90999132 |   90999132 |   90999132 |   90999132 |   90999132 |   90999132 |   90999132
  IPC                                |       0.11 |       0.11 |       0.11 |       0.11 |       0.11 |       0.11 |       0.11 |       0.11 |       0.11 |       0.11 |       0.11 |       0.11 |       0.11 |       0.11
  Time (ns)                          |   34210200 |   34210200 |   34210200 |   34210200 |   34210200 |   34210200 |   34210200 |   34210200 |   34210200 |   34210200 |   34210200 |   34210200 |   34210200 |   34210200
  Idle time (ns)                     |        214 |        -86 |         89 |        242 |         30 |        144 |         84 |        214 |        -17 |         67 |        -86 |        -86 |        195 |         89
  Idle time (%)                      |       0.0% |      -0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |      -0.0% |       0.0% |      -0.0% |      -0.0% |       0.0% |       0.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |     299517 |     300006 |     296216 |     296626 |     300713 |     300101 |     299875 |     296988 |     297674 |     298424 |     301064 |     298901 |     299582 |     299417
  num incorrect                      |       1467 |       1467 |       1467 |       1467 |       1467 |       1467 |       1467 |       1467 |       1467 |       1467 |       1544 |       1467 |       1467 |       1467
  misprediction rate                 |      0.49% |      0.49% |      0.49% |      0.49% |      0.49% |      0.49% |      0.49% |      0.49% |      0.49% |      0.49% |      0.51% |      0.49% |      0.49% |      0.49%
  mpki                               |       0.15 |       0.15 |       0.15 |       0.15 |       0.15 |       0.15 |       0.15 |       0.15 |       0.15 |       0.15 |       0.15 |       0.15 |       0.15 |       0.15
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    1091312 |    1093240 |    1078313 |    1079931 |    1096023 |    1093617 |    1092724 |    1081352 |    1084051 |    1087008 |    1097185 |    1088889 |    1091567 |    1090920
    num misses                       |         48 |         48 |         48 |         48 |         48 |         48 |         48 |         48 |         48 |         48 |         52 |         48 |         48 |         48
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.01 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    4571869 |    4579993 |    4517063 |    4523903 |    4591719 |    4581597 |    4577827 |    4529891 |    4541262 |    4553730 |    4596310 |    4561651 |    4572944 |    4570223
    num misses                       |         92 |         92 |         92 |         92 |         92 |         92 |         92 |         92 |         92 |         92 |         94 |         92 |         92 |         92
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |        140 |        140 |        140 |        140 |        140 |        140 |        140 |        140 |        140 |        140 |        146 |        140 |        140 |        140
    num misses                       |        129 |        129 |        129 |        129 |        129 |        129 |        129 |        129 |        129 |        129 |        134 |        129 |        129 |        129
    miss rate                        |     92.14% |     92.14% |     92.14% |     92.14% |     92.14% |     92.14% |     92.14% |     92.14% |     92.14% |     92.14% |     91.78% |     92.14% |     92.14% |     92.14%
    mpki                             |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    1091312 |    1093240 |    1078313 |    1079931 |    1096023 |    1093617 |    1092724 |    1081352 |    1084051 |    1087008 |    1097185 |    1088889 |    1091567 |    1090920
    num cache misses                 |     372250 |     366852 |     361741 |     359828 |     362181 |     360408 |     359542 |     355373 |     355449 |     355891 |     355623 |     355281 |     355976 |     355369
    miss rate                        |     34.11% |     33.56% |     33.55% |     33.32% |     33.05% |     32.96% |     32.90% |     32.86% |     32.79% |     32.74% |     32.41% |     32.63% |     32.61% |     32.58%
    mpki                             |      37.50 |      36.89 |      36.89 |      36.64 |      36.33 |      36.23 |      36.18 |      36.14 |      36.05 |      36.00 |      35.64 |      35.87 |      35.86 |      35.82
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    4571869 |    4579993 |    4517063 |    4523903 |    4591719 |    4581597 |    4577827 |    4529891 |    4541262 |    4553730 |    4596310 |    4561651 |    4572944 |    4570223
    num cache misses                 |    2049154 |    2040917 |    2121159 |    2133031 |    2048021 |    2074199 |    2070470 |    2135997 |    2113132 |    2074395 |    2036954 |    2051587 |    2073264 |    2056012
    miss rate                        |     44.82% |     44.56% |     46.96% |     47.15% |     44.60% |     45.27% |     45.23% |     47.15% |     46.53% |     45.55% |     44.32% |     44.97% |     45.34% |     44.99%
    mpki                             |     206.45 |     205.25 |     216.30 |     217.18 |     205.44 |     208.53 |     208.32 |     217.19 |     214.33 |     209.82 |     204.12 |     207.16 |     208.83 |     207.21
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    2421452 |    2407815 |    2482952 |    2492908 |    2410250 |    2434655 |    2430061 |    2491420 |    2468630 |    2430335 |    2392628 |    2406919 |    2429291 |    2411431
    num cache misses                 |    2159111 |    2147443 |    2203752 |    2211383 |    2154174 |    2184750 |    2195048 |    2211424 |    2214778 |    2217225 |    2148405 |    2212118 |    2205379 |    2206234
    miss rate                        |     89.17% |     89.19% |     88.76% |     88.71% |     89.38% |     89.74% |     90.33% |     88.76% |     89.72% |     91.23% |     89.79% |     91.91% |     90.78% |     91.49%
    mpki                             |     217.52 |     215.96 |     224.72 |     225.16 |     216.09 |     219.64 |     220.86 |     224.86 |     224.64 |     224.27 |     215.29 |     223.36 |     222.13 |     222.35
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    2159160 |    2147490 |    2203804 |    2211433 |    2154223 |    2184799 |    2195097 |    2211474 |    2214828 |    2217275 |    2148459 |    2212171 |    2205432 |    2206285
    num cache misses                 |       3888 |       3812 |       3903 |       3879 |       3869 |       3884 |       3887 |       3926 |       3921 |       3935 |       3897 |       3906 |       3875 |       3894
    miss rate                        |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18%
