                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9    
  Instructions                       |   28759949 |   27973595 |   27846880 |   27787300 |   27733249 |   27735268 |   27677414 |   27677511 |   27699925 |   27686667
  Cycles                             |  141026018 |  141026018 |  141026018 |  141026018 |  141026018 |  141026018 |  141026018 |  141026018 |  141026018 |  141026018
  IPC                                |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20
  Time (ns)                          |   53017300 |   53017300 |   53017300 |   53017300 |   53017300 |   53017300 |   53017300 |   53017300 |   53017300 |   53017300
  Idle time (ns)                     |        -46 |         90 |         90 |         90 |         47 |        -13 |         35 |         47 |        -46 |         35
  Idle time (%)                      |      -0.0% |       0.0% |       0.0% |       0.0% |       0.0% |      -0.0% |       0.0% |       0.0% |      -0.0% |       0.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |           
  num correct                        |    1059719 |    1044339 |    1041576 |    1040188 |    1038563 |    1038597 |    1036744 |    1036745 |    1036992 |    1036851
  num incorrect                      |       8006 |       7955 |       7941 |       7931 |       7918 |       7918 |       7904 |       7904 |       7907 |       7907
  misprediction rate                 |      0.75% |      0.76% |      0.76% |      0.76% |      0.76% |      0.76% |      0.76% |      0.76% |      0.76% |      0.76%
  mpki                               |       0.28 |       0.28 |       0.29 |       0.29 |       0.29 |       0.29 |       0.29 |       0.29 |       0.29 |       0.29
TLB Summary                          |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    2876325 |    2815545 |    2805130 |    2800019 |    2794855 |    2795010 |    2789332 |    2789339 |    2790896 |    2789983
    num misses                       |         63 |         61 |         61 |         61 |         61 |         61 |         61 |         61 |         61 |         61
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   15778135 |   15369515 |   15298920 |   15263412 |   15229981 |   15231141 |   15195265 |   15195322 |   15208138 |   15200566
    num misses                       |       6344 |       4601 |       4391 |       4391 |       4390 |       4390 |       4390 |       4390 |       4390 |       4390
    miss rate                        |      0.04% |      0.03% |      0.03% |      0.03% |      0.03% |      0.03% |      0.03% |      0.03% |      0.03% |      0.03%
    mpki                             |       0.22 |       0.16 |       0.16 |       0.16 |       0.16 |       0.16 |       0.16 |       0.16 |       0.16 |       0.16
  L2 TLB                             |            |            |            |            |            |            |            |            |            |           
    num accesses                     |       6407 |       4662 |       4452 |       4452 |       4451 |       4451 |       4451 |       4451 |       4451 |       4451
    num misses                       |        333 |        316 |        308 |        308 |        308 |        308 |        308 |        308 |        308 |        308
    miss rate                        |      5.20% |      6.78% |      6.92% |      6.92% |      6.92% |      6.92% |      6.92% |      6.92% |      6.92% |      6.92%
    mpki                             |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
Cache Summary                        |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    2876325 |    2815545 |    2805130 |    2800019 |    2794855 |    2795010 |    2789332 |    2789339 |    2790896 |    2789983
    num cache misses                 |    1330835 |    1436195 |    1485551 |    1488949 |    1484393 |    1466572 |    1481829 |    1477544 |    1456069 |    1452139
    miss rate                        |     46.27% |     51.01% |     52.96% |     53.18% |     53.11% |     52.47% |     53.12% |     52.97% |     52.17% |     52.05%
    mpki                             |      46.27 |      51.34 |      53.35 |      53.58 |      53.52 |      52.88 |      53.54 |      53.38 |      52.57 |      52.45
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   15778135 |   15369515 |   15298920 |   15263412 |   15229981 |   15231141 |   15195265 |   15195322 |   15208138 |   15200566
    num cache misses                 |     815814 |     821576 |     830539 |     823968 |     825123 |     820064 |     833925 |     833382 |     833814 |     831889
    miss rate                        |      5.17% |      5.35% |      5.43% |      5.40% |      5.42% |      5.38% |      5.49% |      5.48% |      5.48% |      5.47%
    mpki                             |      28.37 |      29.37 |      29.83 |      29.65 |      29.75 |      29.57 |      30.13 |      30.11 |      30.10 |      30.05
  Cache L2                           |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    2147761 |    2258403 |    2316831 |    2313636 |    2310226 |    2287280 |    2316451 |    2311618 |    2290522 |    2284723
    num cache misses                 |    1122606 |    1180590 |    1200111 |    1201560 |    1208969 |    1209666 |    1227718 |    1228248 |    1229651 |    1226280
    miss rate                        |     52.27% |     52.28% |     51.80% |     51.93% |     52.33% |     52.89% |     53.00% |     53.13% |     53.68% |     53.67%
    mpki                             |      39.03 |      42.20 |      43.10 |      43.24 |      43.59 |      43.61 |      44.36 |      44.38 |      44.39 |      44.29
  Cache L3                           |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    1123722 |    1181227 |    1200855 |    1202283 |    1209680 |    1210311 |    1228416 |    1228941 |    1230291 |    1226976
    num cache misses                 |      31750 |      31039 |      34625 |      34609 |      34610 |      34558 |      34612 |      34617 |      34560 |      34416
    miss rate                        |      2.83% |      2.63% |      2.88% |      2.88% |      2.86% |      2.86% |      2.82% |      2.82% |      2.81% |      2.80%
    mpki                             |       1.10 |       1.11 |       1.24 |       1.25 |       1.25 |       1.25 |       1.25 |       1.25 |       1.25 |       1.24
DRAM summary                         |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |     430837 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      58.08 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |       4.65 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      6.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |      27475 |      27724 |      31396 |      31521 |      31588 |      31569 |      31474 |      31499 |      31401 |      31306
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
