                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
  Instructions                       |    9763036 |    9852856 |    9932146 |    9950654 |    9820550 |    9959070 |    9979041 |    9964297 |    9974264 |    9843934 |    9862801 |    9874785 |    9912277 |    9907695 |    9918746 |    9940361
  Cycles                             |  113196832 |  113196832 |  113196832 |  113196832 |  113196832 |  113196832 |  113196832 |  113196832 |  113196832 |  113196832 |  113196832 |  113196832 |  113196832 |  113196832 |  113196832 |  113196832
  IPC                                |       0.09 |       0.09 |       0.09 |       0.09 |       0.09 |       0.09 |       0.09 |       0.09 |       0.09 |       0.09 |       0.09 |       0.09 |       0.09 |       0.09 |       0.09 |       0.09
  Time (ns)                          |   42555200 |   42555200 |   42555200 |   42555200 |   42555200 |   42555200 |   42555200 |   42555200 |   42555200 |   42555200 |   42555200 |   42555200 |   42555200 |   42555200 |   42555200 |   42555200
  Idle time (ns)                     |         76 |        -64 |         48 |         48 |        286 |         37 |        -64 |        286 |        141 |        191 |        191 |        226 |        451 |        333 |        360 |        178
  Idle time (%)                      |       0.0% |      -0.0% |       0.0% |       0.0% |       0.0% |       0.0% |      -0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |     295004 |     297495 |     299691 |     300204 |     296597 |     300438 |     301064 |     300583 |     300859 |     297247 |     297770 |     298102 |     299141 |     299014 |     299321 |     299920
  num incorrect                      |       1467 |       1467 |       1467 |       1467 |       1467 |       1467 |       1544 |       1467 |       1467 |       1467 |       1467 |       1467 |       1467 |       1467 |       1467 |       1467
  misprediction rate                 |      0.49% |      0.49% |      0.49% |      0.49% |      0.49% |      0.49% |      0.51% |      0.49% |      0.49% |      0.49% |      0.49% |      0.49% |      0.49% |      0.49% |      0.49% |      0.49%
