                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13   
  Instructions                       |   60121106 |   60120948 |   60120948 |   60120820 |   60120776 |   60121671 |   60121535 |   60121487 |   60121443 |   60121312 |   60121261 |   60121244 |   60121185 |   60121129
  Cycles                             |  280489818 |  280489818 |  280489818 |  280489818 |  280489818 |  280489818 |  280489818 |  280489818 |  280489818 |  280489818 |  280489818 |  280489818 |  280489818 |  280489818
  IPC                                |       0.21 |       0.21 |       0.21 |       0.21 |       0.21 |       0.21 |       0.21 |       0.21 |       0.21 |       0.21 |       0.21 |       0.21 |       0.21 |       0.21
  Time (ns)                          |  105447300 |  105447300 |  105447300 |  105447300 |  105447300 |  105447300 |  105447300 |  105447300 |  105447300 |  105447300 |  105447300 |  105447300 |  105447300 |  105447300
  Idle time (ns)                     |        -67 |         40 |        -52 |         51 |         16 |        -95 |         40 |        -30 |        -30 |         74 |         -8 |        -67 |        -95 |        -52
  Idle time (%)                      |      -0.0% |       0.0% |      -0.0% |       0.0% |       0.0% |      -0.0% |       0.0% |      -0.0% |      -0.0% |       0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |   10021950 |   10021932 |   10021931 |   10021919 |   10021915 |   10022010 |   10022001 |   10021995 |   10021987 |   10021974 |   10021967 |   10021967 |   10021958 |   10021953
  num incorrect                      |       1469 |       1457 |       1456 |       1449 |       1449 |       1516 |       1507 |       1500 |       1496 |       1483 |       1478 |       1476 |       1471 |       1471
  misprediction rate                 |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.02% |      0.02% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01%
  mpki                               |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.03 |       0.03 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      15233 |      15198 |      15196 |      15184 |      15179 |      15333 |      15321 |      15307 |      15296 |      15272 |      15261 |      15256 |      15246 |      15240
    num misses                       |         49 |         49 |         49 |         49 |         49 |         52 |         51 |         51 |         51 |         50 |         50 |         50 |         49 |         49
    miss rate                        |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.34% |      0.33% |      0.33% |      0.33% |      0.33% |      0.33% |      0.33% |      0.32% |      0.32%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |           
