                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14   
    num misses                       |         52 |         48 |         48 |         48 |         48 |         48 |         48 |         48 |         48 |         48 |         48 |         48 |         48 |         48 |         48
    miss rate                        |      0.34% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      40202 |      39839 |      39839 |      39839 |      39839 |      39839 |      39839 |      39839 |      39839 |      39839 |      39839 |      39839 |      39839 |      39839 |      39839
    num misses                       |         76 |         75 |         75 |         75 |         75 |         75 |         75 |         75 |         75 |         75 |         75 |         75 |         75 |         75 |         75
    miss rate                        |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |        128 |        123 |        123 |        123 |        123 |        123 |        123 |        123 |        123 |        123 |        123 |        123 |        123 |        123 |        123
    num misses                       |        121 |        116 |        116 |        116 |        116 |        116 |        116 |        116 |        116 |        116 |        116 |        116 |        116 |        116 |        116
    miss rate                        |     94.53% |     94.31% |     94.31% |     94.31% |     94.31% |     94.31% |     94.31% |     94.31% |     94.31% |     94.31% |     94.31% |     94.31% |     94.31% |     94.31% |     94.31%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      15334 |      15165 |      15165 |      15165 |      15165 |      15165 |      15165 |      15165 |      15165 |      15165 |      15165 |      15165 |      15165 |      15165 |      15165
    num cache misses                 |       5908 |       5976 |       7039 |       6980 |       6979 |       6061 |       6537 |       6667 |       6591 |       6064 |       6554 |       7022 |       6646 |       7029 |       5872
    miss rate                        |     38.53% |     39.41% |     46.42% |     46.03% |     46.02% |     39.97% |     43.11% |     43.96% |     43.46% |     39.99% |     43.22% |     46.30% |     43.82% |     46.35% |     38.72%
    mpki                             |       0.15 |       0.15 |       0.18 |       0.17 |       0.17 |       0.15 |       0.16 |       0.17 |       0.16 |       0.15 |       0.16 |       0.18 |       0.17 |       0.18 |       0.15
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      40202 |      39839 |      39839 |      39839 |      39839 |      39839 |      39839 |      39839 |      39839 |      39839 |      39839 |      39839 |      39839 |      39839 |      39839
    num cache misses                 |       8817 |       8931 |      10025 |       9884 |       9951 |       9119 |       9411 |       9624 |       9717 |       9136 |       9390 |      10003 |       9688 |       9992 |       8980
    miss rate                        |     21.93% |     22.42% |     25.16% |     24.81% |     24.98% |     22.89% |     23.62% |     24.16% |     24.39% |     22.93% |     23.57% |     25.11% |     24.32% |     25.08% |     22.54%
    mpki                             |       0.22 |       0.22 |       0.25 |       0.25 |       0.25 |       0.23 |       0.23 |       0.24 |       0.24 |       0.23 |       0.23 |       0.25 |       0.24 |       0.25 |       0.22
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      14758 |      14937 |      17094 |      16895 |      16961 |      15211 |      15979 |      16322 |      16338 |      15231 |      15975 |      17056 |      16365 |      17052 |      14882
    num cache misses                 |      12393 |      12516 |      14387 |      14333 |      14422 |      12866 |      13633 |      13813 |      13902 |      12750 |      13230 |      14386 |      14006 |      14337 |      12393
    miss rate                        |     83.97% |     83.79% |     84.16% |     84.84% |     85.03% |     84.58% |     85.32% |     84.63% |     85.09% |     83.71% |     82.82% |     84.35% |     85.59% |     84.08% |     83.28%
    mpki                             |       0.31 |       0.31 |       0.36 |       0.36 |       0.36 |       0.32 |       0.34 |       0.34 |       0.35 |       0.32 |       0.33 |       0.36 |       0.35 |       0.36 |       0.31
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      12428 |      12548 |      14417 |      14365 |      14454 |      12897 |      13665 |      13845 |      13933 |      12782 |      13262 |      14418 |      14038 |      14369 |      12426
    num cache misses                 |       2737 |       2679 |       2690 |       2708 |       2704 |       2685 |       2694 |       2702 |       2705 |       2683 |       2671 |       2710 |       2698 |       2703 |       2671
    miss rate                        |     22.02% |     21.35% |     18.66% |     18.85% |     18.71% |     20.82% |     19.71% |     19.52% |     19.41% |     20.99% |     20.14% |     18.80% |     19.22% |     18.81% |     21.50%
    mpki                             |       0.07 |       0.07 |       0.07 |       0.07 |       0.07 |       0.07 |       0.07 |       0.07 |       0.07 |       0.07 |       0.07 |       0.07 |       0.07 |       0.07 |       0.07
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |      41288 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |     100.38 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      46.95 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |       1377 |       1383 |       1405 |       1423 |       1423 |       1395 |       1403 |       1405 |       1415 |       1382 |       1378 |       1417 |       1412 |       1423 |       1378
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
