                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11   
  Instructions                       |     138422 |     138230 |     138030 |     137954 |     137852 |     137834 |     137717 |     137628 |     137517 |     137334 |     137197 |     137084
  Cycles                             |     519498 |     519498 |     519498 |     519498 |     519498 |     519498 |     519498 |     519498 |     519498 |     519498 |     519498 |     519498
  IPC                                |       0.27 |       0.27 |       0.27 |       0.27 |       0.27 |       0.27 |       0.27 |       0.26 |       0.26 |       0.26 |       0.26 |       0.26
  Time (ns)                          |     195300 |     195300 |     195300 |     195300 |     195300 |     195300 |     195300 |     195300 |     195300 |     195300 |     195300 |     195300
  Idle time (ns)                     |        -55 |        -55 |         84 |         61 |         76 |         21 |         76 |         65 |        -12 |         34 |         65 |        169
  Idle time (%)                      |      -0.0% |      -0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |      -0.0% |       0.0% |       0.0% |       0.1%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |      30327 |      30306 |      30284 |      30277 |      30264 |      30262 |      30249 |      30243 |      30231 |      30175 |      30107 |      30051
  num incorrect                      |       1519 |       1502 |       1481 |       1474 |       1471 |       1471 |       1460 |       1454 |       1450 |       1443 |       1443 |       1443
  misprediction rate                 |      4.77% |      4.72% |      4.66% |      4.64% |      4.64% |      4.64% |      4.60% |      4.59% |      4.58% |      4.56% |      4.57% |      4.58%
  mpki                               |      10.97 |      10.87 |      10.73 |      10.68 |      10.67 |      10.67 |      10.60 |      10.56 |      10.54 |      10.51 |      10.52 |      10.53
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      15458 |      15425 |      15386 |      15374 |      15353 |      15351 |      15323 |      15309 |      15301 |      15288 |      15286 |      15284
