                                     | Core 0     | Core 1     | Core 2    
  Instructions                       |   70121439 |   70121770 |   70121667
  Cycles                             |  120482306 |  120482306 |  120482306
  IPC                                |       0.58 |       0.58 |       0.58
  Time (ns)                          |   45294100 |   45294100 |   45294100
  Idle time (ns)                     |        -53 |       -214 |        -53
  Idle time (%)                      |      -0.0% |      -0.0% |      -0.0%
Branch predictor stats               |            |            |           
  num correct                        |   10021980 |   10022008 |   10022005
  num incorrect                      |       1489 |       1519 |       1516
  misprediction rate                 |      0.01% |      0.02% |      0.02%
  mpki                               |       0.02 |       0.02 |       0.02
TLB Summary                          |            |            |           
  I-TLB                              |            |            |           
    num accesses                     |      15287 |      15340 |      15335
    num misses                       |         50 |         52 |         51
    miss rate                        |      0.33% |      0.34% |      0.33%
    mpki                             |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |           
    num accesses                     |   60040150 |   60040266 |   60040264
    num misses                       |         80 |         80 |         80
    miss rate                        |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00
  L2 TLB                             |            |            |           
    num accesses                     |        130 |        132 |        131
    num misses                       |        119 |        121 |        120
    miss rate                        |     91.54% |     91.67% |     91.60%
    mpki                             |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |           
  Cache L1-I                         |            |            |           
    num cache accesses               |      15287 |      15340 |      15335
    num cache misses                 |       1393 |       1430 |       1434
    miss rate                        |      9.11% |      9.32% |      9.35%
    mpki                             |       0.02 |       0.02 |       0.02
  Cache L1-D                         |            |            |           
    num cache accesses               |   60040150 |   60040266 |   60040264
    num cache misses                 |       2232 |       2242 |       2268
    miss rate                        |      0.00% |      0.00% |      0.00%
    mpki                             |       0.03 |       0.03 |       0.03
  Cache L2                           |            |            |           
    num cache accesses               |       3666 |       3712 |       3742
    num cache misses                 |       2712 |       2744 |       2724
    miss rate                        |     73.98% |     73.92% |     72.80%
    mpki                             |       0.04 |       0.04 |       0.04
  Cache L3                           |            |            |           
    num cache accesses               |       2754 |       2785 |       2765
    num cache misses                 |       2449 |       2482 |       2478
    miss rate                        |     88.93% |     89.12% |     89.62%
    mpki                             |       0.03 |       0.04 |       0.04
DRAM summary                         |            |            |           
  num dram accesses                  |       7409 |          0 |          0
  average dram access latency (ns)   |      70.88 |        inf |        inf
  average dram queueing delay        |      17.45 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |           
  num loads from dram                |       1126 |       1131 |       1133
  num loads from dram cache          |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0
