                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6    
  Instructions                       |   39475463 |   39467359 |   39476277 |   39463953 |   39473981 |   40109701 |   40121679
  Cycles                             |   92895446 |   92895446 |   92895446 |   92895446 |   92895446 |   92895446 |   92895446
  IPC                                |       0.42 |       0.42 |       0.42 |       0.42 |       0.42 |       0.43 |       0.43
  Time (ns)                          |   34923100 |   34923100 |   34923100 |   34923100 |   34923100 |   34923100 |   34923100
  Idle time (ns)                     |        -10 |        -32 |        -70 |        -42 |        -93 |          2 |        -93
  Idle time (%)                      |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |       0.0% |      -0.0%
Branch predictor stats               |            |            |            |            |            |            |           
  num correct                        |    9860595 |    9858569 |    9860798 |    9857718 |    9860225 |   10019156 |   10022006
  num incorrect                      |       1442 |       1442 |       1442 |       1442 |       1442 |       1442 |       1519
  misprediction rate                 |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.02%
  mpki                               |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04
TLB Summary                          |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |           
    num accesses                     |   19692537 |   19688484 |   19692943 |   19686783 |   19691796 |   20009659 |   20015334
    num misses                       |         48 |         48 |         48 |         48 |         48 |         48 |         52
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |           
    num accesses                     |      39847 |      39847 |      39847 |      39847 |      39847 |      39847 |      40213
    num misses                       |         73 |         73 |         73 |         73 |         73 |         73 |         74
    miss rate                        |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  L2 TLB                             |            |            |            |            |            |            |           
    num accesses                     |        121 |        121 |        121 |        121 |        121 |        121 |        126
    num misses                       |        117 |        117 |        117 |        117 |        117 |        117 |        122
    miss rate                        |     96.69% |     96.69% |     96.69% |     96.69% |     96.69% |     96.69% |     96.83%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |           
    num cache accesses               |   19692537 |   19688484 |   19692943 |   19686783 |   19691796 |   20009659 |   20015334
    num cache misses                 |     650268 |     650089 |     650049 |     650086 |     650273 |     649934 |     649937
    miss rate                        |      3.30% |      3.30% |      3.30% |      3.30% |      3.30% |      3.25% |      3.25%
    mpki                             |      16.47 |      16.47 |      16.47 |      16.47 |      16.47 |      16.20 |      16.20
  Cache L1-D                         |            |            |            |            |            |            |           
    num cache accesses               |      39847 |      39847 |      39847 |      39847 |      39847 |      39847 |      40213
    num cache misses                 |       4449 |       4381 |       4368 |       4417 |       4438 |       4354 |       4431
    miss rate                        |     11.17% |     10.99% |     10.96% |     11.08% |     11.14% |     10.93% |     11.02%
    mpki                             |       0.11 |       0.11 |       0.11 |       0.11 |       0.11 |       0.11 |       0.11
  Cache L2                           |            |            |            |            |            |            |           
    num cache accesses               |     654750 |     654502 |     654450 |     654536 |     654744 |     654321 |     654403
    num cache misses                 |       3482 |       3465 |       3461 |       3486 |       3494 |       3466 |       3566
    miss rate                        |      0.53% |      0.53% |      0.53% |      0.53% |      0.53% |      0.53% |      0.54%
    mpki                             |       0.09 |       0.09 |       0.09 |       0.09 |       0.09 |       0.09 |       0.09
  Cache L3                           |            |            |            |            |            |            |           
    num cache accesses               |       3519 |       3502 |       3498 |       3523 |       3531 |       3503 |       3605
    num cache misses                 |       2414 |       2414 |       2414 |       2414 |       2414 |       2414 |       2481
    miss rate                        |     68.60% |     68.93% |     69.01% |     68.52% |     68.37% |     68.91% |     68.82%
    mpki                             |       0.06 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06
DRAM summary                         |            |            |            |            |            |            |           
  num dram accesses                  |      16965 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      79.59 |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      26.16 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |           
  num loads from dram                |       1135 |       1134 |       1137 |       1139 |       1136 |       1144 |       1144
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0
