                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14   
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |        123 |        123 |        123 |        123 |        123 |        123 |        123 |        123 |        123 |        128 |        123 |        123 |        123 |        123 |        123
    num misses                       |        116 |        116 |        116 |        116 |        116 |        116 |        116 |        116 |        116 |        121 |        116 |        116 |        116 |        116 |        116
    miss rate                        |     94.31% |     94.31% |     94.31% |     94.31% |     94.31% |     94.31% |     94.31% |     94.31% |     94.31% |     94.53% |     94.31% |     94.31% |     94.31% |     94.31% |     94.31%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      15165 |      15165 |      15165 |      15165 |      15165 |      15165 |      15165 |      15165 |      15165 |      15334 |      15165 |      15165 |      15165 |      15165 |      15165
    num cache misses                 |       6438 |       6250 |       6490 |       6626 |       6431 |       6574 |       6197 |       6501 |       5859 |       5328 |       6511 |       6606 |       6441 |       6305 |       6724
    miss rate                        |     42.45% |     41.21% |     42.80% |     43.69% |     42.41% |     43.35% |     40.86% |     42.87% |     38.64% |     34.75% |     42.93% |     43.56% |     42.47% |     41.58% |     44.34%
    mpki                             |       0.16 |       0.16 |       0.16 |       0.17 |       0.16 |       0.16 |       0.15 |       0.16 |       0.15 |       0.13 |       0.16 |       0.16 |       0.16 |       0.16 |       0.17
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      39839 |      39839 |      39839 |      39839 |      39839 |      39839 |      39839 |      39839 |      39839 |      40216 |      39839 |      39839 |      39839 |      39839 |      39839
    num cache misses                 |       9223 |       8864 |       9094 |       9215 |       9099 |       9256 |       9153 |       9265 |       8784 |       8154 |       9158 |       9330 |       9092 |       9145 |       9196
    miss rate                        |     23.15% |     22.25% |     22.83% |     23.13% |     22.84% |     23.23% |     22.97% |     23.26% |     22.05% |     20.28% |     22.99% |     23.42% |     22.82% |     22.95% |     23.08%
    mpki                             |       0.23 |       0.22 |       0.23 |       0.23 |       0.23 |       0.23 |       0.23 |       0.23 |       0.22 |       0.20 |       0.23 |       0.23 |       0.23 |       0.23 |       0.23
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      15691 |      15144 |      15616 |      15871 |      15560 |      15860 |      15380 |      15796 |      14675 |      13515 |      15700 |      15967 |      15563 |      15480 |      15950
    num cache misses                 |      13186 |      12399 |      13142 |      13188 |      12983 |      12755 |      12686 |      13194 |      12250 |      11314 |      12971 |      13098 |      12696 |      12701 |      12722
    miss rate                        |     84.04% |     81.87% |     84.16% |     83.09% |     83.44% |     80.42% |     82.48% |     83.53% |     83.48% |     83.71% |     82.62% |     82.03% |     81.58% |     82.05% |     79.76%
    mpki                             |       0.33 |       0.31 |       0.33 |       0.33 |       0.32 |       0.32 |       0.32 |       0.33 |       0.31 |       0.28 |       0.32 |       0.33 |       0.32 |       0.32 |       0.32
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      13217 |      12430 |      13175 |      13219 |      13014 |      12786 |      12717 |      13225 |      12285 |      11352 |      13002 |      13131 |      12727 |      12732 |      12753
    num cache misses                 |       2697 |       2655 |       2672 |       2698 |       2685 |       2674 |       2663 |       2686 |       2650 |       2715 |       2677 |       2682 |       2680 |       2663 |       2677
    miss rate                        |     20.41% |     21.36% |     20.28% |     20.41% |     20.63% |     20.91% |     20.94% |     20.31% |     21.57% |     23.92% |     20.59% |     20.42% |     21.06% |     20.92% |     20.99%
    mpki                             |       0.07 |       0.07 |       0.07 |       0.07 |       0.07 |       0.07 |       0.07 |       0.07 |       0.07 |       0.07 |       0.07 |       0.07 |       0.07 |       0.07 |       0.07
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |      41024 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      94.69 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      41.26 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |       1410 |       1367 |       1386 |       1402 |       1394 |       1388 |       1377 |       1401 |       1370 |       1354 |       1390 |       1392 |       1392 |       1375 |       1387
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
