                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9    
  Instructions                       |   28759949 |   27918773 |   27653789 |   27341021 |   27291659 |   27222117 |   27373725 |   27299486 |   27260789 |   27516965
  Cycles                             |  121123632 |  121123632 |  121123632 |  121123632 |  121123632 |  121123632 |  121123632 |  121123632 |  121123632 |  121123632
  IPC                                |       0.24 |       0.23 |       0.23 |       0.23 |       0.23 |       0.22 |       0.23 |       0.23 |       0.23 |       0.23
  Time (ns)                          |   45535200 |   45535200 |   45535200 |   45535200 |   45535200 |   45535200 |   45535200 |   45535200 |   45535200 |   45535200
  Idle time (ns)                     |        -69 |        -13 |         10 |         71 |          2 |         -2 |         42 |         42 |        -69 |        -30
  Idle time (%)                      |      -0.0% |      -0.0% |       0.0% |       0.0% |       0.0% |      -0.0% |       0.0% |       0.0% |      -0.0% |      -0.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |           
  num correct                        |    1059719 |    1043269 |    1036248 |    1026791 |    1025008 |    1022993 |    1027350 |    1025090 |    1024591 |    1032013
  num incorrect                      |       8006 |       7955 |       7902 |       7832 |       7820 |       7806 |       7838 |       7820 |       7815 |       7873
  misprediction rate                 |      0.75% |      0.76% |      0.76% |      0.76% |      0.76% |      0.76% |      0.76% |      0.76% |      0.76% |      0.76%
  mpki                               |       0.28 |       0.28 |       0.29 |       0.29 |       0.29 |       0.29 |       0.29 |       0.29 |       0.29 |       0.29
TLB Summary                          |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    2876325 |    2811310 |    2787386 |    2757461 |    2752345 |    2745816 |    2759997 |    2752882 |    2750105 |    2774156
    num misses                       |         63 |         61 |         61 |         61 |         61 |         61 |         61 |         61 |         61 |         61
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   15778135 |   15341012 |   15181541 |   14988896 |   14957878 |   14915308 |   15008077 |   14962363 |   14940208 |   15097079
    num misses                       |       6344 |       4472 |       4390 |       4389 |       4389 |       4388 |       4390 |       4389 |       4389 |       4390
    miss rate                        |      0.04% |      0.03% |      0.03% |      0.03% |      0.03% |      0.03% |      0.03% |      0.03% |      0.03% |      0.03%
    mpki                             |       0.22 |       0.16 |       0.16 |       0.16 |       0.16 |       0.16 |       0.16 |       0.16 |       0.16 |       0.16
  L2 TLB                             |            |            |            |            |            |            |            |            |            |           
    num accesses                     |       6407 |       4533 |       4451 |       4450 |       4450 |       4449 |       4451 |       4450 |       4450 |       4451
    num misses                       |        333 |        316 |        308 |        308 |        308 |        308 |        308 |        308 |        308 |        308
    miss rate                        |      5.20% |      6.97% |      6.92% |      6.92% |      6.92% |      6.92% |      6.92% |      6.92% |      6.92% |      6.92%
    mpki                             |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
Cache Summary                        |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    2876325 |    2811310 |    2787386 |    2757461 |    2752345 |    2745816 |    2759997 |    2752882 |    2750105 |    2774156
    num cache misses                 |    1265604 |    1356875 |    1435574 |    1444698 |    1438117 |    1441664 |    1474625 |    1451166 |    1449198 |    1447966
    miss rate                        |     44.00% |     48.26% |     51.50% |     52.39% |     52.25% |     52.50% |     53.43% |     52.71% |     52.70% |     52.19%
    mpki                             |      44.01 |      48.60 |      51.91 |      52.84 |      52.69 |      52.96 |      53.87 |      53.16 |      53.16 |      52.62
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   15778135 |   15341012 |   15181541 |   14988896 |   14957878 |   14915308 |   15008077 |   14962363 |   14940208 |   15097079
    num cache misses                 |     774933 |     792204 |     797207 |     791908 |     803345 |     800762 |     809560 |     810298 |     804510 |     808613
