                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7    
  Instructions                       |   60108925 |   60121629 |   60117300 |   60103528 |   60102880 |   60112435 |   60111142 |   60105019
  Cycles                             |  160652296 |  160652296 |  160652296 |  160652296 |  160652296 |  160652296 |  160652296 |  160652296
  IPC                                |       0.37 |       0.37 |       0.37 |       0.37 |       0.37 |       0.37 |       0.37 |       0.37
  Time (ns)                          |   60395600 |   60395600 |   60395600 |   60395600 |   60395600 |   60395600 |   60395600 |   60395600
  Idle time (ns)                     |        -45 |        -97 |        -56 |        -56 |       -101 |        -68 |        -97 |        -45
  Idle time (%)                      |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0%
Branch predictor stats               |            |            |            |            |            |            |            |           
  num correct                        |   10019955 |   10022010 |   10021349 |   10019054 |   10018927 |   10020539 |   10020323 |   10019303
  num incorrect                      |       1440 |       1516 |       1440 |       1440 |       1440 |       1440 |       1440 |       1440
  misprediction rate                 |      0.01% |      0.02% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01%
  mpki                               |       0.02 |       0.03 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02
TLB Summary                          |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |      15164 |      15333 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164
    num misses                       |         48 |         52 |         48 |         48 |         48 |         48 |         48 |         48
    miss rate                        |      0.32% |      0.34% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |      39845 |      40208 |      39845 |      39845 |      39845 |      39845 |      39845 |      39845
    num misses                       |        158 |        159 |        158 |        158 |        158 |        158 |        158 |        158
    miss rate                        |      0.40% |      0.40% |      0.40% |      0.40% |      0.40% |      0.40% |      0.40% |      0.40%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  L2 TLB                             |            |            |            |            |            |            |            |           
    num accesses                     |        206 |        211 |        206 |        206 |        206 |        206 |        206 |        206
    num misses                       |        122 |        127 |        122 |        122 |        122 |        122 |        122 |        122
    miss rate                        |     59.22% |     60.19% |     59.22% |     59.22% |     59.22% |     59.22% |     59.22% |     59.22%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |           
    num cache accesses               |      15164 |      15333 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164
    num cache misses                 |       5504 |       4938 |       5124 |       5145 |       5053 |       5297 |       5446 |       5195
    miss rate                        |     36.30% |     32.21% |     33.79% |     33.93% |     33.32% |     34.93% |     35.91% |     34.26%
    mpki                             |       0.09 |       0.08 |       0.09 |       0.09 |       0.08 |       0.09 |       0.09 |       0.09
  Cache L1-D                         |            |            |            |            |            |            |            |           
    num cache accesses               |      39845 |      40208 |      39845 |      39845 |      39845 |      39845 |      39845 |      39845
    num cache misses                 |       5071 |       4787 |       4898 |       5039 |       5009 |       5023 |       5075 |       5052
    miss rate                        |     12.73% |     11.91% |     12.29% |     12.65% |     12.57% |     12.61% |     12.74% |     12.68%
    mpki                             |       0.08 |       0.08 |       0.08 |       0.08 |       0.08 |       0.08 |       0.08 |       0.08
  Cache L2                           |            |            |            |            |            |            |            |           
    num cache accesses               |      10607 |       9761 |      10055 |      10219 |      10096 |      10353 |      10554 |      10280
    num cache misses                 |       3924 |       3867 |       3827 |       3886 |       3893 |       3895 |       3890 |       3897
    miss rate                        |     36.99% |     39.62% |     38.06% |     38.03% |     38.56% |     37.62% |     36.86% |     37.91%
    mpki                             |       0.07 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06
  Cache L3                           |            |            |            |            |            |            |            |           
    num cache accesses               |       3961 |       3905 |       3863 |       3923 |       3930 |       3931 |       3927 |       3933
    num cache misses                 |       2413 |       2479 |       2413 |       2413 |       2413 |       2413 |       2413 |       2413
    miss rate                        |     60.92% |     63.48% |     62.46% |     61.51% |     61.40% |     61.38% |     61.45% |     61.35%
    mpki                             |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04
DRAM summary                         |            |            |            |            |            |            |            |           
  num dram accesses                  |      19376 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      82.88 |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      29.46 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |           
  num loads from dram                |       1144 |       1145 |       1138 |       1146 |       1144 |       1143 |       1143 |       1144
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
