                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12   
  Instructions                       |   28613404 |   28551018 |   28555855 |   28560560 |   28570819 |   28572347 |   28594595 |   28617359 |   28571104 |   28579320 |   28758299 |   28645058 |   28759913
  Cycles                             |  183872500 |  183872500 |  183872500 |  183872500 |  183872500 |  183872500 |  183872500 |  183872500 |  183872500 |  183872500 |  183872500 |  183872500 |  183872500
  IPC                                |       0.16 |       0.16 |       0.16 |       0.16 |       0.16 |       0.16 |       0.16 |       0.16 |       0.16 |       0.16 |       0.16 |       0.16 |       0.16
  Time (ns)                          |   69125000 |   69125000 |   69125000 |   69125000 |   69125000 |   69125000 |   69125000 |   69125000 |   69125000 |   69125000 |   69125000 |   69125000 |   69125000
  Idle time (ns)                     |        -87 |         71 |         11 |         -2 |        182 |         92 |        182 |        118 |         11 |        101 |        210 |         71 |        -87
  Idle time (%)                      |      -0.0% |       0.0% |       0.0% |      -0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |      -0.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    1056811 |    1055594 |    1055689 |    1055781 |    1055980 |    1056009 |    1056444 |    1056887 |    1055986 |    1056147 |    1059634 |    1057427 |    1059719
  num incorrect                      |       7955 |       7955 |       7955 |       7955 |       7955 |       7955 |       7955 |       7955 |       7955 |       7955 |       7955 |       7955 |       8006
  misprediction rate                 |      0.75% |      0.75% |      0.75% |      0.75% |      0.75% |      0.75% |      0.75% |      0.75% |      0.75% |      0.75% |      0.75% |      0.75% |      0.75%
  mpki                               |       0.28 |       0.28 |       0.28 |       0.28 |       0.28 |       0.28 |       0.28 |       0.28 |       0.28 |       0.28 |       0.28 |       0.28 |       0.28
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    2864953 |    2860134 |    2860509 |    2860872 |    2861663 |    2861780 |    2863500 |    2865257 |    2861686 |    2862321 |    2876140 |    2867396 |    2876325
    num misses                       |         61 |         61 |         61 |         61 |         61 |         61 |         61 |         61 |         61 |         61 |         61 |         61 |         63
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   15702024 |   15669610 |   15672128 |   15674572 |   15679905 |   15680694 |   15692262 |   15704091 |   15680053 |   15684324 |   15777337 |   15718486 |   15778120
    num misses                       |       6010 |       5872 |       5885 |       5894 |       5919 |       5922 |       5974 |       6018 |       5919 |       5939 |       6329 |       6079 |       6344
