                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13   
  Instructions                       |   40121631 |   40083475 |   40103400 |   40086078 |   40095389 |   40085306 |   40115481 |   40084538 |   40085044 |   40105300 |   40093657 |   40087351 |   40085332 |   40106825
  Cycles                             |  187824728 |  187824728 |  187824728 |  187824728 |  187824728 |  187824728 |  187824728 |  187824728 |  187824728 |  187824728 |  187824728 |  187824728 |  187824728 |  187824728
  IPC                                |       0.21 |       0.21 |       0.21 |       0.21 |       0.21 |       0.21 |       0.21 |       0.21 |       0.21 |       0.21 |       0.21 |       0.21 |       0.21 |       0.21
  Time (ns)                          |   70610800 |   70610800 |   70610800 |   70610800 |   70610800 |   70610800 |   70610800 |   70610800 |   70610800 |   70610800 |   70610800 |   70610800 |   70610800 |   70610800
  Idle time (ns)                     |        -63 |        -63 |         25 |        134 |         49 |         14 |        123 |        117 |         93 |         87 |          8 |          8 |        -24 |         93
  Idle time (%)                      |      -0.0% |      -0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |      -0.0% |       0.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |   10022008 |   10012610 |   10017591 |   10013261 |   10015588 |   10013068 |   10020611 |   10012876 |   10013002 |   10018066 |   10015155 |   10013578 |   10013075 |   10018448
  num incorrect                      |       1517 |       1441 |       1441 |       1441 |       1441 |       1441 |       1441 |       1441 |       1441 |       1441 |       1441 |       1441 |       1441 |       1441
  misprediction rate                 |      0.02% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01%
  mpki                               |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      15334 |      15165 |      15165 |      15165 |      15165 |      15165 |      15165 |      15165 |      15165 |      15165 |      15165 |      15165 |      15165 |      15165
    num misses                       |         52 |         48 |         48 |         48 |         48 |         48 |         48 |         48 |         48 |         48 |         48 |         48 |         48 |         48
    miss rate                        |      0.34% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      40205 |      39839 |      39839 |      39839 |      39839 |      39839 |      39839 |      39839 |      39839 |      39839 |      39839 |      39839 |      39839 |      39839
    num misses                       |         76 |         75 |         75 |         75 |         75 |         75 |         75 |         75 |         75 |         75 |         75 |         75 |         75 |         75
    miss rate                        |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |        128 |        123 |        123 |        123 |        123 |        123 |        123 |        123 |        123 |        123 |        123 |        123 |        123 |        123
    num misses                       |        121 |        116 |        116 |        116 |        116 |        116 |        116 |        116 |        116 |        116 |        116 |        116 |        116 |        116
    miss rate                        |     94.53% |     94.31% |     94.31% |     94.31% |     94.31% |     94.31% |     94.31% |     94.31% |     94.31% |     94.31% |     94.31% |     94.31% |     94.31% |     94.31%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      15334 |      15165 |      15165 |      15165 |      15165 |      15165 |      15165 |      15165 |      15165 |      15165 |      15165 |      15165 |      15165 |      15165
    num cache misses                 |       5578 |       6761 |       5973 |       6892 |       6398 |       7048 |       5685 |       6872 |       6927 |       6067 |       6390 |       6810 |       6914 |       5976
    miss rate                        |     36.38% |     44.58% |     39.39% |     45.45% |     42.19% |     46.48% |     37.49% |     45.31% |     45.68% |     40.01% |     42.14% |     44.91% |     45.59% |     39.41%
    mpki                             |       0.14 |       0.17 |       0.15 |       0.17 |       0.16 |       0.18 |       0.14 |       0.17 |       0.17 |       0.15 |       0.16 |       0.17 |       0.17 |       0.15
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      40205 |      39839 |      39839 |      39839 |      39839 |      39839 |      39839 |      39839 |      39839 |      39839 |      39839 |      39839 |      39839 |      39839
    num cache misses                 |       8330 |       8963 |       8629 |       9118 |       8944 |       9267 |       8364 |       9148 |       9341 |       8734 |       8968 |       9053 |       9183 |       8745
    miss rate                        |     20.72% |     22.50% |     21.66% |     22.89% |     22.45% |     23.26% |     20.99% |     22.96% |     23.45% |     21.92% |     22.51% |     22.72% |     23.05% |     21.95%
    mpki                             |       0.21 |       0.22 |       0.22 |       0.23 |       0.22 |       0.23 |       0.21 |       0.23 |       0.23 |       0.22 |       0.22 |       0.23 |       0.23 |       0.22
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      13941 |      15756 |      14632 |      16040 |      15372 |      16345 |      14080 |      16050 |      16297 |      14831 |      15388 |      15896 |      16127 |      14751
    num cache misses                 |      11542 |      12794 |      11980 |      12948 |      12513 |      12793 |      11350 |      12856 |      13025 |      12127 |      12671 |      12822 |      12689 |      12104
    miss rate                        |     82.79% |     81.20% |     81.88% |     80.72% |     81.40% |     78.27% |     80.61% |     80.10% |     79.92% |     81.77% |     82.34% |     80.66% |     78.68% |     82.06%
    mpki                             |       0.29 |       0.32 |       0.30 |       0.32 |       0.31 |       0.32 |       0.28 |       0.32 |       0.32 |       0.30 |       0.32 |       0.32 |       0.32 |       0.30
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      11578 |      12829 |      12011 |      12979 |      12544 |      12824 |      11386 |      12887 |      13056 |      12159 |      12702 |      12855 |      12720 |      12138
    num cache misses                 |       2703 |       2648 |       2635 |       2636 |       2638 |       2635 |       2631 |       2641 |       2657 |       2638 |       2659 |       2646 |       2635 |       2642
    miss rate                        |     23.35% |     20.64% |     21.94% |     20.31% |     21.03% |     20.55% |     23.11% |     20.49% |     20.35% |     21.70% |     20.93% |     20.58% |     20.72% |     21.77%
