                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13   
    num cache misses                 |        453 |        437 |        465 |        437 |        452 |        458 |        469 |        452 |        437 |        472 |        437 |        465 |        468 |        474
    miss rate                        |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01%
    mpki                             |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   36055546 |   36055080 |   36055605 |   36054999 |   36055544 |   36055570 |   36055625 |   36055543 |   36054641 |   36055645 |   36054218 |   36055606 |   36055617 |   36055649
    num cache misses                 |    2119613 |    2119575 |    2119623 |    2119570 |    2119613 |    2119613 |    2119623 |    2119613 |    2119549 |    2119624 |    2119524 |    2119623 |    2119623 |    2119624
    miss rate                        |      5.88% |      5.88% |      5.88% |      5.88% |      5.88% |      5.88% |      5.88% |      5.88% |      5.88% |      5.88% |      5.88% |      5.88% |      5.88% |      5.88%
    mpki                             |      27.09 |      27.09 |      27.09 |      27.09 |      27.09 |      27.09 |      27.09 |      27.09 |      27.09 |      27.09 |      27.09 |      27.09 |      27.09 |      27.09
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    2120084 |    2120029 |    2120108 |    2120024 |    2120083 |    2120090 |    2120113 |    2120083 |    2120003 |    2120119 |    2119978 |    2120108 |    2120111 |    2120121
    num cache misses                 |       3796 |       3776 |       3818 |       3776 |       3796 |       3801 |       3822 |       3796 |       3776 |       3826 |       3776 |       3818 |       3821 |       3828
    miss rate                        |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18%
    mpki                             |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |       3815 |       3794 |       3839 |       3794 |       3815 |       3821 |       3844 |       3815 |       3794 |       3850 |       3794 |       3839 |       3842 |       3852
    num cache misses                 |       3794 |       3776 |       3816 |       3776 |       3794 |       3799 |       3820 |       3794 |       3776 |       3824 |       3776 |       3816 |       3819 |       3826
    miss rate                        |     99.45% |     99.53% |     99.40% |     99.53% |     99.45% |     99.42% |     99.38% |     99.45% |     99.53% |     99.32% |     99.53% |     99.40% |     99.40% |     99.33%
    mpki                             |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |      13333 |          0 |          0 |          0 |      13263 |          0 |          0 |          0 |      13276 |          0 |          0 |          0 |      13334 |          0
  average dram access latency (ns)   |      71.56 |        inf |        inf |        inf |      65.36 |        inf |        inf |        inf |      69.51 |        inf |        inf |        inf |      68.31 |        inf
  average dram queueing delay        |      18.13 |       0.00 |       0.00 |       0.00 |      11.93 |       0.00 |       0.00 |       0.00 |      16.08 |       0.00 |       0.00 |       0.00 |      14.88 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |        154 |        151 |        164 |        151 |        154 |        154 |        164 |        154 |        151 |        165 |        151 |        164 |        164 |        165
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
