                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8    
    num cache accesses               |    3640938 |    3650202 |    3612300 |    3590104 |    3566036 |    3565809 |    3557258 |    3554795 |    3559282
    num cache misses                 |     124424 |     124146 |     122917 |     123927 |     125290 |     124566 |     124758 |     124307 |     124136
    miss rate                        |      3.42% |      3.40% |      3.40% |      3.45% |      3.51% |      3.49% |      3.51% |      3.50% |      3.49%
    mpki                             |      18.54 |      18.45 |      18.47 |      18.74 |      19.08 |      18.97 |      19.05 |      18.99 |      18.94
  Cache L2                           |            |            |            |            |            |            |            |            |           
    num cache accesses               |     433558 |     423344 |     433953 |     445056 |     447906 |     443449 |     449047 |     443427 |     445747
    num cache misses                 |     148537 |     148274 |     151616 |     153011 |     156397 |     157106 |     159026 |     159268 |     160525
    miss rate                        |     34.26% |     35.02% |     34.94% |     34.38% |     34.92% |     35.43% |     35.41% |     35.92% |     36.01%
    mpki                             |      22.13 |      22.04 |      22.78 |      23.14 |      23.82 |      23.93 |      24.28 |      24.33 |      24.49
  Cache L3                           |            |            |            |            |            |            |            |            |           
    num cache accesses               |     148579 |     148315 |     151647 |     153063 |     156431 |     157142 |     159060 |     159301 |     160558
    num cache misses                 |       4438 |       4513 |       4435 |       4435 |       4442 |       4453 |       4450 |       4452 |       4382
    miss rate                        |      2.99% |      3.04% |      2.92% |      2.90% |      2.84% |      2.83% |      2.80% |      2.79% |      2.73%
    mpki                             |       0.66 |       0.67 |       0.67 |       0.67 |       0.68 |       0.68 |       0.68 |       0.68 |       0.67
DRAM summary                         |            |            |            |            |            |            |            |            |           
  num dram accesses                  |      40676 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      66.49 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      13.06 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      3.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |           
  num loads from dram                |       2571 |       2563 |       2563 |       2515 |       2504 |       2500 |       2557 |       2487 |       2427
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
