                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11   
  Instructions                       |    9968487 |    9819442 |    9960541 |    9825052 |    9841760 |    9952271 |    9979057 |    9862223 |    9955172 |    9877944 |    9932218 |    9952125
  Cycles                             |   64715406 |   64715406 |   64715406 |   64715406 |   64715406 |   64715406 |   64715406 |   64715406 |   64715406 |   64715406 |   64715406 |   64715406
  IPC                                |       0.15 |       0.15 |       0.15 |       0.15 |       0.15 |       0.15 |       0.15 |       0.15 |       0.15 |       0.15 |       0.15 |       0.15
  Time (ns)                          |   24329100 |   24329100 |   24329100 |   24329100 |   24329100 |   24329100 |   24329100 |   24329100 |   24329100 |   24329100 |   24329100 |   24329100
  Idle time (ns)                     |        102 |        102 |         58 |         36 |         -5 |        -16 |        -53 |         36 |         -5 |         31 |         58 |        -53
  Idle time (%)                      |       0.0% |       0.0% |       0.0% |       0.0% |      -0.0% |      -0.0% |      -0.0% |       0.0% |      -0.0% |       0.0% |       0.0% |      -0.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |     300698 |     296567 |     300478 |     296722 |     297187 |     300250 |     301064 |     297754 |     300330 |     298189 |     299693 |     300246
  num incorrect                      |       1467 |       1467 |       1467 |       1467 |       1467 |       1467 |       1544 |       1467 |       1467 |       1467 |       1467 |       1467
  misprediction rate                 |      0.49% |      0.49% |      0.49% |      0.49% |      0.49% |      0.49% |      0.51% |      0.49% |      0.49% |      0.49% |      0.49% |      0.49%
  mpki                               |       0.15 |       0.15 |       0.15 |       0.15 |       0.15 |       0.15 |       0.15 |       0.15 |       0.15 |       0.15 |       0.15 |       0.15
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    1095968 |    1079699 |    1095101 |    1080311 |    1082136 |    1094200 |    1097185 |    1084369 |    1094516 |    1086084 |    1092009 |    1094184
    num misses                       |         48 |         48 |         48 |         48 |         48 |         48 |         52 |         48 |         48 |         48 |         48 |         48
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.01 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    4591502 |    4522925 |    4587846 |    4525506 |    4533191 |    4584040 |    4596308 |    4542609 |    4585378 |    4549841 |    4574815 |    4583970
    num misses                       |         92 |         92 |         92 |         92 |         92 |         92 |         94 |         92 |         92 |         92 |         92 |         92
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |        140 |        140 |        140 |        140 |        140 |        140 |        146 |        140 |        140 |        140 |        140 |        140
    num misses                       |        129 |        129 |        129 |        129 |        129 |        129 |        134 |        129 |        129 |        129 |        129 |        129
    miss rate                        |     92.14% |     92.14% |     92.14% |     92.14% |     92.14% |     92.14% |     91.78% |     92.14% |     92.14% |     92.14% |     92.14% |     92.14%
    mpki                             |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    1095968 |    1079699 |    1095101 |    1080311 |    1082136 |    1094200 |    1097185 |    1084369 |    1094516 |    1086084 |    1092009 |    1094184
    num cache misses                 |     372592 |     364751 |     361944 |     359128 |     357799 |     358946 |     355949 |     355071 |     357550 |     354285 |     355656 |     355236
    miss rate                        |     34.00% |     33.78% |     33.05% |     33.24% |     33.06% |     32.80% |     32.44% |     32.74% |     32.67% |     32.62% |     32.57% |     32.47%
    mpki                             |      37.38 |      37.15 |      36.34 |      36.55 |      36.36 |      36.07 |      35.67 |      36.00 |      35.92 |      35.87 |      35.81 |      35.69
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    4591502 |    4522925 |    4587846 |    4525506 |    4533191 |    4584040 |    4596308 |    4542609 |    4585378 |    4549841 |    4574815 |    4583970
