                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5    
  Instructions                       |   60121628 |   60117472 |   60119697 |   60120815 |   60120815 |   60119330
  Cycles                             |  120792462 |  120792462 |  120792462 |  120792462 |  120792462 |  120792462
  IPC                                |       0.50 |       0.50 |       0.50 |       0.50 |       0.50 |       0.50
  Time (ns)                          |   45410700 |   45410700 |   45410700 |   45410700 |   45410700 |   45410700
  Idle time (ns)                     |        -21 |        -21 |         17 |        474 |        460 |        -25
  Idle time (%)                      |      -0.0% |      -0.0% |       0.0% |       0.0% |       0.0% |      -0.0%
Branch predictor stats               |            |            |            |            |            |           
  num correct                        |   10022011 |   10021382 |   10021754 |   10021921 |   10021921 |   10021672
  num incorrect                      |       1515 |       1437 |       1437 |       1446 |       1446 |       1437
  misprediction rate                 |      0.02% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01%
  mpki                               |       0.03 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02
TLB Summary                          |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |           
    num accesses                     |      15333 |      15164 |      15164 |      15184 |      15184 |      15164
    num misses                       |         52 |         48 |         48 |         49 |         49 |         48
    miss rate                        |      0.34% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |           
    num accesses                     |      40208 |      39845 |      39845 |      39898 |      39895 |      39845
    num misses                       |         73 |         72 |         72 |         72 |         72 |         72
    miss rate                        |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  L2 TLB                             |            |            |            |            |            |           
    num accesses                     |        125 |        120 |        120 |        121 |        121 |        120
    num misses                       |        123 |        118 |        118 |        119 |        119 |        118
    miss rate                        |     98.40% |     98.33% |     98.33% |     98.35% |     98.35% |     98.33%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |           
    num cache accesses               |      15333 |      15164 |      15164 |      15184 |      15184 |      15164
    num cache misses                 |       4587 |       4932 |       4972 |       5097 |       5048 |       5107
    miss rate                        |     29.92% |     32.52% |     32.79% |     33.57% |     33.25% |     33.68%
    mpki                             |       0.08 |       0.08 |       0.08 |       0.08 |       0.08 |       0.08
  Cache L1-D                         |            |            |            |            |            |           
    num cache accesses               |      40208 |      39845 |      39845 |      39898 |      39895 |      39845
    num cache misses                 |       4023 |       4098 |       4142 |       4169 |       4211 |       4194
    miss rate                        |     10.01% |     10.28% |     10.40% |     10.45% |     10.56% |     10.53%
    mpki                             |       0.07 |       0.07 |       0.07 |       0.07 |       0.07 |       0.07
  Cache L2                           |            |            |            |            |            |           
    num cache accesses               |       8642 |       9063 |       9147 |       9300 |       9292 |       9335
    num cache misses                 |       3519 |       3470 |       3435 |       3462 |       3480 |       3453
    miss rate                        |     40.72% |     38.29% |     37.55% |     37.23% |     37.45% |     36.99%
    mpki                             |       0.06 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06
  Cache L3                           |            |            |            |            |            |           
    num cache accesses               |       3555 |       3506 |       3471 |       3499 |       3516 |       3489
    num cache misses                 |       2479 |       2413 |       2413 |       2427 |       2427 |       2413
    miss rate                        |     69.73% |     68.82% |     69.52% |     69.36% |     69.03% |     69.16%
    mpki                             |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04
DRAM summary                         |            |            |            |            |            |           
  num dram accesses                  |      14572 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      73.09 |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      19.66 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |           
  num loads from dram                |       1142 |       1137 |       1137 |       1137 |       1135 |       1136
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0
