                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7    
  Instructions                       |     133184 |     135560 |     137591 |     138403 |     128914 |     129478 |     128435 |     126909
  Cycles                             |     897750 |     897750 |     897750 |     897750 |     897750 |     897750 |     897750 |     897750
  IPC                                |       0.15 |       0.15 |       0.15 |       0.15 |       0.14 |       0.14 |       0.14 |       0.14
  Time (ns)                          |     337500 |     337500 |     337500 |     337500 |     337500 |     337500 |     337500 |     337500
  Idle time (ns)                     |         34 |        114 |         62 |        -13 |        -13 |         26 |         62 |        112
  Idle time (%)                      |       0.0% |       0.0% |       0.0% |      -0.0% |      -0.0% |       0.0% |       0.0% |       0.0%
Branch predictor stats               |            |            |            |            |            |            |            |           
  num correct                        |      28119 |      29299 |      30236 |      30327 |      26000 |      26275 |      25764 |      25006
  num incorrect                      |       1443 |       1443 |       1452 |       1519 |       1438 |       1443 |       1438 |       1438
  misprediction rate                 |      4.88% |      4.69% |      4.58% |      4.77% |      5.24% |      5.21% |      5.29% |      5.44%
  mpki                               |      10.83 |      10.64 |      10.55 |      10.98 |      11.15 |      11.14 |      11.20 |      11.33
TLB Summary                          |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |      15224 |      15260 |      15309 |      15458 |      15162 |      15168 |      15162 |      15162
    num misses                       |         48 |         48 |         49 |         52 |         48 |         48 |         48 |         48
    miss rate                        |      0.32% |      0.31% |      0.32% |      0.34% |      0.32% |      0.32% |      0.32% |      0.32%
    mpki                             |       0.36 |       0.35 |       0.36 |       0.38 |       0.37 |       0.37 |       0.37 |       0.38
  D-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |      39846 |      39846 |      39900 |      40214 |      39846 |      39846 |      39846 |      39846
    num misses                       |         71 |         71 |         71 |         72 |         71 |         71 |         71 |         71
    miss rate                        |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18%
    mpki                             |       0.53 |       0.52 |       0.52 |       0.52 |       0.55 |       0.55 |       0.55 |       0.56
  L2 TLB                             |            |            |            |            |            |            |            |           
    num accesses                     |        119 |        119 |        120 |        124 |        119 |        119 |        119 |        119
    num misses                       |        117 |        117 |        118 |        122 |        117 |        117 |        117 |        117
    miss rate                        |     98.32% |     98.32% |     98.33% |     98.39% |     98.32% |     98.32% |     98.32% |     98.32%
    mpki                             |       0.88 |       0.86 |       0.86 |       0.88 |       0.91 |       0.90 |       0.91 |       0.92
Cache Summary                        |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |           
    num cache accesses               |      15224 |      15260 |      15309 |      15458 |      15162 |      15168 |      15162 |      15162
    num cache misses                 |       5926 |       5804 |       5316 |       5216 |       5663 |       5824 |       5479 |       5234
    miss rate                        |     38.93% |     38.03% |     34.72% |     33.74% |     37.35% |     38.40% |     36.14% |     34.52%
    mpki                             |      44.49 |      42.81 |      38.64 |      37.69 |      43.93 |      44.98 |      42.66 |      41.24
  Cache L1-D                         |            |            |            |            |            |            |            |           
    num cache accesses               |      39846 |      39846 |      39900 |      40214 |      39846 |      39846 |      39846 |      39846
    num cache misses                 |       5746 |       5711 |       5540 |       5504 |       5691 |       5681 |       5595 |       5471
    miss rate                        |     14.42% |     14.33% |     13.88% |     13.69% |     14.28% |     14.26% |     14.04% |     13.73%
    mpki                             |      43.14 |      42.13 |      40.26 |      39.77 |      44.15 |      43.88 |      43.56 |      43.11
  Cache L2                           |            |            |            |            |            |            |            |           
    num cache accesses               |      11703 |      11544 |      10888 |      10753 |      11384 |      11535 |      11104 |      10735
    num cache misses                 |       4331 |       4342 |       4330 |       4372 |       4339 |       4292 |       4300 |       4267
    miss rate                        |     37.01% |     37.61% |     39.77% |     40.66% |     38.11% |     37.21% |     38.72% |     39.75%
    mpki                             |      32.52 |      32.03 |      31.47 |      31.59 |      33.66 |      33.15 |      33.48 |      33.62
  Cache L3                           |            |            |            |            |            |            |            |           
    num cache accesses               |       4363 |       4374 |       4363 |       4407 |       4371 |       4324 |       4332 |       4300
    num cache misses                 |       2410 |       2410 |       2424 |       2477 |       2410 |       2410 |       2410 |       2410
    miss rate                        |     55.24% |     55.10% |     55.56% |     56.21% |     55.14% |     55.74% |     55.63% |     56.05%
    mpki                             |      18.10 |      17.78 |      17.62 |      17.90 |      18.69 |      18.61 |      18.76 |      18.99
DRAM summary                         |            |            |            |            |            |            |            |           
  num dram accesses                  |      19361 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      77.61 |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      24.18 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     48.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |           
  num loads from dram                |       1142 |       1144 |       1139 |       1147 |       1140 |       1141 |       1141 |       1147
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
