                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12   
  Instructions                       |    9978963 |    9977833 |    9975819 |    9975642 |    9977047 |    9977444 |    9974522 |    9973243 |    9977400 |    9977983 |    9975944 |    9975739 |    9979119
  Cycles                             |   52491908 |   52491908 |   52491908 |   52491908 |   52491908 |   52491908 |   52491908 |   52491908 |   52491908 |   52491908 |   52491908 |   52491908 |   52491908
  IPC                                |       0.19 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19
  Time (ns)                          |   19733800 |   19733800 |   19733800 |   19733800 |   19733800 |   19733800 |   19733800 |   19733800 |   19733800 |   19733800 |   19733800 |   19733800 |   19733800
  Idle time (ns)                     |         71 |          1 |        113 |         29 |         71 |         16 |          1 |         15 |         29 |        164 |          1 |        -35 |        -43
  Idle time (%)                      |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |      -0.0% |      -0.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |     301057 |     300957 |     300902 |     300896 |     300936 |     300946 |     300866 |     300830 |     300945 |     300961 |     300906 |     300900 |     301064
  num incorrect                      |       1537 |       1467 |       1467 |       1467 |       1467 |       1467 |       1467 |       1467 |       1467 |       1467 |       1467 |       1467 |       1544
  misprediction rate                 |      0.51% |      0.49% |      0.49% |      0.49% |      0.49% |      0.49% |      0.49% |      0.49% |      0.49% |      0.49% |      0.49% |      0.49% |      0.51%
  mpki                               |       0.15 |       0.15 |       0.15 |       0.15 |       0.15 |       0.15 |       0.15 |       0.15 |       0.15 |       0.15 |       0.15 |       0.15 |       0.15
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    1097175 |    1096988 |    1096769 |    1096748 |    1096903 |    1096945 |    1096627 |    1096487 |    1096941 |    1097004 |    1096784 |    1096761 |    1097185
    num misses                       |         51 |         48 |         48 |         48 |         48 |         48 |         48 |         48 |         48 |         48 |         48 |         48 |         52
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.01 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.01
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    4596308 |    4595799 |    4594874 |    4594793 |    4595442 |    4595621 |    4594278 |    4593689 |    4595603 |    4595871 |    4594930 |    4594827 |    4596337
    num misses                       |         94 |         92 |         92 |         92 |         92 |         92 |         92 |         92 |         92 |         92 |         92 |         92 |         94
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |        145 |        140 |        140 |        140 |        140 |        140 |        140 |        140 |        140 |        140 |        140 |        140 |        146
    num misses                       |        133 |        129 |        129 |        129 |        129 |        129 |        129 |        129 |        129 |        129 |        129 |        129 |        134
    miss rate                        |     91.72% |     92.14% |     92.14% |     92.14% |     92.14% |     92.14% |     92.14% |     92.14% |     92.14% |     92.14% |     92.14% |     92.14% |     91.78%
    mpki                             |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    1097175 |    1096988 |    1096769 |    1096748 |    1096903 |    1096945 |    1096627 |    1096487 |    1096941 |    1097004 |    1096784 |    1096761 |    1097185
    num cache misses                 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
