                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14   
  Instructions                       |   40084904 |   40121706 |   40108767 |   40006452 |   39932639 |   39867968 |   39826170 |   39811731 |   39804639 |   39828837 |   39846068 |   39871286 |   39908725 |   39869636 |   39875641
  Cycles                             |  200121376 |  200121376 |  200121376 |  200121376 |  200121376 |  200121376 |  200121376 |  200121376 |  200121376 |  200121376 |  200121376 |  200121376 |  200121376 |  200121376 |  200121376
  IPC                                |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20
  Time (ns)                          |   75233600 |   75233600 |   75233600 |   75233600 |   75233600 |   75233600 |   75233600 |   75233600 |   75233600 |   75233600 |   75233600 |   75233600 |   75233600 |   75233600 |   75233600
  Idle time (ns)                     |         -6 |        -22 |         -6 |        -22 |         47 |        125 |         88 |        153 |        103 |         88 |         83 |         69 |         40 |        175 |         83
  Idle time (%)                      |      -0.0% |      -0.0% |      -0.0% |      -0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |   10012954 |   10022006 |   10018920 |    9993342 |    9974888 |    9958721 |    9948271 |    9944661 |    9942888 |    9948938 |    9953245 |    9959550 |    9968910 |    9959138 |    9960639
  num incorrect                      |       1442 |       1519 |       1442 |       1442 |       1442 |       1442 |       1442 |       1442 |       1442 |       1442 |       1442 |       1442 |       1442 |       1442 |       1442
  misprediction rate                 |      0.01% |      0.02% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01%
