                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14   
  mpki                               |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   19997255 |   20015334 |   20009187 |   19958030 |   19921124 |   19888789 |   19867888 |   19860669 |   19857123 |   19869223 |   19877838 |   19890446 |   19909166 |   19889623 |   19892625
    num misses                       |         48 |         52 |         48 |         48 |         48 |         48 |         48 |         48 |         48 |         48 |         48 |         48 |         48 |         48 |         48
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      39847 |      40229 |      39847 |      39847 |      39847 |      39847 |      39847 |      39847 |      39847 |      39847 |      39847 |      39847 |      39847 |      39847 |      39847
    num misses                       |         73 |         74 |         73 |         73 |         73 |         73 |         73 |         73 |         73 |         73 |         73 |         73 |         73 |         73 |         73
    miss rate                        |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |        121 |        126 |        121 |        121 |        121 |        121 |        121 |        121 |        121 |        121 |        121 |        121 |        121 |        121 |        121
    num misses                       |        117 |        122 |        117 |        117 |        117 |        117 |        117 |        117 |        117 |        117 |        117 |        117 |        117 |        117 |        117
    miss rate                        |     96.69% |     96.83% |     96.69% |     96.69% |     96.69% |     96.69% |     96.69% |     96.69% |     96.69% |     96.69% |     96.69% |     96.69% |     96.69% |     96.69% |     96.69%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   19997255 |   20015334 |   20009187 |   19958030 |   19921124 |   19888789 |   19867888 |   19860669 |   19857123 |   19869223 |   19877838 |   19890446 |   19909166 |   19889623 |   19892625
    num cache misses                 |     676179 |     671418 |     664461 |     661254 |     658544 |     656151 |     655002 |     653552 |     653915 |     653916 |     654489 |     654692 |     653320 |     653931 |     652930
    miss rate                        |      3.38% |      3.35% |      3.32% |      3.31% |      3.31% |      3.30% |      3.30% |      3.29% |      3.29% |      3.29% |      3.29% |      3.29% |      3.28% |      3.29% |      3.28%
    mpki                             |      16.87 |      16.73 |      16.57 |      16.53 |      16.49 |      16.46 |      16.45 |      16.42 |      16.43 |      16.42 |      16.43 |      16.42 |      16.37 |      16.40 |      16.37
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      39847 |      40229 |      39847 |      39847 |      39847 |      39847 |      39847 |      39847 |      39847 |      39847 |      39847 |      39847 |      39847 |      39847 |      39847
    num cache misses                 |       9974 |       9899 |       8383 |       9376 |       9717 |       9537 |       9796 |       9178 |       9693 |       9485 |       9945 |       9903 |       8775 |       9757 |       9405
    miss rate                        |     25.03% |     24.61% |     21.04% |     23.53% |     24.39% |     23.93% |     24.58% |     23.03% |     24.33% |     23.80% |     24.96% |     24.85% |     22.02% |     24.49% |     23.60%
    mpki                             |       0.25 |       0.25 |       0.21 |       0.23 |       0.24 |       0.24 |       0.25 |       0.23 |       0.24 |       0.24 |       0.25 |       0.25 |       0.22 |       0.24 |       0.24
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |     686183 |     681347 |     672873 |     670659 |     668291 |     665717 |     664826 |     662760 |     663637 |     663431 |     664465 |     664624 |     662124 |     663718 |     662365
    num cache misses                 |     680859 |     677164 |     670090 |     667685 |     665368 |     663104 |     661928 |     660797 |     660801 |     660714 |     661761 |     661720 |     659900 |     660969 |     659726
    miss rate                        |     99.22% |     99.39% |     99.59% |     99.56% |     99.56% |     99.61% |     99.56% |     99.70% |     99.57% |     99.59% |     99.59% |     99.56% |     99.66% |     99.59% |     99.60%
    mpki                             |      16.99 |      16.88 |      16.71 |      16.69 |      16.66 |      16.63 |      16.62 |      16.60 |      16.60 |      16.59 |      16.61 |      16.60 |      16.54 |      16.58 |      16.54
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |     680889 |     677196 |     670123 |     667714 |     665398 |     663135 |     661958 |     660830 |     660831 |     660744 |     661792 |     661749 |     659931 |     660999 |     659756
    num cache misses                 |       2418 |       2489 |       2417 |       2419 |       2419 |       2416 |       2417 |       2415 |       2416 |       2419 |       2420 |       2419 |       2417 |       2415 |       2419
    miss rate                        |      0.36% |      0.37% |      0.36% |      0.36% |      0.36% |      0.36% |      0.37% |      0.37% |      0.37% |      0.37% |      0.37% |      0.37% |      0.37% |      0.37% |      0.37%
    mpki                             |       0.06 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |      36345 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |     101.17 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      47.74 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |       1163 |       1179 |       1165 |       1170 |       1172 |       1174 |       1174 |       1172 |       1175 |       1162 |       1173 |       1173 |       1168 |       1171 |       1169
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
