                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6    
  Instructions                       |   40113511 |   40116776 |   40114284 |   40121709 |   40119345 |   40109977 |   40107780
  Cycles                             |   94128090 |   94128090 |   94128090 |   94128090 |   94128090 |   94128090 |   94128090
  IPC                                |       0.43 |       0.43 |       0.43 |       0.43 |       0.43 |       0.43 |       0.43
  Time (ns)                          |   35386500 |   35386500 |   35386500 |   35386500 |   35386500 |   35386500 |   35386500
  Idle time (ns)                     |        -29 |        -69 |         -5 |        -69 |        -29 |        -39 |         -5
  Idle time (%)                      |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0%
Branch predictor stats               |            |            |            |            |            |            |           
  num correct                        |   10020119 |   10020936 |   10020315 |   10022008 |   10021578 |   10019236 |   10018686
  num incorrect                      |       1441 |       1441 |       1441 |       1517 |       1441 |       1441 |       1441
  misprediction rate                 |      0.01% |      0.01% |      0.01% |      0.02% |      0.01% |      0.01% |      0.01%
  mpki                               |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04
TLB Summary                          |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |           
    num accesses                     |      15165 |      15165 |      15165 |      15334 |      15165 |      15165 |      15165
    num misses                       |         48 |         48 |         48 |         52 |         48 |         48 |         48
    miss rate                        |      0.32% |      0.32% |      0.32% |      0.34% |      0.32% |      0.32% |      0.32%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |           
    num accesses                     |      39839 |      39839 |      39839 |      40245 |      39839 |      39839 |      39839
    num misses                       |         75 |         75 |         75 |         76 |         75 |         75 |         75
    miss rate                        |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  L2 TLB                             |            |            |            |            |            |            |           
    num accesses                     |        123 |        123 |        123 |        128 |        123 |        123 |        123
    num misses                       |        116 |        116 |        116 |        121 |        116 |        116 |        116
    miss rate                        |     94.31% |     94.31% |     94.31% |     94.53% |     94.31% |     94.31% |     94.31%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |           
    num cache accesses               |      15165 |      15165 |      15165 |      15334 |      15165 |      15165 |      15165
    num cache misses                 |       5721 |       5662 |       5786 |       5174 |       5192 |       5724 |       5353
    miss rate                        |     37.73% |     37.34% |     38.15% |     33.74% |     34.24% |     37.74% |     35.30%
    mpki                             |       0.14 |       0.14 |       0.14 |       0.13 |       0.13 |       0.14 |       0.13
  Cache L1-D                         |            |            |            |            |            |            |           
    num cache accesses               |      39839 |      39839 |      39839 |      40245 |      39839 |      39839 |      39839
    num cache misses                 |       4749 |       4762 |       4841 |       4683 |       4663 |       4790 |       4596
    miss rate                        |     11.92% |     11.95% |     12.15% |     11.64% |     11.70% |     12.02% |     11.54%
    mpki                             |       0.12 |       0.12 |       0.12 |       0.12 |       0.12 |       0.12 |       0.11
  Cache L2                           |            |            |            |            |            |            |           
    num cache accesses               |      10501 |      10454 |      10657 |       9889 |       9886 |      10545 |       9980
    num cache misses                 |       3772 |       3772 |       3769 |       3813 |       3734 |       3787 |       3727
    miss rate                        |     35.92% |     36.08% |     35.37% |     38.56% |     37.77% |     35.91% |     37.34%
    mpki                             |       0.09 |       0.09 |       0.09 |       0.10 |       0.09 |       0.09 |       0.09
  Cache L3                           |            |            |            |            |            |            |           
    num cache accesses               |       3806 |       3806 |       3803 |       3849 |       3768 |       3821 |       3761
    num cache misses                 |       2414 |       2414 |       2414 |       2481 |       2414 |       2414 |       2414
    miss rate                        |     63.43% |     63.43% |     63.48% |     64.46% |     64.07% |     63.18% |     64.19%
    mpki                             |       0.06 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06
DRAM summary                         |            |            |            |            |            |            |           
  num dram accesses                  |      16977 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      76.59 |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      23.16 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |           
  num loads from dram                |       1135 |       1136 |       1140 |       1145 |       1140 |       1138 |       1140
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0
