                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13   
  Instructions                       |   28677479 |   28602257 |   28624585 |   28588947 |   28600302 |   28610522 |   28691715 |   28706397 |   28746782 |   28579341 |   28599960 |   28759987 |   28584241 |   28616370
  Cycles                             |  249155018 |  249155018 |  249155018 |  249155018 |  249155018 |  249155018 |  249155018 |  249155018 |  249155018 |  249155018 |  249155018 |  249155018 |  249155018 |  249155018
  IPC                                |       0.12 |       0.11 |       0.11 |       0.11 |       0.11 |       0.11 |       0.12 |       0.12 |       0.12 |       0.11 |       0.11 |       0.12 |       0.11 |       0.11
  Time (ns)                          |   93667300 |   93667300 |   93667300 |   93667300 |   93667300 |   93667300 |   93667300 |   93667300 |   93667300 |   93667300 |   93667300 |   93667300 |   93667300 |   93667300
  Idle time (ns)                     |        228 |        162 |         75 |        105 |        408 |        -33 |        393 |        318 |        393 |        274 |         50 |        -33 |        215 |        106
  Idle time (%)                      |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |      -0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |      -0.0% |       0.0% |       0.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    1058059 |    1056593 |    1057028 |    1056334 |    1056556 |    1056754 |    1058336 |    1058624 |    1059411 |    1056147 |    1056549 |    1059719 |    1056242 |    1056868
  num incorrect                      |       7955 |       7955 |       7955 |       7955 |       7955 |       7955 |       7955 |       7955 |       7955 |       7955 |       7955 |       8006 |       7955 |       7955
  misprediction rate                 |      0.75% |      0.75% |      0.75% |      0.75% |      0.75% |      0.75% |      0.75% |      0.75% |      0.75% |      0.75% |      0.75% |      0.75% |      0.75% |      0.75%
  mpki                               |       0.28 |       0.28 |       0.28 |       0.28 |       0.28 |       0.28 |       0.28 |       0.28 |       0.28 |       0.28 |       0.28 |       0.28 |       0.28 |       0.28
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    2869900 |    2864091 |    2865815 |    2863064 |    2863942 |    2864729 |    2870998 |    2872134 |    2875253 |    2862322 |    2863915 |    2876325 |    2862700 |    2865181
    num misses                       |         61 |         61 |         61 |         61 |         61 |         61 |         61 |         61 |         61 |         61 |         61 |         63 |         61 |         61
