                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9    
  Instructions                       |   50120994 |   50121635 |   50121502 |   50121459 |   50121383 |   50121429 |   50121155 |   50121343 |   50121191 |   50121019
  Cycles                             |  400351812 |  400351812 |  400351812 |  400351812 |  400351812 |  400351812 |  400351812 |  400351812 |  400351812 |  400351812
  IPC                                |       0.13 |       0.13 |       0.13 |       0.13 |       0.13 |       0.13 |       0.13 |       0.13 |       0.13 |       0.13
  Time (ns)                          |  150508200 |  150508200 |  150508200 |  150508200 |  150508200 |  150508200 |  150508200 |  150508200 |  150508200 |  150508200
  Idle time (ns)                     |         -1 |        -65 |        -18 |         47 |         56 |        -43 |         -1 |         36 |         22 |         47
  Idle time (%)                      |      -0.0% |      -0.0% |      -0.0% |       0.0% |       0.0% |      -0.0% |      -0.0% |       0.0% |       0.0% |       0.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |           
  num correct                        |   10021934 |   10022009 |   10021998 |   10021987 |   10021982 |   10021986 |   10021955 |   10021977 |   10021959 |   10021936
  num incorrect                      |       1465 |       1517 |       1503 |       1499 |       1492 |       1496 |       1472 |       1486 |       1472 |       1468
  misprediction rate                 |      0.01% |      0.02% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01%
  mpki                               |       0.03 |       0.03 |       0.03 |       0.03 |       0.03 |       0.03 |       0.03 |       0.03 |       0.03 |       0.03
TLB Summary                          |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      15210 |      15334 |      15313 |      15298 |      15286 |      15294 |      15245 |      15278 |      15250 |      15216
    num misses                       |         49 |         52 |         51 |         51 |         50 |         51 |         49 |         50 |         49 |         49
    miss rate                        |      0.32% |      0.34% |      0.33% |      0.33% |      0.33% |      0.33% |      0.32% |      0.33% |      0.32% |      0.32%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   60039953 |   60040202 |   60040194 |   60040166 |   60040133 |   60040146 |   60040022 |   60040109 |   60040039 |   60039965
    num misses                       |        126 |        128 |        128 |        128 |        128 |        128 |        126 |        128 |        127 |        126
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  L2 TLB                             |            |            |            |            |            |            |            |            |            |           
    num accesses                     |        175 |        180 |        179 |        179 |        178 |        179 |        175 |        178 |        176 |        175
    num misses                       |        117 |        121 |        120 |        120 |        119 |        120 |        117 |        119 |        117 |        117
    miss rate                        |     66.86% |     67.22% |     67.04% |     67.04% |     66.85% |     67.04% |     66.86% |     66.85% |     66.48% |     66.86%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      15210 |      15334 |      15313 |      15298 |      15286 |      15294 |      15245 |      15278 |      15250 |      15216
    num cache misses                 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |           
