                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8    
  Instructions                       |   48687778 |   49031363 |   49820898 |   50121633 |   49777599 |   49590332 |   49442870 |   48572842 |   48507327
  Cycles                             |  457557240 |  457557240 |  457557240 |  457557240 |  457557240 |  457557240 |  457557240 |  457557240 |  457557240
  IPC                                |       0.11 |       0.11 |       0.11 |       0.11 |       0.11 |       0.11 |       0.11 |       0.11 |       0.11
  Time (ns)                          |  172014000 |  172014000 |  172014000 |  172014000 |  172014000 |  172014000 |  172014000 |  172014000 |  172014000
  Idle time (ns)                     |         -9 |         96 |        127 |         -9 |        120 |         63 |         59 |        112 |         63
  Idle time (%)                      |      -0.0% |       0.0% |       0.0% |      -0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |           
  num correct                        |    9735318 |    9804035 |    9961942 |   10022009 |    9953282 |    9915828 |    9886336 |    9712330 |    9699227
  num incorrect                      |       1441 |       1441 |       1441 |       1517 |       1441 |       1441 |       1441 |       1441 |       1441
  misprediction rate                 |      0.01% |      0.01% |      0.01% |      0.02% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01%
  mpki                               |       0.03 |       0.03 |       0.03 |       0.03 |       0.03 |       0.03 |       0.03 |       0.03 |       0.03
TLB Summary                          |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |           
    num accesses                     |      15165 |      15165 |      15165 |      15334 |      15165 |      15165 |      15165 |      15165 |      15165
    num misses                       |         48 |         48 |         48 |         52 |         48 |         48 |         48 |         48 |         48
    miss rate                        |      0.32% |      0.32% |      0.32% |      0.34% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |           
    num accesses                     |   58320250 |   58732565 |   59680011 |   60040200 |   59628052 |   59403333 |   59226379 |   58182345 |   58103726
    num misses                       |        126 |        126 |        126 |        128 |        126 |        126 |        126 |        126 |        126
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  L2 TLB                             |            |            |            |            |            |            |            |            |           
    num accesses                     |        174 |        174 |        174 |        180 |        174 |        174 |        174 |        174 |        174
    num misses                       |        116 |        116 |        116 |        121 |        116 |        116 |        116 |        116 |        116
    miss rate                        |     66.67% |     66.67% |     66.67% |     67.22% |     66.67% |     66.67% |     66.67% |     66.67% |     66.67%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |           
    num cache accesses               |      15165 |      15165 |      15165 |      15334 |      15165 |      15165 |      15165 |      15165 |      15165
    num cache misses                 |       5012 |       6078 |       6046 |       5760 |       5621 |       5860 |       5123 |       5825 |       5521
    miss rate                        |     33.05% |     40.08% |     39.87% |     37.56% |     37.07% |     38.64% |     33.78% |     38.41% |     36.41%
    mpki                             |       0.10 |       0.12 |       0.12 |       0.11 |       0.11 |       0.12 |       0.10 |       0.12 |       0.11
  Cache L1-D                         |            |            |            |            |            |            |            |            |           
    num cache accesses               |   58320250 |   58732565 |   59680011 |   60040200 |   59628052 |   59403333 |   59226379 |   58182345 |   58103726
    num cache misses                 |   11652102 |   11652575 |   11652627 |   11652554 |   11652364 |   11652558 |   11652137 |   11652454 |   11652314
    miss rate                        |     19.98% |     19.84% |     19.53% |     19.41% |     19.54% |     19.62% |     19.67% |     20.03% |     20.05%
    mpki                             |     239.32 |     237.66 |     233.89 |     232.49 |     234.09 |     234.98 |     235.67 |     239.90 |     240.22
  Cache L2                           |            |            |            |            |            |            |            |            |           
    num cache accesses               |   11657150 |   11658687 |   11658708 |   11658352 |   11658021 |   11658455 |   11657296 |   11658315 |   11657872
    num cache misses                 |   11653153 |   11653557 |   11653408 |   11653358 |   11653450 |   11653359 |   11652995 |   11653464 |   11653235
    miss rate                        |     99.97% |     99.96% |     99.95% |     99.96% |     99.96% |     99.96% |     99.96% |     99.96% |     99.96%
    mpki                             |     239.34 |     237.68 |     233.91 |     232.50 |     234.11 |     234.99 |     235.69 |     239.92 |     240.24
  Cache L3                           |            |            |            |            |            |            |            |            |           
    num cache accesses               |   11653192 |   11653594 |   11653447 |   11653399 |   11653489 |   11653399 |   11653033 |   11653502 |   11653273
    num cache misses                 |       2503 |       2512 |       2503 |       2566 |       2527 |       2510 |       2495 |       2513 |       2523
    miss rate                        |      0.02% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02%
    mpki                             |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05
DRAM summary                         |            |            |            |            |            |            |            |            |           
  num dram accesses                  |      22836 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      85.39 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      31.96 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |           
  num loads from dram                |       1223 |       1225 |       1227 |       1228 |       1242 |       1234 |       1217 |       1231 |       1234
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
