                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14   
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |        206 |        206 |        206 |        206 |        206 |        211 |        206 |        206 |        206 |        206 |        206 |        206 |        206 |        206 |        206
    num misses                       |        122 |        122 |        122 |        122 |        122 |        127 |        122 |        122 |        122 |        122 |        122 |        122 |        122 |        122 |        122
    miss rate                        |     59.22% |     59.22% |     59.22% |     59.22% |     59.22% |     60.19% |     59.22% |     59.22% |     59.22% |     59.22% |     59.22% |     59.22% |     59.22% |     59.22% |     59.22%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      15164 |      15164 |      15164 |      15164 |      15164 |      15333 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164
    num cache misses                 |       6855 |       5851 |       6427 |       6458 |       6196 |       5801 |       6908 |       6851 |       5895 |       6739 |       6956 |       6865 |       6818 |       6849 |       6291
    miss rate                        |     45.21% |     38.58% |     42.38% |     42.59% |     40.86% |     37.83% |     45.56% |     45.18% |     38.87% |     44.44% |     45.87% |     45.27% |     44.96% |     45.17% |     41.49%
    mpki                             |       0.11 |       0.10 |       0.11 |       0.11 |       0.10 |       0.10 |       0.11 |       0.11 |       0.10 |       0.11 |       0.12 |       0.11 |       0.11 |       0.11 |       0.10
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      39845 |      39845 |      39845 |      39845 |      39845 |      40245 |      39845 |      39845 |      39845 |      39845 |      39845 |      39845 |      39845 |      39845 |      39845
    num cache misses                 |       9807 |       8757 |       9187 |       9223 |       8988 |       8625 |       9828 |       9609 |       8897 |       9709 |       9793 |       9614 |       9637 |       9663 |       9199
    miss rate                        |     24.61% |     21.98% |     23.06% |     23.15% |     22.56% |     21.43% |     24.67% |     24.12% |     22.33% |     24.37% |     24.58% |     24.13% |     24.19% |     24.25% |     23.09%
    mpki                             |       0.16 |       0.15 |       0.15 |       0.15 |       0.15 |       0.14 |       0.16 |       0.16 |       0.15 |       0.16 |       0.16 |       0.16 |       0.16 |       0.16 |       0.15
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      16696 |      14642 |      15647 |      15714 |      15216 |      14459 |      16767 |      16492 |      14824 |      16480 |      16782 |      16511 |      16488 |      16543 |      15524
    num cache misses                 |      14184 |      12268 |      13145 |      13301 |      12789 |      12117 |      14170 |      13952 |      12584 |      13864 |      14122 |      13848 |      13799 |      13998 |      13127
    miss rate                        |     84.95% |     83.79% |     84.01% |     84.64% |     84.05% |     83.80% |     84.51% |     84.60% |     84.89% |     84.13% |     84.15% |     83.87% |     83.69% |     84.62% |     84.56%
    mpki                             |       0.24 |       0.20 |       0.22 |       0.22 |       0.21 |       0.20 |       0.24 |       0.23 |       0.21 |       0.23 |       0.24 |       0.23 |       0.23 |       0.23 |       0.22
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      14218 |      12305 |      13179 |      13335 |      12822 |      12153 |      14201 |      13984 |      12617 |      13896 |      14155 |      13880 |      13833 |      14030 |      13161
    num cache misses                 |       2682 |       2656 |       2685 |       2689 |       2663 |       2724 |       2691 |       2677 |       2659 |       2682 |       2695 |       2674 |       2698 |       2694 |       2674
    miss rate                        |     18.86% |     21.58% |     20.37% |     20.16% |     20.77% |     22.41% |     18.95% |     19.14% |     21.07% |     19.30% |     19.04% |     19.27% |     19.50% |     19.20% |     20.32%
    mpki                             |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.05 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |      40717 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      99.28 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      45.85 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |       1396 |       1370 |       1393 |       1391 |       1377 |       1371 |       1402 |       1387 |       1371 |       1397 |       1402 |       1389 |       1405 |       1408 |       1387
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
