                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11   
    miss rate                        |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.34% |      0.32% |      0.32%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      39846 |      39846 |      39846 |      39846 |      39986 |      39846 |      39846 |      39846 |      39846 |      40223 |      39846 |      39846
    num misses                       |         75 |         75 |         75 |         75 |         75 |         75 |         75 |         75 |         75 |         76 |         75 |         75
    miss rate                        |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |        123 |        123 |        123 |        123 |        124 |        123 |        123 |        123 |        123 |        128 |        123 |        123
    num misses                       |        118 |        118 |        118 |        118 |        119 |        118 |        118 |        118 |        118 |        123 |        118 |        118
    miss rate                        |     95.93% |     95.93% |     95.93% |     95.93% |     95.97% |     95.93% |     95.93% |     95.93% |     95.93% |     96.09% |     95.93% |     95.93%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      15164 |      15164 |      15164 |      15164 |      15226 |      15164 |      15164 |      15164 |      15164 |      15333 |      15164 |      15164
    num cache misses                 |       5878 |       5896 |       6113 |       6025 |       5535 |       6058 |       5908 |       5951 |       5959 |       5515 |       6007 |       5827
    miss rate                        |     38.76% |     38.88% |     40.31% |     39.73% |     36.35% |     39.95% |     38.96% |     39.24% |     39.30% |     35.97% |     39.61% |     38.43%
    mpki                             |       0.10 |       0.10 |       0.10 |       0.10 |       0.09 |       0.10 |       0.10 |       0.10 |       0.10 |       0.09 |       0.10 |       0.10
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      39846 |      39846 |      39846 |      39846 |      39986 |      39846 |      39846 |      39846 |      39846 |      40223 |      39846 |      39846
    num cache misses                 |       7959 |       8020 |       8207 |       8158 |       7777 |       8171 |       7989 |       8048 |       8108 |       7627 |       8147 |       8029
    miss rate                        |     19.97% |     20.13% |     20.60% |     20.47% |     19.45% |     20.51% |     20.05% |     20.20% |     20.35% |     18.96% |     20.45% |     20.15%
    mpki                             |       0.13 |       0.13 |       0.14 |       0.14 |       0.13 |       0.14 |       0.13 |       0.13 |       0.13 |       0.13 |       0.14 |       0.13
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      13875 |      13953 |      14360 |      14221 |      13349 |      14268 |      13936 |      14036 |      14108 |      13182 |      14193 |      13895
    num cache misses                 |      11401 |      11494 |      11737 |      11719 |      10980 |      11708 |      11620 |      11338 |      11529 |      10926 |      11514 |      11397
    miss rate                        |     82.17% |     82.38% |     81.73% |     82.41% |     82.25% |     82.06% |     83.38% |     80.78% |     81.72% |     82.89% |     81.12% |     82.02%
    mpki                             |       0.19 |       0.19 |       0.20 |       0.20 |       0.18 |       0.19 |       0.19 |       0.19 |       0.19 |       0.18 |       0.19 |       0.19
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      11442 |      11535 |      11777 |      11758 |      11021 |      11748 |      11661 |      11375 |      11570 |      10970 |      11553 |      11437
    num cache misses                 |       2613 |       2615 |       2613 |       2619 |       2640 |       2618 |       2626 |       2614 |       2618 |       2676 |       2618 |       2613
    miss rate                        |     22.84% |     22.67% |     22.19% |     22.27% |     23.95% |     22.28% |     22.52% |     22.98% |     22.63% |     24.39% |     22.66% |     22.85%
    mpki                             |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |      32270 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      94.44 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      41.01 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |       1322 |       1324 |       1329 |       1334 |       1320 |       1330 |       1333 |       1330 |       1331 |       1330 |       1334 |       1330
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
