                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11   
  Instructions                       |   60106132 |   60102781 |   60095161 |   60089268 |   60121067 |   60093912 |   60100451 |   60087786 |   60092218 |   60121650 |   60089062 |   60088687
  Cycles                             |  240903698 |  240903698 |  240903698 |  240903698 |  240903698 |  240903698 |  240903698 |  240903698 |  240903698 |  240903698 |  240903698 |  240903698
  IPC                                |       0.25 |       0.25 |       0.25 |       0.25 |       0.25 |       0.25 |       0.25 |       0.25 |       0.25 |       0.25 |       0.25 |       0.25
  Time (ns)                          |   90565300 |   90565300 |   90565300 |   90565300 |   90565300 |   90565300 |   90565300 |   90565300 |   90565300 |   90565300 |   90565300 |   90565300
  Idle time (ns)                     |         55 |         15 |         -2 |        -61 |        448 |         86 |         41 |         74 |         36 |        -61 |         55 |         15
  Idle time (%)                      |       0.0% |       0.0% |      -0.0% |      -0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |      -0.0% |       0.0% |       0.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |   10019487 |   10018929 |   10017659 |   10016677 |   10021945 |   10017450 |   10018540 |   10016430 |   10017168 |   10022009 |   10016642 |   10016580
  num incorrect                      |       1441 |       1441 |       1441 |       1441 |       1469 |       1441 |       1441 |       1441 |       1441 |       1517 |       1441 |       1441
  misprediction rate                 |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.02% |      0.01% |      0.01%
  mpki                               |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.03 |       0.02 |       0.02
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      15164 |      15164 |      15164 |      15164 |      15226 |      15164 |      15164 |      15164 |      15164 |      15333 |      15164 |      15164
    num misses                       |         48 |         48 |         48 |         48 |         49 |         48 |         48 |         48 |         48 |         52 |         48 |         48
