                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14   
  Instructions                       |    9744244 |    9770334 |    9784793 |    9922246 |    9792370 |    9927612 |    9795617 |    9875259 |    9850009 |    9933809 |    9819352 |    9979109 |    9845037 |    9924193 |    9858941
  Cycles                             |  132850242 |  132850242 |  132850242 |  132850242 |  132850242 |  132850242 |  132850242 |  132850242 |  132850242 |  132850242 |  132850242 |  132850242 |  132850242 |  132850242 |  132850242
  IPC                                |       0.07 |       0.07 |       0.07 |       0.07 |       0.07 |       0.07 |       0.07 |       0.07 |       0.07 |       0.07 |       0.07 |       0.08 |       0.07 |       0.07 |       0.07
  Time (ns)                          |   49943700 |   49943700 |   49943700 |   49943700 |   49943700 |   49943700 |   49943700 |   49943700 |   49943700 |   49943700 |   49943700 |   49943700 |   49943700 |   49943700 |   49943700
  Idle time (ns)                     |         95 |        467 |        420 |        161 |        -41 |        248 |        420 |        313 |        394 |        313 |        161 |        -41 |        196 |        373 |         77
  Idle time (%)                      |       0.0% |       0.0% |       0.0% |       0.0% |      -0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |      -0.0% |       0.0% |       0.0% |       0.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |     294483 |     295206 |     295606 |     299417 |     295818 |     299565 |     295907 |     298115 |     297416 |     299738 |     296565 |     301064 |     297279 |     299471 |     297662
  num incorrect                      |       1467 |       1467 |       1467 |       1467 |       1467 |       1467 |       1467 |       1467 |       1467 |       1467 |       1467 |       1544 |       1467 |       1467 |       1467
  misprediction rate                 |      0.50% |      0.49% |      0.49% |      0.49% |      0.49% |      0.49% |      0.49% |      0.49% |      0.49% |      0.49% |      0.49% |      0.51% |      0.49% |      0.49% |      0.49%
  mpki                               |       0.15 |       0.15 |       0.15 |       0.15 |       0.15 |       0.15 |       0.15 |       0.15 |       0.15 |       0.15 |       0.15 |       0.15 |       0.15 |       0.15 |       0.15
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    1071490 |    1074338 |    1075915 |    1090921 |    1076745 |    1091505 |    1077098 |    1085792 |    1083037 |    1092184 |    1079689 |    1097185 |    1082495 |    1091133 |    1084009
    num misses                       |         48 |         48 |         48 |         48 |         48 |         48 |         48 |         48 |         48 |         48 |         48 |         52 |         48 |         48 |         48
