                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14   
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.01 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    4488312 |    4500327 |    4506977 |    4570222 |    4510451 |    4572689 |    4511958 |    4548605 |    4536988 |    4575546 |    4522880 |    4596331 |    4534701 |    4571122 |    4541097
    num misses                       |         92 |         92 |         92 |         92 |         92 |         92 |         92 |         92 |         92 |         92 |         92 |         94 |         92 |         92 |         92
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |        140 |        140 |        140 |        140 |        140 |        140 |        140 |        140 |        140 |        140 |        140 |        146 |        140 |        140 |        140
    num misses                       |        129 |        129 |        129 |        129 |        129 |        129 |        129 |        129 |        129 |        129 |        129 |        134 |        129 |        129 |        129
    miss rate                        |     92.14% |     92.14% |     92.14% |     92.14% |     92.14% |     92.14% |     92.14% |     92.14% |     92.14% |     92.14% |     92.14% |     91.78% |     92.14% |     92.14% |     92.14%
    mpki                             |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    1071490 |    1074338 |    1075915 |    1090921 |    1076745 |    1091505 |    1077098 |    1085792 |    1083037 |    1092184 |    1079689 |    1097185 |    1082495 |    1091133 |    1084009
    num cache misses                 |     370516 |     364594 |     361603 |     361145 |     358057 |     359730 |     355811 |     357620 |     355865 |     357178 |     353736 |     353904 |     353196 |     356157 |     353350
    miss rate                        |     34.58% |     33.94% |     33.61% |     33.10% |     33.25% |     32.96% |     33.03% |     32.94% |     32.86% |     32.70% |     32.76% |     32.26% |     32.63% |     32.64% |     32.60%
    mpki                             |      38.02 |      37.32 |      36.96 |      36.40 |      36.56 |      36.24 |      36.32 |      36.21 |      36.13 |      35.96 |      36.02 |      35.46 |      35.88 |      35.89 |      35.84
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    4488312 |    4500327 |    4506977 |    4570222 |    4510451 |    4572689 |    4511958 |    4548605 |    4536988 |    4575546 |    4522880 |    4596331 |    4534701 |    4571122 |    4541097
    num cache misses                 |    2496785 |    2555122 |    2554952 |    2425011 |    2551884 |    2435531 |    2561113 |    2492479 |    2547260 |    2439802 |    2557976 |    2414743 |    2562823 |    2434204 |    2551117
    miss rate                        |     55.63% |     56.78% |     56.69% |     53.06% |     56.58% |     53.26% |     56.76% |     54.80% |     56.14% |     53.32% |     56.56% |     52.54% |     56.52% |     53.25% |     56.18%
    mpki                             |     256.23 |     261.52 |     261.11 |     244.40 |     260.60 |     245.33 |     261.45 |     252.40 |     258.60 |     245.61 |     260.50 |     241.98 |     260.32 |     245.28 |     258.76
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    2867350 |    2919765 |    2916605 |    2786205 |    2909990 |    2795309 |    2916972 |    2850152 |    2903178 |    2797028 |    2911762 |    2768701 |    2916071 |    2790412 |    2904516
    num cache misses                 |    2615241 |    2633321 |    2629812 |    2529314 |    2623070 |    2536169 |    2631123 |    2620109 |    2617488 |    2540316 |    2627540 |    2526300 |    2615871 |    2581804 |    2615978
    miss rate                        |     91.21% |     90.19% |     90.17% |     90.78% |     90.14% |     90.73% |     90.20% |     91.93% |     90.16% |     90.82% |     90.24% |     91.24% |     89.71% |     92.52% |     90.07%
    mpki                             |     268.39 |     269.52 |     268.77 |     254.91 |     267.87 |     255.47 |     268.60 |     265.32 |     265.73 |     255.72 |     267.59 |     253.16 |     265.70 |     260.15 |     265.34
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    2615291 |    2633370 |    2629863 |    2529365 |    2623119 |    2536218 |    2631171 |    2620162 |    2617541 |    2540365 |    2627590 |    2526357 |    2615924 |    2581856 |    2616028
    num cache misses                 |       3978 |       3979 |       3960 |       3852 |       3979 |       3909 |       3994 |       3992 |       3988 |       3957 |       4004 |       3913 |       3936 |       3953 |       3929
    miss rate                        |      0.15% |      0.15% |      0.15% |      0.15% |      0.15% |      0.15% |      0.15% |      0.15% |      0.15% |      0.16% |      0.15% |      0.15% |      0.15% |      0.15% |      0.15%
    mpki                             |       0.41 |       0.41 |       0.40 |       0.39 |       0.41 |       0.39 |       0.41 |       0.40 |       0.40 |       0.40 |       0.41 |       0.39 |       0.40 |       0.40 |       0.40
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |      60784 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      84.29 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      30.86 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      1.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |       2457 |       2483 |       2459 |       2275 |       2453 |       2374 |       2489 |       2488 |       2481 |       2411 |       2486 |       2198 |       2426 |       2450 |       2421
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
