                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7    
  Instructions                       |   50119753 |   50121701 |   50117518 |   50116373 |   50115281 |   50113965 |   50114465 |   50113492
  Cycles                             |  320662202 |  320662202 |  320662202 |  320662202 |  320662202 |  320662202 |  320662202 |  320662202
  IPC                                |       0.16 |       0.16 |       0.16 |       0.16 |       0.16 |       0.16 |       0.16 |       0.16
  Time (ns)                          |  120549700 |  120549700 |  120549700 |  120549700 |  120549700 |  120549700 |  120549700 |  120549700
  Idle time (ns)                     |        -24 |        -79 |        -24 |        -79 |         50 |         33 |         16 |          3
  Idle time (%)                      |      -0.0% |      -0.0% |      -0.0% |      -0.0% |       0.0% |       0.0% |       0.0% |       0.0%
Branch predictor stats               |            |            |            |            |            |            |            |           
  num correct                        |   10021713 |   10022009 |   10021266 |   10021037 |   10020818 |   10020555 |   10020655 |   10020461
  num incorrect                      |       1441 |       1517 |       1441 |       1441 |       1441 |       1441 |       1441 |       1441
  misprediction rate                 |      0.01% |      0.02% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01%
  mpki                               |       0.03 |       0.03 |       0.03 |       0.03 |       0.03 |       0.03 |       0.03 |       0.03
TLB Summary                          |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |      15165 |      15334 |      15165 |      15165 |      15165 |      15165 |      15165 |      15165
    num misses                       |         48 |         52 |         48 |         48 |         48 |         48 |         48 |         48
    miss rate                        |      0.32% |      0.34% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |   60038642 |   60040235 |   60035959 |   60034564 |   60033272 |   60031692 |   60032293 |   60031130
    num misses                       |        126 |        128 |        126 |        126 |        126 |        126 |        126 |        126
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  L2 TLB                             |            |            |            |            |            |            |            |           
    num accesses                     |        174 |        180 |        174 |        174 |        174 |        174 |        174 |        174
    num misses                       |        116 |        121 |        116 |        116 |        116 |        116 |        116 |        116
    miss rate                        |     66.67% |     67.22% |     66.67% |     66.67% |     66.67% |     66.67% |     66.67% |     66.67%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |           
    num cache accesses               |      15165 |      15334 |      15165 |      15165 |      15165 |      15165 |      15165 |      15165
    num cache misses                 |       5893 |       5161 |       5594 |       5773 |       5960 |       5462 |       5842 |       5459
    miss rate                        |     38.86% |     33.66% |     36.89% |     38.07% |     39.30% |     36.02% |     38.52% |     36.00%
    mpki                             |       0.12 |       0.10 |       0.11 |       0.12 |       0.12 |       0.11 |       0.12 |       0.11
  Cache L1-D                         |            |            |            |            |            |            |            |           
    num cache accesses               |   60038642 |   60040235 |   60035959 |   60034564 |   60033272 |   60031692 |   60032293 |   60031130
    num cache misses                 |       5080 |       4789 |       4996 |       5081 |       5128 |       4954 |       5084 |       4962
    miss rate                        |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01%
    mpki                             |       0.10 |       0.10 |       0.10 |       0.10 |       0.10 |       0.10 |       0.10 |       0.10
  Cache L2                           |            |            |            |            |            |            |            |           
    num cache accesses               |      11008 |       9987 |      10625 |      10889 |      11123 |      10451 |      10961 |      10456
    num cache misses                 |       4004 |       4020 |       3980 |       4005 |       4055 |       4022 |       4042 |       4025
    miss rate                        |     36.37% |     40.25% |     37.46% |     36.78% |     36.46% |     38.48% |     36.88% |     38.49%
    mpki                             |       0.08 |       0.08 |       0.08 |       0.08 |       0.08 |       0.08 |       0.08 |       0.08
  Cache L3                           |            |            |            |            |            |            |            |           
    num cache accesses               |       4042 |       4061 |       4017 |       4044 |       4092 |       4059 |       4081 |       4062
    num cache misses                 |       2426 |       2492 |       2427 |       2428 |       2429 |       2430 |       2429 |       2433
    miss rate                        |     60.02% |     61.36% |     60.42% |     60.04% |     59.36% |     59.87% |     59.52% |     59.90%
    mpki                             |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05
DRAM summary                         |            |            |            |            |            |            |            |           
  num dram accesses                  |      19553 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      82.53 |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      29.10 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |           
  num loads from dram                |       1150 |       1159 |       1156 |       1159 |       1150 |       1157 |       1158 |       1166
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
