                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11   
  Instructions                       |   28749825 |   28749001 |   28752921 |   28735076 |   28733617 |   28757292 |   28735739 |   28755410 |   28759302 |   28758933 |   28754484 |   28759972
  Cycles                             |  143659418 |  143659418 |  143659418 |  143659418 |  143659418 |  143659418 |  143659418 |  143659418 |  143659418 |  143659418 |  143659418 |  143659418
  IPC                                |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20
  Time (ns)                          |   54007300 |   54007300 |   54007300 |   54007300 |   54007300 |   54007300 |   54007300 |   54007300 |   54007300 |   54007300 |   54007300 |   54007300
  Idle time (ns)                     |        -75 |        -97 |        -22 |        -75 |         49 |        -81 |         60 |         25 |        -22 |         60 |         25 |       -108
  Idle time (%)                      |      -0.0% |      -0.0% |      -0.0% |      -0.0% |       0.0% |      -0.0% |       0.0% |       0.0% |      -0.0% |       0.0% |       0.0% |      -0.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    1059470 |    1059454 |    1059531 |    1059183 |    1059155 |    1059615 |    1059195 |    1059579 |    1059666 |    1059647 |    1059561 |    1059719
  num incorrect                      |       7955 |       7955 |       7955 |       7955 |       7955 |       7955 |       7955 |       7955 |       7959 |       7955 |       7955 |       8006
  misprediction rate                 |      0.75% |      0.75% |      0.75% |      0.75% |      0.75% |      0.75% |      0.75% |      0.75% |      0.75% |      0.75% |      0.75% |      0.75%
  mpki                               |       0.28 |       0.28 |       0.28 |       0.28 |       0.28 |       0.28 |       0.28 |       0.28 |       0.28 |       0.28 |       0.28 |       0.28
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    2875487 |    2875424 |    2875727 |    2874349 |    2874237 |    2876064 |    2874399 |    2875919 |    2876227 |    2876190 |    2875847 |    2876325
    num misses                       |         61 |         61 |         61 |         61 |         61 |         61 |         61 |         61 |         61 |         61 |         61 |         63
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   15772935 |   15772507 |   15774546 |   15765267 |   15764515 |   15776810 |   15765615 |   15775835 |   15777869 |   15777668 |   15775359 |   15778145
    num misses                       |       6312 |       6309 |       6320 |       6277 |       6273 |       6327 |       6277 |       6324 |       6334 |       6330 |       6322 |       6344
    miss rate                        |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04%
    mpki                             |       0.22 |       0.22 |       0.22 |       0.22 |       0.22 |       0.22 |       0.22 |       0.22 |       0.22 |       0.22 |       0.22 |       0.22
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |       6373 |       6370 |       6381 |       6338 |       6334 |       6388 |       6338 |       6385 |       6395 |       6391 |       6383 |       6407
    num misses                       |        321 |        321 |        321 |        320 |        320 |        321 |        320 |        321 |        322 |        321 |        321 |        333
    miss rate                        |      5.04% |      5.04% |      5.03% |      5.05% |      5.05% |      5.03% |      5.05% |      5.03% |      5.04% |      5.02% |      5.03% |      5.20%
    mpki                             |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    2875487 |    2875424 |    2875727 |    2874349 |    2874237 |    2876064 |    2874399 |    2875919 |    2876227 |    2876190 |    2875847 |    2876325
    num cache misses                 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
