                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14   
    mpki                             |      16.83 |      16.70 |      16.58 |      16.48 |      16.47 |      16.41 |      16.43 |      16.42 |      16.38 |      16.39 |      16.40 |      16.38 |      16.39 |      16.39 |      16.37
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      39847 |      40210 |      39847 |      39847 |      39847 |      39847 |      39847 |      39847 |      39847 |      39847 |      39847 |      39847 |      39847 |      39847 |      39847
    num cache misses                 |       9581 |       9538 |       9721 |       8697 |       9726 |       8453 |       9420 |       9500 |       8561 |       8902 |       9447 |       9217 |       9602 |       9681 |       9050
    miss rate                        |     24.04% |     23.72% |     24.40% |     21.83% |     24.41% |     21.21% |     23.64% |     23.84% |     21.48% |     22.34% |     23.71% |     23.13% |     24.10% |     24.30% |     22.71%
    mpki                             |       0.24 |       0.24 |       0.24 |       0.22 |       0.24 |       0.21 |       0.24 |       0.24 |       0.21 |       0.22 |       0.24 |       0.23 |       0.24 |       0.24 |       0.23
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |     684651 |     679404 |     674663 |     669388 |     669366 |     665770 |     666941 |     666290 |     664224 |     664743 |     665437 |     664510 |     665281 |     665376 |     664341
    num cache misses                 |     681615 |     676654 |     672023 |     666761 |     666571 |     663064 |     664002 |     663578 |     661598 |     661954 |     662757 |     661931 |     662614 |     662698 |     661481
    miss rate                        |     99.56% |     99.60% |     99.61% |     99.61% |     99.58% |     99.59% |     99.56% |     99.59% |     99.60% |     99.58% |     99.60% |     99.61% |     99.60% |     99.60% |     99.57%
    mpki                             |      17.00 |      16.87 |      16.76 |      16.63 |      16.65 |      16.55 |      16.59 |      16.59 |      16.53 |      16.54 |      16.57 |      16.55 |      16.57 |      16.57 |      16.52
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |     681645 |     676685 |     672052 |     666793 |     666600 |     663099 |     664031 |     663607 |     661631 |     661985 |     662786 |     661962 |     662643 |     662727 |     661509
    num cache misses                 |       2417 |       2489 |       2418 |       2417 |       2416 |       2417 |       2418 |       2417 |       2418 |       2420 |       2418 |       2422 |       2415 |       2417 |       2420
    miss rate                        |      0.35% |      0.37% |      0.36% |      0.36% |      0.36% |      0.36% |      0.36% |      0.36% |      0.37% |      0.37% |      0.36% |      0.37% |      0.36% |      0.36% |      0.37%
    mpki                             |       0.06 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |      36354 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      95.01 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      41.58 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |       1174 |       1176 |       1170 |       1166 |       1174 |       1166 |       1175 |       1173 |       1166 |       1169 |       1173 |       1167 |       1173 |       1169 |       1162
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
