                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14   
  Instructions                       |   40099013 |   40121674 |   40100031 |   40092525 |   40045511 |   40057503 |   40014029 |   40006737 |   40025884 |   40015856 |   40002264 |   39992201 |   39999200 |   40002849 |   40039320
  Cycles                             |  200854738 |  200854738 |  200854738 |  200854738 |  200854738 |  200854738 |  200854738 |  200854738 |  200854738 |  200854738 |  200854738 |  200854738 |  200854738 |  200854738 |  200854738
  IPC                                |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20
  Time (ns)                          |   75509300 |   75509300 |   75509300 |   75509300 |   75509300 |   75509300 |   75509300 |   75509300 |   75509300 |   75509300 |   75509300 |   75509300 |   75509300 |   75509300 |   75509300
  Idle time (ns)                     |         95 |        -48 |         79 |        -48 |         50 |         71 |         22 |         -3 |        143 |        -48 |         95 |         91 |         71 |         67 |         61
  Idle time (%)                      |       0.0% |      -0.0% |       0.0% |      -0.0% |       0.0% |       0.0% |       0.0% |      -0.0% |       0.0% |      -0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |   10016481 |   10022006 |   10016736 |   10014860 |   10003106 |   10006104 |    9995235 |    9993413 |    9998199 |    9995692 |    9992294 |    9989778 |    9991529 |    9992440 |   10001559
  num incorrect                      |       1442 |       1519 |       1442 |       1442 |       1442 |       1442 |       1442 |       1442 |       1442 |       1442 |       1442 |       1442 |       1442 |       1442 |       1442
  misprediction rate                 |      0.01% |      0.02% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01%
  mpki                               |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   20004310 |   20015334 |   20004819 |   20001066 |   19977559 |   19983555 |   19961818 |   19958172 |   19967746 |   19962731 |   19955935 |   19950904 |   19954404 |   19956228 |   19974465
    num misses                       |         48 |         52 |         48 |         48 |         48 |         48 |         48 |         48 |         48 |         48 |         48 |         48 |         48 |         48 |         48
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      39847 |      40210 |      39847 |      39847 |      39847 |      39847 |      39847 |      39847 |      39847 |      39847 |      39847 |      39847 |      39847 |      39847 |      39847
    num misses                       |         73 |         74 |         73 |         73 |         73 |         73 |         73 |         73 |         73 |         73 |         73 |         73 |         73 |         73 |         73
    miss rate                        |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |        121 |        126 |        121 |        121 |        121 |        121 |        121 |        121 |        121 |        121 |        121 |        121 |        121 |        121 |        121
    num misses                       |        117 |        122 |        117 |        117 |        117 |        117 |        117 |        117 |        117 |        117 |        117 |        117 |        117 |        117 |        117
    miss rate                        |     96.69% |     96.83% |     96.69% |     96.69% |     96.69% |     96.69% |     96.69% |     96.69% |     96.69% |     96.69% |     96.69% |     96.69% |     96.69% |     96.69% |     96.69%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   20004310 |   20015334 |   20004819 |   20001066 |   19977559 |   19983555 |   19961818 |   19958172 |   19967746 |   19962731 |   19955935 |   19950904 |   19954404 |   19956228 |   19974465
    num cache misses                 |     675043 |     669835 |     664913 |     660661 |     659611 |     657285 |     657492 |     656761 |     655634 |     655812 |     655962 |     655265 |     655651 |     655666 |     655263
    miss rate                        |      3.37% |      3.35% |      3.32% |      3.30% |      3.30% |      3.29% |      3.29% |      3.29% |      3.28% |      3.29% |      3.29% |      3.28% |      3.29% |      3.29% |      3.28%
